
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Jason Collins,26,80,80,2542,186,451,.412,2,6,.333,184,445,.413,.415,137,209,.656,153,335,488,105,71,71,91,322,511
2,Jason Kidd,31,66,65,2435,340,855,.398,129,358,.360,211,497,.425,.473,142,192,.740,94,394,488,545,123,9,167,110,951
3,Vince Carter,28,57,56,2220,572,1239,.462,108,254,.425,464,985,.471,.505,317,388,.817,78,257,335,266,84,33,146,187,1569
4,Nenad Krstic,21,75,57,1965,281,570,.493,0,2,.000,281,568,.495,.493,185,255,.725,161,240,401,77,32,63,112,280,747
5,Travis Best,32,76,6,1461,190,452,.420,26,85,.306,164,367,.447,.449,108,122,.885,19,88,107,143,66,9,67,148,514
6,Jacque Vaughn,29,71,34,1410,146,325,.449,5,15,.333,141,310,.455,.457,76,91,.835,17,90,107,135,41,1,62,138,373
7,Richard Jefferson,24,33,33,1355,238,564,.422,30,89,.337,208,475,.438,.449,227,269,.844,49,191,240,133,33,17,132,109,733
8,Rodney Buford,27,64,17,1313,187,489,.382,34,108,.315,153,381,.402,.417,37,45,.822,33,156,189,63,40,4,35,101,445
9,Brian Scalabrine,26,54,14,1167,132,332,.398,22,68,.324,110,264,.417,.431,53,69,.768,83,161,244,88,34,18,66,111,339
10,Eric Williams,32,21,21,739,87,185,.470,17,40,.425,70,145,.483,.516,74,108,.685,28,67,95,42,16,2,34,80,265
11,Jabari Smith,27,45,2,648,62,148,.419,1,2,.500,61,146,.418,.422,41,55,.745,29,82,111,38,25,14,39,103,166
12,Clifford Robinson,38,29,0,599,61,169,.361,25,66,.379,36,103,.350,.435,27,39,.692,23,72,95,30,18,14,25,74,174
13,Zoran Planinic,22,43,8,515,78,174,.448,15,40,.375,63,134,.470,.491,46,66,.697,19,50,69,44,25,0,41,76,217
14,Alonzo Mourning,34,18,14,457,68,150,.453,0,0,,68,150,.453,.453,51,86,.593,31,96,127,14,5,41,45,50,187
15,Ron Mercer,28,18,3,390,65,158,.411,0,3,.000,65,155,.419,.411,7,10,.700,9,31,40,20,16,2,14,20,137
16,Billy Thomas,29,25,0,356,34,94,.362,17,56,.304,17,38,.447,.452,7,9,.778,7,29,36,17,14,1,9,29,92
17,Aaron Williams,33,19,0,150,14,27,.519,0,0,,14,27,.519,.519,9,10,.900,7,24,31,6,4,5,11,25,37
18,Kaniel Dickens,26,11,0,61,4,14,.286,3,9,.333,1,5,.200,.393,2,2,1.000,3,6,9,1,2,1,2,5,13
19,Elden Campbell,36,10,0,50,0,7,.000,0,0,,0,7,.000,.000,2,4,.500,3,8,11,3,0,1,1,10,2
20,Awvee Storey,27,9,0,32,3,10,.300,1,2,.500,2,8,.250,.350,1,2,.500,4,1,5,1,0,0,0,3,8
21,Jerome Moiso,26,8,0,24,3,4,.750,0,0,,3,4,.750,.750,2,4,.500,3,4,7,0,0,1,1,2,8
22,Donnell Harvey,24,3,0,16,2,2,1.000,0,0,,2,2,1.000,1.000,4,4,1.000,2,5,7,1,1,1,1,2,8
,Team Totals,,82,,19905,2753,6419,.429,435,1203,.362,2318,5216,.444,.463,1555,2039,.763,855,2387,3242,1772,650,308,1164,1985,7496
