
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Raymond Felton,21,80,54,2406,345,883,.391,97,271,.358,248,612,.405,.446,161,222,.725,77,188,265,446,102,8,182,181,948
2,Brevin Knight,30,69,67,2351,308,772,.399,3,13,.231,305,759,.402,.401,252,314,.803,35,188,223,610,157,4,164,202,871
3,Primoz Brezec,26,79,79,2165,409,791,.517,0,2,.000,409,789,.518,.517,164,224,.732,181,259,440,45,19,32,85,227,982
4,Jumaine Jones,26,76,42,2089,298,736,.405,115,335,.343,183,401,.456,.483,88,121,.727,105,271,376,63,68,22,74,200,799
5,Gerald Wallace,23,55,52,1895,317,589,.538,14,50,.280,303,539,.562,.550,188,306,.614,123,289,412,96,138,115,99,150,836
6,Melvin Ely,27,57,22,1348,216,425,.508,0,2,.000,216,423,.511,.508,128,192,.667,94,183,277,76,29,44,100,160,560
7,Bernard Robinson,25,66,18,1303,157,365,.430,2,21,.095,155,344,.451,.433,106,134,.791,62,157,219,77,81,10,74,141,422
8,Matt Carroll,25,78,6,1275,192,476,.403,72,185,.389,120,291,.412,.479,138,168,.821,34,123,157,35,47,11,48,120,594
9,Kareem Rush,25,47,25,1111,181,469,.386,57,164,.348,124,305,.407,.447,55,77,.714,18,85,103,50,38,13,65,79,474
10,Emeka Okafor,23,26,25,874,131,316,.415,0,0,,131,316,.415,.415,82,125,.656,94,167,261,31,22,50,53,88,344
11,Keith Bogans,25,39,9,848,114,288,.396,33,98,.337,81,190,.426,.453,80,105,.762,29,77,106,45,39,3,41,78,341
12,Jake Voskuhl,28,51,2,818,114,261,.437,1,3,.333,113,258,.438,.439,41,60,.683,62,121,183,39,26,23,33,157,270
13,Alan Anderson,23,36,7,564,75,181,.414,24,58,.414,51,123,.415,.481,33,41,.805,23,47,70,32,11,4,32,48,207
14,Sean May,21,23,1,398,70,171,.409,0,5,.000,70,166,.422,.409,49,64,.766,42,67,109,22,17,12,33,58,189
15,Kevin Burleson,26,39,1,340,22,88,.250,10,54,.185,12,34,.353,.307,16,17,.941,4,22,26,48,26,2,25,63,70
16,Lonny Baxter,27,18,0,119,12,32,.375,0,0,,12,32,.375,.375,12,16,.750,7,26,33,2,2,1,7,8,36
,Team Totals,,82,,19905,2961,6843,.433,428,1261,.339,2533,5582,.454,.464,1593,2186,.729,990,2270,3260,1717,822,354,1167,1960,7943
