
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Martell Webster,26,76,62,2200,281,636,.442,139,329,.422,142,307,.463,.551,168,198,.848,53,241,294,143,49,17,90,166,869
2,Emeka Okafor,30,79,77,2052,328,687,.477,0,0,,328,687,.477,.477,109,191,.571,199,493,692,93,45,77,107,145,765
3,Bradley Beal,19,56,46,1745,282,687,.410,91,236,.386,191,451,.424,.477,125,159,.786,43,168,211,137,50,29,90,113,780
4,Kevin Seraphin,23,79,8,1721,330,716,.461,0,0,,330,716,.461,.461,61,88,.693,107,239,346,57,24,59,130,211,721
5,Nene Hilario,30,61,49,1659,285,594,.480,0,1,.000,285,593,.481,.480,196,269,.729,101,306,407,177,55,37,139,171,766
6,John Wall,22,49,42,1602,324,735,.441,12,45,.267,312,690,.452,.449,246,306,.804,35,161,196,373,65,37,157,117,906
7,Trevor Ariza,27,56,15,1471,188,451,.417,76,209,.364,112,242,.463,.501,78,95,.821,44,222,266,113,72,20,84,72,530
8,A.J. Price,26,57,22,1278,161,413,.390,70,200,.350,91,213,.427,.475,49,62,.790,20,94,114,205,33,3,64,73,441
9,Garrett Temple,26,51,36,1156,105,258,.407,26,80,.325,79,178,.444,.457,26,37,.703,29,94,123,115,50,17,61,94,262
10,Jordan Crawford,24,43,12,1127,211,508,.415,59,171,.345,152,337,.451,.473,87,106,.821,31,104,135,157,27,5,97,61,568
11,Chris Singleton,23,57,11,924,92,241,.382,7,36,.194,85,205,.415,.396,40,70,.571,51,133,184,37,38,24,45,124,231
12,Trevor Booker,25,48,14,887,108,220,.491,0,5,.000,108,215,.502,.491,40,72,.556,98,141,239,40,32,16,31,95,256
13,Cartier Martin,28,41,3,694,96,252,.381,58,146,.397,38,106,.358,.496,20,28,.714,11,89,100,20,19,6,32,58,270
14,Jan Vesely,22,51,4,601,57,114,.500,0,1,.000,57,113,.504,.500,12,39,.308,43,79,122,28,15,17,27,107,126
15,Shaun Livingston,27,17,4,320,24,66,.364,0,3,.000,24,63,.381,.364,15,15,1.000,2,35,37,38,11,2,17,22,63
16,Shelvin Mack,22,7,2,141,16,40,.400,4,13,.308,12,27,.444,.450,1,2,.500,3,13,16,23,6,0,8,10,37
17,Earl Barron,31,11,1,122,13,37,.351,0,0,,13,37,.351,.351,2,5,.400,16,27,43,3,5,5,10,23,28
18,Jannero Pargo,33,7,0,102,8,32,.250,3,20,.150,5,12,.417,.297,2,2,1.000,0,6,6,14,0,1,8,8,21
19,Jason Collins,34,6,2,54,1,6,.167,0,0,,1,6,.167,.167,2,2,1.000,1,7,8,2,2,4,2,11,4
,Team Totals,,82,,19855,2910,6693,.435,545,1495,.365,2365,5198,.455,.475,1279,1746,.733,887,2652,3539,1775,598,376,1238,1681,7644
