
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Eddy Curry,24,81,81,2849,585,1016,.576,1,1,1.000,584,1015,.575,.576,405,659,.615,195,376,571,68,34,40,295,265,1576
2,Stephon Marbury,29,74,74,2748,395,952,.415,123,345,.357,272,607,.448,.480,297,386,.769,36,177,213,403,71,10,179,185,1210
3,Jamal Crawford,26,59,36,2198,354,886,.400,103,322,.320,251,564,.445,.458,228,272,.838,44,145,189,259,57,8,162,114,1039
4,Channing Frye,23,72,59,1896,298,689,.433,3,18,.167,295,671,.440,.435,85,108,.787,91,304,395,67,36,42,100,216,684
5,David Lee,23,58,12,1731,240,400,.600,0,0,,240,400,.600,.600,141,173,.815,196,406,602,104,48,23,92,155,621
6,Quentin Richardson,26,49,47,1621,228,545,.418,97,258,.376,131,287,.456,.507,83,120,.692,65,287,352,108,36,7,70,133,636
7,Nate Robinson,22,64,5,1356,227,523,.434,83,213,.390,144,310,.465,.513,108,139,.777,55,97,152,90,50,6,72,160,645
8,Jared Jeffries,25,55,43,1307,95,206,.461,2,20,.100,93,186,.500,.466,31,68,.456,111,127,238,67,44,30,61,150,223
9,Steve Francis,29,44,30,1237,140,343,.408,42,111,.378,98,232,.422,.469,175,211,.829,33,124,157,170,41,12,100,126,497
10,Renaldo Balkman,22,68,1,1064,139,275,.505,5,27,.185,134,248,.540,.515,51,90,.567,97,197,294,44,57,44,49,146,334
11,Malik Rose,32,65,2,810,74,186,.398,2,8,.250,72,178,.404,.403,42,52,.808,47,128,175,65,26,9,65,120,192
12,Mardy Collins,22,52,9,777,87,228,.382,13,47,.277,74,181,.409,.410,48,82,.585,28,76,104,83,32,3,57,75,235
13,Jerome James,31,41,11,273,33,79,.418,0,0,,33,79,.418,.418,10,18,.556,21,45,66,3,6,15,23,73,76
14,Kelvin Cato,32,18,0,95,7,22,.318,0,0,,7,22,.318,.318,8,12,.667,12,19,31,0,3,10,6,10,22
15,Randolph Morris,21,5,0,44,1,6,.167,0,0,,1,6,.167,.167,2,6,.333,1,8,9,1,2,1,2,4,4
,Team Totals,,82,,20005,2903,6356,.457,474,1370,.346,2429,4986,.487,.494,1714,2396,.715,1032,2516,3548,1532,543,260,1405,1932,7994
