
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Josh Smith,26,66,66,2329,504,1101,.458,28,109,.257,476,992,.480,.470,203,322,.630,136,496,632,257,93,115,164,172,1239
2,Jeff Teague,23,66,66,2183,320,672,.476,51,149,.342,269,523,.514,.514,140,185,.757,21,138,159,321,106,37,134,145,831
3,Joe Johnson,30,60,60,2127,423,931,.454,125,322,.388,298,609,.489,.521,158,186,.849,53,168,221,232,48,13,116,75,1129
4,Zaza Pachulia,27,58,44,1640,169,339,.499,0,0,,169,339,.499,.499,117,158,.741,154,303,457,79,55,29,81,172,455
5,Marvin Williams,25,57,37,1500,203,470,.432,58,149,.389,145,321,.452,.494,115,146,.788,76,218,294,71,47,18,39,84,579
6,Kirk Hinrich,31,48,31,1237,122,295,.414,47,136,.346,75,159,.472,.493,25,32,.781,11,90,101,132,38,11,58,100,316
7,Ivan Johnson,27,56,0,934,141,275,.513,2,6,.333,139,269,.517,.516,72,100,.720,65,161,226,32,43,18,69,116,356
8,Willie Green,30,53,2,922,153,325,.471,50,113,.442,103,212,.486,.548,48,56,.857,15,65,80,40,23,6,33,74,404
9,Tracy McGrady,32,52,0,837,101,231,.437,15,33,.455,86,198,.434,.470,56,83,.675,23,131,154,110,16,15,53,35,273
10,Vladimir Radmanovic,31,49,3,755,74,197,.376,50,135,.370,24,62,.387,.503,22,29,.759,34,109,143,54,21,15,35,62,220
11,Jannero Pargo,32,50,0,671,105,253,.415,53,138,.384,52,115,.452,.520,19,20,.950,9,64,73,96,20,2,49,64,282
12,Al Horford,25,11,11,348,57,103,.553,0,1,.000,57,102,.559,.553,22,30,.733,26,51,77,24,10,14,16,21,136
13,Jason Collins,33,30,10,308,16,40,.400,0,0,,16,40,.400,.400,7,15,.467,12,36,48,10,4,3,10,34,39
14,Jerry Stackhouse,37,30,0,273,37,100,.370,13,38,.342,24,62,.387,.435,21,23,.913,6,17,23,14,10,3,13,12,108
15,Erick Dampier,36,15,0,83,1,8,.125,0,0,,1,8,.125,.125,0,0,,10,15,25,4,1,4,3,9,2
16,Donald Sloan,24,5,0,20,3,8,.375,0,1,.000,3,7,.429,.375,0,0,,1,4,5,5,1,0,2,3,6
,Team Totals,,66,,16165,2429,5348,.454,492,1330,.370,1937,4018,.482,.500,1025,1385,.740,652,2066,2718,1481,536,303,921,1178,6375
