
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Andre Iguodala,29,80,80,2779,396,879,.451,91,287,.317,305,592,.515,.502,155,270,.574,82,341,423,433,139,52,206,127,1038
2,Ty Lawson,25,73,71,2513,448,971,.461,85,232,.366,363,739,.491,.505,235,311,.756,36,162,198,501,107,8,182,135,1216
3,Danilo Gallinari,24,71,71,2309,364,871,.418,135,362,.373,229,509,.450,.495,286,348,.822,65,302,367,176,64,36,111,130,1149
4,Kenneth Faried,23,80,80,2248,380,689,.552,0,0,,380,689,.552,.552,163,266,.613,260,474,734,77,81,83,113,234,923
5,Andre Miller,36,82,11,2151,303,632,.479,17,64,.266,286,568,.504,.493,163,194,.840,60,178,238,484,73,11,172,159,786
6,Corey Brewer,26,82,2,2003,375,883,.425,91,307,.296,284,576,.493,.476,149,216,.690,55,180,235,124,118,23,102,154,990
7,Kosta Koufos,23,81,81,1817,295,508,.581,0,1,.000,295,507,.582,.581,58,104,.558,211,351,562,32,44,103,53,246,648
8,JaVale McGee,25,79,0,1433,303,527,.575,1,1,1.000,302,526,.574,.576,110,186,.591,158,223,381,24,30,157,90,184,717
9,Wilson Chandler,25,43,8,1079,210,455,.462,52,126,.413,158,329,.480,.519,88,111,.793,45,173,218,58,45,12,60,119,560
10,Evan Fournier,20,38,4,428,75,152,.493,22,54,.407,53,98,.541,.566,30,39,.769,6,29,35,44,19,1,32,65,202
11,Jordan Hamilton,22,40,1,397,84,201,.418,27,73,.370,57,128,.445,.485,13,26,.500,32,63,95,23,15,8,19,24,208
12,Timofey Mozgov,26,41,1,366,44,87,.506,0,2,.000,44,85,.518,.506,20,26,.769,50,57,107,9,6,18,25,57,108
13,Anthony Randolph,23,39,0,329,56,114,.491,0,8,.000,56,106,.528,.491,31,45,.689,29,66,95,12,19,21,37,41,143
14,Julyan Stone,24,4,0,28,2,2,1.000,0,0,,2,2,1.000,1.000,3,4,.750,2,1,3,2,1,0,2,4,7
15,Quincy Miller,20,7,0,26,4,12,.333,0,1,.000,4,11,.364,.333,1,2,.500,1,1,2,3,1,0,1,3,9
,Team Totals,,82,,19905,3339,6983,.478,521,1518,.343,2818,5465,.516,.515,1505,2148,.701,1092,2601,3693,2002,762,533,1253,1682,8704
