
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Chris Paul,22,80,80,3006,630,1291,.488,92,249,.369,538,1042,.516,.524,332,390,.851,62,259,321,925,217,4,201,185,1684
2,David West,27,76,76,2870,629,1305,.482,6,25,.240,623,1280,.487,.484,300,353,.850,180,495,675,177,62,99,165,208,1564
3,Tyson Chandler,25,79,79,2783,377,605,.623,0,1,.000,377,604,.624,.623,175,295,.593,322,606,928,81,45,84,136,243,929
4,Peja Stojakovic,30,77,77,2711,451,1026,.440,231,524,.441,220,502,.438,.552,130,140,.929,64,267,331,96,57,10,61,127,1263
5,Morris Peterson,30,76,76,1796,215,516,.417,113,287,.394,102,229,.445,.526,65,85,.765,36,170,206,67,47,7,41,125,608
6,Jannero Pargo,28,80,5,1497,254,652,.390,65,186,.349,189,466,.406,.439,71,81,.877,26,104,130,192,50,5,93,123,644
7,Bobby Jackson,34,46,0,891,116,296,.392,53,144,.368,63,152,.414,.481,40,49,.816,23,87,110,76,32,3,31,59,325
8,Rasual Butler,28,51,8,875,91,260,.350,44,133,.331,47,127,.370,.435,26,31,.839,16,84,100,36,15,21,10,66,252
9,Hilton Armstrong,23,65,3,732,67,148,.453,0,0,,67,148,.453,.453,44,70,.629,65,98,163,23,15,34,59,130,178
10,Ryan Bowen,32,53,4,660,49,100,.490,0,1,.000,49,99,.495,.490,16,29,.552,55,45,100,25,32,11,15,77,114
11,Julian Wright,20,57,1,640,90,169,.533,10,24,.417,80,145,.552,.562,33,52,.635,33,84,117,40,29,12,34,43,223
12,Melvin Ely,29,52,1,621,85,180,.472,0,0,,85,180,.472,.472,32,58,.552,28,117,145,22,7,18,42,79,202
13,Bonzi Wells,31,22,0,438,77,157,.490,4,12,.333,73,145,.503,.503,35,53,.660,21,50,71,17,24,8,27,44,193
14,Mike James,32,21,0,183,22,64,.344,7,23,.304,15,41,.366,.398,6,6,1.000,3,14,17,6,4,0,7,12,57
15,Marcus Vinicius,23,13,0,69,9,20,.450,5,12,.417,4,8,.500,.575,5,11,.455,1,7,8,2,1,1,3,4,28
16,Chris Andersen,29,5,0,34,2,7,.286,0,0,,2,7,.286,.286,2,4,.500,2,7,9,0,0,4,1,6,6
,Team Totals,,82,,19805,3164,6796,.466,630,1621,.389,2534,5175,.490,.512,1312,1707,.769,937,2494,3431,1785,637,321,974,1531,8270
