
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Luis Scola,31,66,66,2067,436,888,.491,0,3,.000,436,885,.493,.491,153,198,.773,122,306,428,140,35,24,153,214,1025
2,Chandler Parsons,23,63,57,1804,248,549,.452,60,178,.337,188,371,.507,.506,43,78,.551,90,210,300,134,73,29,81,142,599
3,Courtney Lee,26,58,26,1757,251,580,.433,87,217,.401,164,363,.452,.508,71,86,.826,26,133,159,88,68,22,64,106,660
4,Goran Dragic,25,66,28,1752,277,600,.462,68,202,.337,209,398,.525,.518,153,190,.805,53,115,168,351,85,10,157,166,775
5,Kyle Lowry,25,47,38,1510,210,513,.409,79,211,.374,131,302,.434,.486,171,198,.864,37,176,213,310,73,14,130,133,670
6,Patrick Patterson,22,64,1,1483,225,511,.440,0,3,.000,225,508,.443,.440,40,57,.702,112,174,286,53,27,36,49,113,490
7,Samuel Dalembert,30,65,45,1446,200,395,.506,0,1,.000,200,394,.508,.506,90,113,.796,158,298,456,33,37,111,82,162,490
8,Chase Budinger,23,58,9,1298,208,471,.442,88,219,.402,120,252,.476,.535,54,70,.771,38,179,217,74,29,7,55,65,558
9,Kevin Martin,28,40,40,1264,222,537,.413,78,225,.347,144,312,.462,.486,160,179,.894,13,93,106,110,28,3,70,70,682
10,Jordan Hill,24,32,7,469,68,135,.504,0,3,.000,68,132,.515,.504,25,39,.641,47,108,155,14,9,21,24,60,161
11,Marcus Camby,37,19,13,458,61,126,.484,2,5,.400,59,121,.488,.492,11,26,.423,52,124,176,32,17,29,10,38,135
12,Terrence Williams,24,12,0,181,20,57,.351,8,19,.421,12,38,.316,.421,6,12,.500,2,26,28,10,4,1,10,16,54
13,Jonny Flynn,22,11,0,135,12,41,.293,2,9,.222,10,32,.313,.317,11,14,.786,1,7,8,28,3,1,9,8,37
14,Marcus Morris,22,17,0,126,16,54,.296,2,17,.118,14,37,.378,.315,6,8,.750,5,11,16,3,2,2,4,12,40
15,Earl Boykins,35,8,0,111,12,36,.333,2,9,.222,10,27,.370,.361,13,15,.867,0,11,11,17,1,0,7,5,39
16,Greg Smith,21,8,0,69,7,11,.636,0,0,,7,11,.636,.636,0,0,,5,15,20,1,2,5,1,17,14
17,Jeff Adrien,25,8,0,63,7,16,.438,0,0,,7,16,.438,.438,7,12,.583,5,17,22,1,0,2,2,13,21
18,Courtney Fortson,23,6,0,49,6,20,.300,2,9,.222,4,11,.364,.350,4,6,.667,2,5,7,5,3,0,5,2,18
19,Hasheem Thabeet,24,5,0,23,3,3,1.000,0,0,,3,3,1.000,1.000,0,0,,1,6,7,0,0,2,0,5,6
,Team Totals,,66,,16065,2489,5543,.449,478,1330,.359,2011,4213,.477,.492,1018,1301,.782,769,2014,2783,1404,496,319,955,1347,6474
