
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
31,Hilton Armstrong,C,6-11,235,November 11 1984,4,University of Connecticut
10,Mike Bibby,PG,6-1,190,May 13 1978,12,University of Arizona
34,Jason Collins,C,7-0,255,December 2 1978,9,Stanford University
11,Jamal Crawford,SG,6-5,195,March 20 1980,10,University of Michigan
55,Jordan Crawford,SG,6-4,195,October 23 1988,R,Xavier University
1,Maurice Evans,SF,6-5,220,November 8 1978,7,University of Texas at Austin
6,Kirk Hinrich,PG,6-4,190,January 2 1981,7,University of Kansas
15,Al Horford,C,6-10,245,June 3 1986,3,University of Florida
2,Joe Johnson,SG,6-7,240,June 29 1981,9,University of Arkansas
27,Zaza Pachulia,C,6-11,270,February 10 1984,7,
12,Josh Powell,PF,6-9,225,January 25 1983,5,North Carolina State University
5,Josh Smith,PF,6-9,225,December 5 1985,6,
19,Pape Sy,SF,6-7,225,April 5 1988,R,
0,Jeff Teague,PG,6-2,186,June 10 1988,1,Wake Forest University
36,Etan Thomas,C,6-9,256,April 1 1978,8,Syracuse University
3,Damien Wilkins,SF,6-6,225,January 11 1980,6,University of Georgia
24,Marvin Williams,SF,6-9,237,June 19 1986,5,University of North Carolina
