
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
1,Chauncey Billups,PG,6-3,202,September 25 1976,9,University of Colorado
8,Will Blalock,PG,6-0,205,September 8 1983,R,Iowa State University
34,Dale Davis,C,6-11,230,March 25 1969,15,Clemson University
20,Carlos Delfino,SG,6-6,230,August 29 1982,2,
12,Ronald Dupree,SF,6-7,209,January 26 1981,3,Louisiana State University
32,Richard Hamilton,SG,6-6,185,February 14 1978,7,University of Connecticut
10,Lindsey Hunter,PG,6-2,170,December 3 1970,13,Jackson State University
25,Amir Johnson,PF,6-9,240,May 1 1987,1,
54,Jason Maxiell,C,6-7,260,February 18 1983,1,University of Cincinnati
24,Antonio McDyess,PF,6-9,220,September 7 1974,10,University of Alabama
13,Nazr Mohammed,C,6-10,221,September 5 1977,8,University of Kentucky
6,Ronald Murray,SG,6-4,190,July 29 1979,4,Shaw University
22,Tayshaun Prince,SF,6-9,212,February 28 1980,4,University of Kentucky
36,Rasheed Wallace,C,6-10,225,September 17 1974,11,University of North Carolina
84,Chris Webber,PF,6-9,245,March 1 1973,13,University of Michigan
