
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
9,Tony Allen,SG,6-4,213,January 11 1982,9,Oklahoma State University
7,Jerryd Bayless,PG,6-3,200,August 20 1988,5,University of Arizona
12,Nick Calathes,SG,6-6,213,February 7 1989,R,University of Florida
11,Mike Conley,PG,6-1,175,October 11 1987,6,Ohio State University
1,Seth Curry,PG,6-2,185,August 23 1990,R,Duke University
32,Ed Davis,PF,6-10,240,June 5 1989,3,University of North Carolina
22,Jamaal Franklin,SG,6-5,191,July 21 1991,R,San Diego State University
33,Marc Gasol,C,7-1,255,January 29 1985,5,
3,James Johnson,SF,6-9,250,February 20 1987,4,Wake Forest University
41,Kosta Koufos,C,7-0,265,February 24 1989,5,Ohio State University
5,Courtney Lee,SG,6-5,200,October 3 1985,5,Western Kentucky University
30,Jon Leuer,PF,6-10,228,May 14 1989,2,University of Wisconsin
13,Mike Miller,SF,6-8,218,February 19 1980,13,University of Florida
7,Darius Morris,PG,6-4,190,January 3 1991,2,University of Michigan
20,Quincy Pondexter,SG,6-7,220,March 10 1988,3,University of Washington
21,Tayshaun Prince,SF,6-9,212,February 28 1980,11,University of Kentucky
50,Zach Randolph,PF,6-9,260,July 16 1981,12,Michigan State University
19,Beno Udrih,SG,6-3,205,July 5 1982,9,
