
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
4,Jeff Adrien,PF,6-7,245,February 10 1986,R,University of Connecticut
19,Lou Amundson,PF,6-9,220,December 7 1982,4,University of Nevada Las Vegas
34,Charlie Bell,SG,6-3,200,March 12 1979,6,Michigan State University
15,Andris Biedrins,C,6-11,240,April 2 1986,6,
25,Rodney Carney,SF,6-7,205,April 15 1984,4,University of Memphis
30,Stephen Curry,PG,6-3,185,March 14 1988,1,Davidson College
8,Monta Ellis,SG,6-3,185,October 26 1985,5,
50,Dan Gadzuric,C,6-11,240,February 2 1978,8,University of California Los Angeles
2,Acie Law,PG,6-3,195,January 25 1985,3,Texas A&amp;M University
10,David Lee,PF,6-9,245,April 29 1983,5,University of Florida
7,Jeremy Lin,PG,6-3,200,August 23 1988,R,Harvard University
77,Vladimir Radmanovic,PF,6-10,227,November 19 1980,9,
23,Al Thornton,PF,6-8,220,December 7 1983,3,Florida State University
20,Ekpe Udoh,C,6-10,240,May 20 1987,R,Baylor University
55,Reggie Williams,SF,6-6,205,September 14 1986,1,Virginia Military Institute
32,Brandan Wright,PF,6-10,210,October 5 1987,2,University of North Carolina
1,Dorell Wright,SF,6-7,200,December 2 1985,6,
