
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
50,Solomon Alabi,C,7-1,251,March 21 1988,1,Florida State University
6,Alan Anderson,SF,6-6,220,October 16 1982,2,Michigan State University
20,Leandro Barbosa,SG,6-3,194,November 28 1982,8,
7,Andrea Bargnani,C,7-0,245,October 26 1985,5,
5,Jerryd Bayless,PG,6-3,200,August 20 1988,3,University of Arizona
9,Rasual Butler,SF,6-7,215,May 23 1979,9,La Salle University
8,Jose Calderon,PG,6-3,200,September 28 1981,6,
25,Anthony Carter,PG,6-1,190,June 16 1975,12,University of Hawaii
32,Ed Davis,PF,6-10,240,June 5 1989,1,University of North Carolina
1,Justin Dentmon,PG,5-11,185,September 5 1985,R,University of Washington
10,DeMar DeRozan,SG,6-7,220,August 7 1989,2,University of Southern California
3,Gary Forbes,SG,6-7,220,February 25 1985,1,University of Massachusetts Amherst
34,Aaron Gray,C,7-0,270,December 7 1984,4,University of Pittsburgh
15,Amir Johnson,PF,6-9,240,May 1 1987,6,
2,James Johnson,SF,6-9,250,February 20 1987,2,Wake Forest University
11,Linas Kleiza,SF,6-8,245,January 3 1985,5,University of Missouri
21,Jamaal Magloire,C,6-11,259,May 21 1978,11,University of Kentucky
18,Ben Uzoh,PG,6-3,205,March 19 1988,1,University of Tulsa
