
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
6,Arron Afflalo,SG,6-5,210,October 15 1985,2,University of California Los Angeles
30,Malik Allen,PF,6-10,255,June 27 1978,8,Villanova University
11,Chris Andersen,PF,6-10,245,July 7 1978,7,Blinn College
15,Carmelo Anthony,SF,6-8,240,May 29 1984,6,Syracuse University
32,Renaldo Balkman,SF,6-8,208,July 14 1984,3,University of South Carolina
1,Chauncey Billups,PG,6-3,202,September 25 1976,12,University of Colorado
25,Anthony Carter,PG,6-1,190,June 16 1975,10,University of Hawaii
14,Joey Graham,SF,6-7,225,June 11 1982,4,Oklahoma State University
31,Nene Hilario,C,6-11,250,September 13 1982,7,
3,Ty Lawson,PG,5-11,195,November 3 1987,R,University of North Carolina
4,Kenyon Martin,PF,6-9,234,December 30 1977,9,University of Cincinnati
27,Johan Petro,C,7-0,247,January 27 1986,4,
5,J.R. Smith,SG,6-6,225,September 9 1985,5,
