
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
5,Bruno Caboclo,SF,6-9,205,September 21 1995,R,
10,DeMar DeRozan,SG,6-7,220,August 7 1989,5,University of Southern California
2,Landry Fields,SF,6-7,210,June 27 1988,4,Stanford University
50,Tyler Hansbrough,PF,6-9,250,November 3 1985,5,University of North Carolina
44,Chuck Hayes,C,6-6,240,June 11 1983,9,University of Kentucky
15,Amir Johnson,PF,6-9,240,May 1 1987,9,
3,James Johnson,PF,6-9,250,February 20 1987,5,Wake Forest University
7,Kyle Lowry,PG,6-0,205,March 25 1986,8,Villanova University
92,Lucas Nogueira,C,7-0,220,July 26 1992,R,
54,Patrick Patterson,PF,6-9,235,March 14 1989,4,University of Kentucky
31,Terrence Ross,SF,6-7,195,February 5 1991,2,University of Washington
34,Greg Stiemsma,C,6-11,260,September 26 1985,3,University of Wisconsin
17,Jonas Valanciunas,C,7-0,255,May 6 1992,2,
21,Greivis Vasquez,PG,6-6,217,January 16 1987,4,University of Maryland
23,Lou Williams,SG,6-1,175,October 27 1986,9,
