
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
17,Brent Barry,SG,6-6,185,December 31 1971,9,Oregon State University
12,Bruce Bowen,SF,6-7,185,June 14 1971,8,California State University Fullerton
23,Devin Brown,SG,6-5,220,December 30 1978,2,University of Texas at San Antonio
21,Tim Duncan,PF,6-11,250,April 25 1976,7,Wake Forest University
20,Manu Ginobili,SG,6-6,205,July 28 1977,2,
1,Dion Glover,SG,6-5,228,October 22 1978,5,Georgia Institute of Technology
5,Robert Horry,PF,6-9,220,August 25 1970,12,University of Alabama
43,Linton Johnson,SF,6-8,205,June 13 1980,1,Tulane University
4,Sean Marks,PF,6-10,250,August 23 1975,4,University of California
34,Tony Massenburg,PF,6-9,220,July 31 1967,12,University of Maryland
2,Nazr Mohammed,C,6-10,221,September 5 1977,6,University of Kentucky
8,Rasho Nesterovic,C,7-0,248,May 30 1976,6,
9,Tony Parker,PG,6-2,185,May 17 1982,3,
3,Glenn Robinson,SF,6-7,225,January 10 1973,10,Purdue University
31,Malik Rose,PF,6-7,250,November 23 1974,8,Drexel University
14,Beno Udrih,PG,6-3,205,July 5 1982,R,
11,Mike Wilks,PG,5-10,185,May 7 1979,2,Rice University
