
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
30,Carlos Arroyo,PG,6-2,202,July 30 1979,3,Florida International University
19,Raja Bell,SG,6-5,204,September 19 1976,4,Florida International University
5,Carlos Boozer,PF,6-9,258,November 20 1981,2,Duke University
22,Curtis Borchardt,C,7-0,240,September 13 1980,1,Stanford University
31,Jarron Collins,C,6-11,255,December 2 1978,3,Stanford University
6,Howard Eisley,PG,6-2,177,December 4 1972,10,Boston College
10,Gordan Giricek,SG,6-6,210,June 20 1977,2,
44,Ben Handlogten,C,6-10,240,November 16 1973,1,Western Michigan University
15,Matt Harpring,SF,6-7,231,May 31 1976,6,Georgia Institute of Technology
43,Kris Humphries,PF,6-9,235,February 6 1985,R,University of Minnesota
47,Andrei Kirilenko,PF,6-9,220,February 18 1981,3,
2,Randy Livingston,PG,6-4,209,April 2 1975,8,Louisiana State University
24,Raul Lopez,PG,6-1,170,April 15 1980,1,
25,Keith McLeod,PG,6-2,188,November 5 1979,1,Bowling Green State University
13,Mehmet Okur,C,6-11,249,May 26 1979,2,
51,Aleksandar Radojevic,C,7-3,250,August 8 1976,1,Barton County Community College
3,Kirk Snyder,SG,6-6,225,June 5 1983,R,University of Nevada Reno
