
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
2,Darren Collison,PG,6-0,175,August 23 1987,1,University of California Los Angeles
17,Mike Dunleavy,SG,6-9,230,September 15 1980,8,Duke University
5,T.J. Ford,PG,6-0,165,March 24 1983,6,University of Texas at Austin
10,Jeff Foster,C,6-11,236,January 16 1977,11,Texas State University
24,Paul George,SG,6-9,220,May 2 1990,R,California State University Fresno
33,Danny Granger,SF,6-9,222,April 20 1983,5,University of New Mexico
50,Tyler Hansbrough,PF,6-9,250,November 3 1985,1,University of North Carolina
55,Roy Hibbert,C,7-2,270,December 11 1986,2,Georgetown University
1,Dahntay Jones,SG,6-6,225,December 27 1980,7,Duke University
44,Solomon Jones,C,6-10,230,July 16 1984,4,University of South Florida
32,Josh McRoberts,PF,6-10,240,February 28 1987,3,Duke University
41,James Posey,SF,6-8,215,January 13 1977,11,Xavier University
12,A.J. Price,PG,6-2,181,October 7 1986,1,University of Connecticut
25,Brandon Rush,SG,6-6,210,July 7 1985,2,University of Kansas
6,Lance Stephenson,SG,6-5,230,September 5 1990,R,University of Cincinnati
