
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
11,Esteban Batista,PF,6-10,270,September 2 1983,1,
6,Cedric Bozeman,SG,6-6,207,March 7 1983,R,University of California Los Angeles
1,Josh Childress,SG,6-8,210,June 20 1983,2,Stanford University
12,Speedy Claxton,PG,5-11,166,May 8 1978,5,Hofstra University
4,Matt Freije,PF,6-10,240,October 2 1981,1,Vanderbilt University
36,Royal Ivey,PG,6-3,200,December 20 1981,2,University of Texas at Austin
8,Anthony Johnson,PG,6-3,190,October 2 1974,9,College of Charleston
2,Joe Johnson,SG,6-7,240,June 29 1981,5,University of Arkansas
44,Solomon Jones,PF,6-10,230,July 16 1984,R,University of South Florida
10,Tyronn Lue,PG,6-0,175,May 3 1977,8,University of Nebraska
14,Stanislav Medvedenko,C,6-10,250,April 4 1979,6,
27,Zaza Pachulia,C,6-11,270,February 10 1984,3,
32,Jeremy Richardson,SG,6-6,185,February 11 1984,R,Delta State University
5,Josh Smith,SF,6-9,225,December 5 1985,2,
20,Salim Stoudamire,SG,6-1,179,October 11 1982,1,University of Arizona
7,Dijon Thompson,SF,6-7,195,February 23 1983,1,University of California Los Angeles
24,Marvin Williams,PF,6-9,237,June 19 1986,1,University of North Carolina
33,Shelden Williams,PF,6-9,250,October 21 1983,R,Duke University
42,Lorenzen Wright,C,6-11,225,November 4 1975,10,University of Memphis
