
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
12,Shannon Brown,SG,6-4,205,November 29 1985,3,Michigan State University
24,Kobe Bryant,SG,6-6,212,August 23 1978,13,
17,Andrew Bynum,C,7-0,285,October 27 1987,4,
1,Jordan Farmar,PG,6-2,180,November 30 1986,3,University of California Los Angeles
2,Derek Fisher,PG,6-1,200,August 9 1974,13,University of Arkansas at Little Rock
16,Pau Gasol,C,7-0,250,July 6 1980,8,
28,Didier Ilunga-Mbenga,C,7-0,245,December 30 1980,5,
6,Adam Morrison,SF,6-8,205,July 19 1984,2,Gonzaga University
7,Lamar Odom,PF,6-10,220,November 6 1979,10,University of Rhode Island
21,Josh Powell,PF,6-9,225,January 25 1983,4,North Carolina State University
18,Sasha Vujacic,SG,6-7,195,March 8 1984,5,
4,Luke Walton,SF,6-8,235,March 28 1980,6,University of Arizona
37,Metta World Peace,SF,6-6,260,November 13 1979,10,St. John's University
