
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
0,Michael Beasley,SF,6-9,235,January 9 1989,4,Kansas State University
26,Shannon Brown,SG,6-4,205,November 29 1985,6,Michigan State University
1,Goran Dragic,PG,6-3,190,May 6 1986,4,
3,Jared Dudley,SF,6-7,225,July 10 1985,5,Boston College
10,Diante Garrett,PG,6-4,190,November 3 1988,R,Iowa State University
4,Marcin Gortat,C,6-11,240,February 17 1984,5,
98,Hamed Haddadi,C,7-2,254,May 19 1985,4,
2,Wesley Johnson,SF,6-7,215,July 11 1987,2,Syracuse University
12,Kendall Marshall,PG,6-4,200,August 19 1991,R,University of North Carolina
15,Marcus Morris,SF,6-9,235,September 2 1989,1,University of Kansas
11,Markieff Morris,PF,6-10,245,September 2 1989,1,University of Kansas
20,Jermaine O'Neal,C,6-11,226,October 13 1978,16,
14,Luis Scola,PF,6-9,240,April 30 1980,5,
31,Sebastian Telfair,PG,6-0,165,June 9 1985,8,
17,P.J. Tucker,SG,6-6,245,May 5 1985,1,University of Texas at Austin
40,Luke Zeller,C,6-11,245,April 7 1987,R,University of Notre Dame
