
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
5,Quincy Acy,SF,6-7,240,October 6 1990,1,Baylor University
15,DeMarcus Cousins,C,6-11,270,August 13 1990,3,University of Kentucky
9,Jared Cunningham,SG,6-4,195,May 22 1991,1,Oregon State University
30,Reggie Evans,PF,6-8,245,May 18 1980,11,University of Iowa
7,Jimmer Fredette,SG,6-2,195,February 25 1989,2,Brigham Young University
8,Rudy Gay,SF,6-8,230,August 17 1986,7,University of Connecticut
33,Aaron Gray,C,7-0,270,December 7 1984,6,University of Pittsburgh
42,Chuck Hayes,C,6-6,240,June 11 1983,8,University of Kentucky
,Orlando Johnson,SG,6-5,220,March 11 1989,1,University of California Santa Barbara
24,Carl Landry,PF,6-9,248,September 19 1983,6,Purdue University
33,Luc Mbah a Moute,SF,6-8,230,September 9 1986,5,University of California Los Angeles
3,Ray McCallum,PG,6-3,190,June 12 1991,R,University of Detroit Mercy
16,Ben McLemore,SG,6-5,195,February 11 1993,R,University of Kansas
55,Hamady N'Diaye,C,7-0,235,January 12 1987,2,Rutgers University
25,Travis Outlaw,SF,6-9,210,September 18 1984,10,
9,Patrick Patterson,PF,6-9,235,March 14 1989,3,University of Kentucky
5,John Salmons,SF,6-7,210,December 12 1979,11,University of Miami
22,Isaiah Thomas,PG,5-9,185,February 7 1989,2,University of Washington
34,Jason Thompson,PF,6-11,250,July 21 1986,5,Rider University
23,Marcus Thornton,SG,6-4,205,June 5 1987,4,Louisiana State University
10,Greivis Vasquez,PG,6-6,217,January 16 1987,3,University of Maryland
35,Royce White,PF,6-8,270,April 10 1991,R,Iowa State University
13,Derrick Williams,SF,6-8,240,May 25 1991,2,University of Arizona
