
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
7,Carmelo Anthony,SF,6-8,240,May 29 1984,8,Syracuse University
32,Renaldo Balkman,SF,6-8,208,July 14 1984,5,University of South Carolina
20,Mike Bibby,PG,6-1,190,May 13 1978,13,University of Arizona
6,Tyson Chandler,C,7-1,240,October 2 1982,10,
85,Baron Davis,PG,6-3,209,April 13 1979,12,University of California Los Angeles
23,Toney Douglas,PG,6-2,195,March 16 1986,2,Florida State University
2,Landry Fields,SG,6-7,210,June 27 1988,1,Stanford University
50,Dan Gadzuric,C,6-11,240,February 2 1978,9,University of California Los Angeles
55,Josh Harrellson,PF,6-10,275,February 12 1989,R,University of Kentucky
9,Jared Jeffries,PF,6-11,230,November 25 1981,9,Indiana University
44,Jerome Jordan,C,7-0,253,September 29 1986,R,University of Tulsa
17,Jeremy Lin,PG,6-3,200,August 23 1988,1,Harvard University
16,Steve Novak,PF,6-10,225,June 13 1983,5,Marquette University
21,Iman Shumpert,PG,6-5,220,June 26 1990,R,Georgia Institute of Technology
8,J.R. Smith,SG,6-6,225,September 9 1985,7,
1,Amar'e Stoudemire,PF,6-10,245,November 16 1982,9,
5,Henry Walker,SG,6-6,220,October 9 1987,3,Kansas State University
