
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
13,Maurice Ager,SG,6-5,202,February 9 1984,R,Michigan State University
11,J.J. Barea,PG,6-0,185,June 26 1984,R,Northeastern University
1,Greg Buckner,SG,6-4,210,September 16 1976,7,Clemson University
44,Austin Croshere,PF,6-9,235,May 1 1975,9,Providence College
25,Erick Dampier,C,6-11,265,July 14 1975,10,Mississippi State University
7,DeSagana Diop,C,7-0,300,January 30 1982,5,
40,Devean George,SF,6-8,220,August 29 1977,7,Augsburg College
34,Devin Harris,PG,6-3,192,February 27 1983,2,University of Wisconsin
5,Josh Howard,SF,6-7,210,April 28 1980,3,Wake Forest University
28,Didier Ilunga-Mbenga,C,7-0,245,December 30 1980,2,
8,Anthony Johnson,PG,6-3,190,October 2 1974,9,College of Charleston
21,Pops Mensah-Bonsu,PF,6-9,240,September 7 1983,R,George Washington University
41,Dirk Nowitzki,PF,7-0,245,June 19 1978,8,
42,Jerry Stackhouse,SF,6-6,218,November 5 1974,11,University of North Carolina
31,Jason Terry,SG,6-2,185,September 15 1977,7,University of Arizona
45,Kevin Willis,PF,7-0,220,September 6 1962,20,Michigan State University
