SEASON_ID,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PTS,PLUS_MINUS
42000,1610612745,Houston Rockets,82,45,37,0.549,48.4,35.9,79.2,0.453,6.1,17.2,0.357,19.3,25.4,0.758,11.2,30.8,42,19.7,14.7,7.2,4.4,4.9,20.2,97.2,2.3
42000,1610612754,Indiana Pacers,82,41,41,0.5,48.7,34.5,78.4,0.44,4.8,14.1,0.342,18.8,24.5,0.766,11.2,31.6,42.9,21.5,15.2,6.9,5.9,4.7,23.5,92.6,-0.2
42000,1610612746,Los Angeles Clippers,82,31,51,0.378,48.9,35.3,78.9,0.448,4.4,13,0.339,17.4,25.1,0.693,11.7,31.2,42.9,19.3,15.8,6,6.3,5,21.6,92.5,-2.9
42000,1610612747,Los Angeles Lakers,82,56,26,0.683,48.5,37.9,81.5,0.465,5.4,15.5,0.344,19.4,28.5,0.683,13.2,31.5,44.7,23,14.4,6.9,6,4,22.8,100.6,3.4
42000,1610612748,Miami Heat,82,50,32,0.61,48.5,32.9,76.3,0.43,5.8,16.9,0.345,17.4,22.9,0.759,9.9,29.7,39.6,19.9,13.7,7.7,3.7,5.2,21,88.9,2.3
42000,1610612749,Milwaukee Bucks,82,52,30,0.634,48.2,38,82.9,0.458,6.9,18.1,0.379,18,22.9,0.787,11.9,30.5,42.4,22.5,13.7,8.2,4.7,4.3,23.5,100.7,3.9
42000,1610612750,Minnesota Timberwolves,82,47,35,0.573,48.4,38.4,83.8,0.458,3.9,11,0.357,16.6,21.2,0.785,12.2,30.1,42.3,25.4,13.9,8.3,5.6,4.4,23.2,97.3,1.4
42000,1610612751,New Jersey Nets,82,26,56,0.317,48.1,33.9,79.9,0.425,4.4,13.2,0.333,19.9,26.2,0.759,11.1,28.5,39.6,19.5,14.7,7.9,5,6.4,24.2,92.1,-5
42000,1610612752,New York Knicks,82,48,34,0.585,48.5,33.6,75.6,0.444,4.8,13.6,0.351,16.8,21.1,0.796,9.4,30.8,40.2,18.5,14.5,6.6,4.2,4.1,22.7,88.7,2.6
42000,1610612753,Orlando Magic,82,43,39,0.524,48.7,36.7,83.8,0.438,6,16.4,0.364,18,25.2,0.714,13,29.9,42.9,22,15.2,8.2,5.9,5.4,25.3,97.5,1
42000,1610612755,Philadelphia 76ers,82,56,26,0.683,48.4,35.4,79.1,0.447,3.2,9.8,0.326,20.7,27.8,0.745,13.1,31.7,44.8,20.6,15.8,8.4,5,5.6,20.4,94.7,4.3
42000,1610612756,Phoenix Suns,82,51,31,0.622,48.3,35.9,82.4,0.436,4,12.9,0.315,18.2,24.1,0.755,11.8,30.8,42.7,23.2,15.3,9.5,5.2,5.1,22.7,94,2.2
42000,1610612757,Portland Trail Blazers,82,50,32,0.61,48.2,36.6,78.3,0.468,4.5,12.9,0.349,17.6,23.2,0.762,11.7,30.3,42,23.9,15.3,8.2,5.1,4,21.3,95.4,4.2
42000,1610612758,Sacramento Kings,82,55,27,0.671,49,38.2,85,0.449,5.8,16.5,0.354,19.5,25.3,0.771,12,33,45,22.6,14.9,9.7,5.3,5.8,19.5,101.7,5.8
42000,1610612759,San Antonio Spurs,82,58,24,0.707,48.4,35.2,76.4,0.461,5.4,13.3,0.407,20.4,28.5,0.715,11,33.1,44.1,21.7,14,6.9,7,5.2,18.9,96.2,7.8
42000,1610612760,Seattle SuperSonics,82,44,38,0.537,48.3,36.9,81.1,0.456,5.7,14.3,0.399,17.7,24.2,0.732,12.2,29.5,41.7,21.9,15.3,8,5,6.2,21.1,97.3,0
42000,1610612761,Toronto Raptors,82,47,35,0.573,48.7,37.2,85,0.437,5.2,14.2,0.369,18.1,24.2,0.747,13.6,30.8,44.5,24.4,13.2,7.3,6.3,5.4,21.3,97.6,2.3
42000,1610612762,Utah Jazz,82,53,29,0.646,48.2,36.1,76.7,0.471,4,10.4,0.381,20.9,27.8,0.752,11.5,29.1,40.6,25.7,15.8,8.1,5.6,5.5,25.7,97.1,4.7
42000,1610612763,Vancouver Grizzlies,82,23,59,0.28,48.2,35,79.7,0.439,4,11.5,0.343,17.8,23.1,0.77,10.9,29.6,40.5,23.2,15.7,7.1,4.4,5.8,21.1,91.7,-5.7
42000,1610612764,Washington Wizards,82,19,63,0.232,48,34.5,78.7,0.439,3.4,10.3,0.324,20.8,27.4,0.759,12.4,28.9,41.3,20.1,17,7.7,4.7,6.2,23.3,93.2,-6.7
42001,1610612737,Atlanta Hawks,82,33,49,0.402,48.2,35.4,80.6,0.439,5.2,14.6,0.354,18.1,23.7,0.765,11.6,29.8,41.5,20.2,15.5,8.1,4.3,6.2,20.8,94,-4.2
42001,1610612738,Boston Celtics,82,49,33,0.598,48.4,34.8,82.1,0.424,8.5,23.7,0.359,18.3,23.9,0.764,10.9,31.3,42.2,21,13.6,9.7,3.6,5.8,21.7,96.4,2.2
42001,1610612766,Charlotte Hornets,82,44,38,0.537,48.2,35.3,80.2,0.44,4.2,12.1,0.348,19.1,25.7,0.745,12.9,30.5,43.5,21.5,14,8,5.6,5.1,21.3,93.9,1
42001,1610612741,Chicago Bulls,82,21,61,0.256,48.3,34.3,79.2,0.433,3.7,10.6,0.346,17.2,23.9,0.722,11.3,28.8,40,22.2,15.3,7.7,4.4,4.9,22.4,89.5,-8.5
42001,1610612739,Cleveland Cavaliers,82,29,53,0.354,48.4,36,80.3,0.448,4.7,12.5,0.377,18.6,24.1,0.772,11.8,30.3,42.1,23.1,14.6,7,5.7,5.6,21.4,95.3,-3.3
42001,1610612742,Dallas Mavericks,82,57,25,0.695,48.5,39,84.5,0.462,7.6,20.1,0.378,19.6,24.3,0.806,11.2,31.3,42.5,22.1,12.1,7.1,4.8,4.6,22.5,105.2,4.3
42001,1610612743,Denver Nuggets,82,27,55,0.329,48.3,35.5,83.8,0.424,5.2,15.7,0.329,15.9,21.4,0.744,13.6,28.2,41.8,22.2,14.7,7.5,5.6,6.8,22.8,92.2,-5.8
42001,1610612765,Detroit Pistons,82,50,32,0.61,48,34.7,76.8,0.452,6.9,18.4,0.376,18,23.8,0.756,9.9,28.9,38.7,21.5,14.5,7.9,6.9,4.1,20.7,94.3,2.1
42001,1610612744,Golden State Warriors,82,21,61,0.256,48.2,36.6,85.2,0.429,3.9,12.1,0.322,20.6,28.6,0.722,16.3,30.4,46.7,20.8,16.8,7.9,6.4,6.3,23,97.7,-5.4
42001,1610612745,Houston Rockets,82,28,54,0.341,48.7,34.6,80.8,0.428,6,18,0.335,17.1,23.1,0.741,12.5,29.4,41.9,18.1,14.1,6.5,5.4,5.1,18,92.3,-4.9
42001,1610612754,Indiana Pacers,82,42,40,0.512,48.5,35.8,80.2,0.446,4.9,14.6,0.339,20.3,26.3,0.772,11.3,31.3,42.7,23,15.2,8,5.3,5.7,22.9,96.8,0.3
42001,1610612746,Los Angeles Clippers,82,39,43,0.476,48.3,36.2,81.3,0.445,5,14,0.356,18.3,24.7,0.739,13.2,30.2,43.4,20.9,14.8,6.2,6.6,5.4,19.8,95.7,-0.5
42001,1610612747,Los Angeles Lakers,82,58,24,0.707,48.2,38.4,83.4,0.461,6.2,17.5,0.354,18.2,26,0.699,12.5,31.8,44.3,23,12.7,7.6,5.8,4.3,22.2,101.3,7.1
42001,1610612763,Memphis Grizzlies,82,23,59,0.28,48.2,34.8,79.7,0.436,4.1,13.4,0.307,16.3,23,0.708,12,29.4,41.4,21.8,16.4,7.9,6,5.6,19.2,89.9,-7.4
42001,1610612748,Miami Heat,82,36,46,0.439,48.6,34.2,77.8,0.439,3.8,11,0.347,15.1,20.8,0.724,11,31,42,20.3,14.8,6.7,5.5,4.3,22.5,87.2,-1.5
42001,1610612749,Milwaukee Bucks,82,41,41,0.5,48.5,37.1,80.2,0.462,7.2,19.3,0.375,16.1,21.5,0.748,10.3,31.2,41.4,22.5,14.1,7.3,4.7,4.4,21.8,97.5,-0.2
42001,1610612750,Minnesota Timberwolves,82,50,32,0.61,48.3,38.7,84,0.461,4.8,12.8,0.378,17.1,21.4,0.798,12.9,31.2,44.2,24.3,13.4,6.4,5.2,5,21.2,99.3,3.4
42001,1610612751,New Jersey Nets,82,52,30,0.634,48.4,37.1,83.1,0.446,4.9,14.6,0.338,17.1,23.3,0.735,12.7,30.7,43.3,24.3,14.5,8.7,6,5.4,21.1,96.2,4.2
42001,1610612752,New York Knicks,82,30,52,0.366,48.3,34.4,79.5,0.432,5.8,16.4,0.353,17.1,21.8,0.787,10.7,30,40.7,21,14.5,6.8,3.5,4.7,22,91.6,-4
42001,1610612753,Orlando Magic,82,44,38,0.537,48.4,37.6,84,0.448,7.6,20.2,0.373,17.6,23.4,0.754,11.5,29.7,41.2,22,13.6,8.1,4.7,4.7,20.7,100.5,1.6
42001,1610612755,Philadelphia 76ers,82,43,39,0.524,48.1,34.2,78.5,0.436,2.6,8.7,0.299,20,25.7,0.779,13.3,30.9,44.2,20,15.3,8.6,4.4,5.6,20,91,1.6
42001,1610612756,Phoenix Suns,82,36,46,0.439,48.4,37.8,84.6,0.447,4.4,13.4,0.327,15.2,19.9,0.767,13.1,29.6,42.7,22.4,14.7,8.1,4.9,5.8,21.8,95.1,-0.7
42001,1610612757,Portland Trail Blazers,82,49,33,0.598,48.4,36.6,81.4,0.45,5.7,16.1,0.354,17.7,23.2,0.763,13.2,29.8,43,23.5,14.3,8.6,4.5,5,19.7,96.6,3
42001,1610612758,Sacramento Kings,82,61,21,0.744,48.2,39.8,85.4,0.467,5.2,14.1,0.367,19.7,26.3,0.751,12.4,33,45.3,23.9,13.8,9,4.6,4.7,19,104.6,7.6
42001,1610612759,San Antonio Spurs,82,58,24,0.707,48.4,35.5,77.6,0.458,5.3,14.8,0.362,20.3,27.4,0.742,11.1,31.3,42.4,20,14.4,7.6,6.5,5.2,19.2,96.7,6.2
42001,1610612760,Seattle SuperSonics,82,45,37,0.549,48.4,38.2,81.5,0.469,6,15.8,0.378,15.4,20.4,0.755,11.8,28.5,40.3,23.5,13.7,8.5,4.4,4.9,21.1,97.7,3
42001,1610612761,Toronto Raptors,82,42,40,0.512,48.2,35.6,82,0.434,4.7,13.5,0.349,15.5,20.9,0.739,13.6,28.5,42.1,21.7,14.3,8.4,5.6,4.8,21.6,91.4,-0.4
42001,1610612762,Utah Jazz,82,44,38,0.537,48.4,35,77.7,0.45,3.4,10.3,0.333,22.6,29.6,0.763,13.5,28.6,42.2,24.4,16.5,9.1,6.4,6.7,24,96,0.9
42001,1610612764,Washington Wizards,82,37,45,0.451,48.1,35.8,81.3,0.441,3.7,9.6,0.388,17.4,22.8,0.765,12.9,29.2,42,20.9,13,7,4.3,5,21.5,92.8,-1.4
42002,1610612737,Atlanta Hawks,82,35,47,0.427,48.6,34.9,78.5,0.444,4.9,13.9,0.352,19.4,24.5,0.793,11.4,31.2,42.6,20.5,16.7,7.5,5.8,5,21.7,94.1,-3.6
42002,1610612738,Boston Celtics,82,44,38,0.537,48.4,32.9,79.4,0.415,8.8,26.3,0.334,18,24.3,0.742,10.4,30.1,40.5,19.2,14,8.8,3.7,4.5,21.4,92.7,-0.4
42002,1610612741,Chicago Bulls,82,30,52,0.366,48.6,36.5,81.9,0.445,4.3,12.2,0.35,17.7,24.6,0.722,12,31,43,21.7,16.9,7.4,5.6,5,24.7,95,-5.1
42002,1610612739,Cleveland Cavaliers,82,17,65,0.207,48.4,34.8,82.3,0.422,3.6,10.9,0.327,18.3,24.5,0.747,13.6,31,44.6,20.9,18.3,7.8,6.4,6,22.7,91.4,-9.6
42002,1610612742,Dallas Mavericks,82,60,22,0.732,48.2,38.5,85.1,0.453,7.8,20.3,0.381,18.1,21.9,0.829,11.1,31,42.1,22.4,11.6,8.1,5.5,3.9,21.1,103,7.8
42002,1610612743,Denver Nuggets,82,17,65,0.207,48.1,32.8,79.8,0.411,2.8,10,0.278,15.8,22.6,0.699,13.6,28.8,42.4,21.2,18.5,8.7,5.1,6.6,25.1,84.2,-8.3
42002,1610612765,Detroit Pistons,82,50,32,0.61,48.5,32.9,76.5,0.43,6.5,18.1,0.358,19,24.6,0.771,10.8,29.8,40.6,19.8,13.5,6.8,5.7,4.3,21.3,91.4,3.7
42002,1610612744,Golden State Warriors,82,38,44,0.463,48.2,37.3,84.6,0.441,5.2,15.1,0.344,22.6,29,0.778,15.7,31,46.7,20.9,15.8,7.2,6.2,6,21.8,102.4,-1.1
42002,1610612745,Houston Rockets,82,43,39,0.524,48.6,34.6,78.8,0.44,5.4,15.5,0.346,19.1,24.9,0.768,12.5,31.3,43.8,18.4,15.6,7.2,6,4.6,19.5,93.8,1.5
42002,1610612754,Indiana Pacers,82,48,34,0.585,48.6,35.5,80.6,0.441,4.6,13.6,0.339,21.2,27.7,0.766,12.2,32,44.2,23.3,14.8,8.5,5.4,6.3,22.1,96.8,3.5
42002,1610612746,Los Angeles Clippers,82,27,55,0.329,48.2,34.6,79.1,0.437,4.8,14.4,0.331,19.9,26.5,0.75,12.3,30,42.3,19.6,15.7,7,5.6,5.1,21.8,93.8,-4.1
42002,1610612747,Los Angeles Lakers,82,50,32,0.61,48.6,37.7,83.6,0.451,5.9,16.7,0.356,19,26,0.734,13.1,31.1,44.3,23.3,14.5,7.8,5.7,3.8,22.9,100.4,2.3
42002,1610612763,Memphis Grizzlies,82,28,54,0.341,48.6,37.2,82.2,0.452,5.7,15.6,0.365,17.4,23.6,0.739,11.5,30.1,41.6,23.1,15.4,7.9,6.1,5.2,20.5,97.5,-3.2
42002,1610612748,Miami Heat,82,25,57,0.305,48.4,32.8,79.5,0.412,4.2,13.4,0.316,15.8,20.6,0.765,11.6,30,41.6,18.3,14.2,7.2,4,5.3,22.6,85.6,-5
42002,1610612749,Milwaukee Bucks,82,42,40,0.512,48.5,37.1,81.3,0.457,7.1,18.6,0.383,18.1,23.3,0.776,10.7,28.9,39.5,22.2,12.7,7.6,4.2,4.1,22.2,99.5,0.2
42002,1610612750,Minnesota Timberwolves,82,51,31,0.622,48.3,38.7,83,0.466,3.6,9.8,0.368,17.1,22.3,0.77,11.7,31.9,43.6,25.2,13.7,6.7,5.3,4.9,20.8,98.1,2.1
42002,1610612751,New Jersey Nets,82,49,33,0.598,48.2,35.4,80.3,0.441,4.2,12.7,0.332,20.3,26.8,0.757,12.1,30.8,42.9,23,14.8,8.7,4.6,5.2,21.6,95.4,5.2
42002,1610612740,New Orleans Hornets,82,47,35,0.573,48.5,35.5,81.6,0.435,4.9,13.1,0.376,17.9,23.3,0.768,13.4,30.2,43.6,22,14.8,8,4.8,5.2,21.6,93.9,2.1
42002,1610612752,New York Knicks,82,37,45,0.451,48.4,36.2,82,0.441,7.4,19.3,0.383,16.1,19.8,0.815,10.3,29,39.2,22,14,7.1,3.1,3.8,23,95.9,-1.4
42002,1610612753,Orlando Magic,82,42,40,0.512,48.3,35.9,82.5,0.436,6.9,19.4,0.357,19.7,25.4,0.777,11.7,29.2,40.9,20.4,14.4,8.5,3.7,5,23,98.5,0.1
42002,1610612755,Philadelphia 76ers,82,48,34,0.585,48.4,36.3,81,0.448,3,9.6,0.311,21.3,27.5,0.775,12.7,29.5,42.2,21.6,14.8,10.3,3.5,6.4,22,96.8,2.3
42002,1610612756,Phoenix Suns,82,44,38,0.537,48.3,36.6,82.6,0.443,4.8,14,0.343,17.4,23.5,0.742,12.8,29.8,42.5,21,14.7,8.1,4.9,5.5,22,95.5,1.1
42002,1610612757,Portland Trail Blazers,82,50,32,0.61,48.4,36.4,79.2,0.46,4.6,14,0.33,17.7,23.7,0.745,12.1,29,41.1,22.7,15.2,8.8,3.9,4.8,19.9,95.2,2.6
42002,1610612758,Sacramento Kings,82,59,23,0.72,48.4,39.5,85.2,0.464,6,15.7,0.381,16.7,22.3,0.746,11,33.5,44.5,24.8,14.5,9,5.6,4.3,20.3,101.7,6.5
42002,1610612759,San Antonio Spurs,82,60,22,0.732,48.4,35.5,76.8,0.462,5.5,15.5,0.354,19.4,26.8,0.725,11.5,31.2,42.6,20,15.8,7.7,6.5,5.1,20.4,95.8,5.4
42002,1610612760,Seattle SuperSonics,82,40,42,0.488,48.4,35.2,80.5,0.437,5.6,15.7,0.353,16.2,21.7,0.744,11.7,29.1,40.8,21.6,13.2,8.3,3.6,5,20.9,92.1,-0.1
42002,1610612761,Toronto Raptors,82,24,58,0.293,48.3,34.7,81.3,0.427,5,14.5,0.343,16.5,22.9,0.718,12.5,28.7,41.2,19.3,14.4,7.4,4.8,5,21.5,90.9,-5.9
42002,1610612762,Utah Jazz,82,47,35,0.573,48.2,35.3,75.5,0.468,2.7,7.8,0.349,21.3,28.6,0.745,12.5,29,41.5,25.6,16.8,8.6,5.7,5.2,22.4,94.7,2.4
42002,1610612764,Washington Wizards,82,37,45,0.451,48.4,34.3,78,0.44,3.1,9.9,0.312,19.7,25.3,0.779,11.2,29.2,40.4,19.7,13.4,7.6,4.8,4.4,20,91.5,-1
42003,1610612737,Atlanta Hawks,82,28,54,0.341,48.5,34.5,79.6,0.433,5.1,15.2,0.335,18.7,24.1,0.776,12.1,30.6,42.7,20.1,16.5,7.6,5,5.1,22.3,92.8,-4.6
42003,1610612738,Boston Celtics,82,36,46,0.439,48.1,34.7,78.2,0.443,6.7,19.5,0.346,19.2,25.5,0.75,10.4,29.8,40.1,20.5,16.2,9.4,4,5,22.4,95.3,-1.5
42003,1610612741,Chicago Bulls,82,23,59,0.28,48.4,34.1,82.4,0.414,5.2,15.3,0.342,16.2,22.4,0.726,12.8,30.7,43.5,21.9,16.1,8,4.8,5.4,23.3,89.7,-6.4
42003,1610612739,Cleveland Cavaliers,82,35,47,0.427,48.4,35.6,82.4,0.433,3,9.6,0.314,18.6,24.7,0.753,13.6,31.9,45.6,22,14.8,7.1,6.5,5.3,21.3,92.9,-2.6
42003,1610612742,Dallas Mavericks,82,52,30,0.634,48.3,40.5,88.2,0.459,6.2,17.8,0.348,18,22.6,0.796,14.3,31,45.3,23.9,12.2,8,5.3,4.7,19.6,105.2,4.4
42003,1610612743,Denver Nuggets,82,43,39,0.524,48.1,36.5,82.5,0.443,4,12,0.336,20.2,26.3,0.767,13.2,29.1,42.3,21.9,15.6,9.1,6.3,5.8,22,97.2,1.1
42003,1610612765,Detroit Pistons,82,54,28,0.659,48.2,33.5,77,0.435,4.1,11.8,0.344,19,25.3,0.753,12.4,30.4,42.8,20.8,15.1,8,7,5,20.3,90.1,5.8
42003,1610612744,Golden State Warriors,82,37,45,0.451,48.4,35.1,79.4,0.442,5.2,15.6,0.334,17.9,24.7,0.725,12.2,30.9,43.1,20.5,14.8,7,4.7,5.1,20.6,93.3,-0.7
42003,1610612745,Houston Rockets,82,45,37,0.549,48.6,33.4,75.5,0.442,6.3,17.1,0.366,16.7,21.6,0.773,10.3,32.3,42.6,19.3,16.7,6.8,5.4,4.4,21.5,89.8,1.7
42003,1610612754,Indiana Pacers,82,61,21,0.744,48.3,33.6,77.1,0.435,5.5,15.6,0.351,18.8,24.6,0.764,11.8,29.9,41.7,21.6,14.4,8.9,5,6.2,20.8,91.4,5.8
42003,1610612746,Los Angeles Clippers,82,28,54,0.341,48.3,34.4,80.2,0.428,4,12.5,0.321,22,28.1,0.785,14,29.5,43.5,20.2,16.4,7.2,4.6,5.3,22.1,94.8,-4.6
42003,1610612747,Los Angeles Lakers,82,56,26,0.683,48.4,36.9,81.4,0.454,4.5,13.6,0.327,19.9,28.7,0.693,12.2,30.9,43.1,23.8,13.8,8.3,4.6,3.8,21.1,98.2,3.9
42003,1610612763,Memphis Grizzlies,82,50,32,0.61,48.5,36.1,81.2,0.445,5.5,16,0.34,19,26.1,0.727,12.8,29,41.8,23.4,15,9.7,6.9,5.6,23.2,96.7,2.4
42003,1610612748,Miami Heat,82,42,40,0.512,48.2,33.3,78.3,0.425,5.9,16.5,0.357,17.8,23.4,0.762,11.5,30,41.5,19.1,13.9,7.2,3.8,5.4,22.1,90.3,0.5
42003,1610612749,Milwaukee Bucks,82,41,41,0.5,48.2,36.2,81.1,0.447,4.9,14,0.35,20.7,26.7,0.775,11.7,30.5,42.2,22.8,13.5,6.8,4.7,5,20.3,98,1.1
42003,1610612750,Minnesota Timberwolves,82,58,24,0.707,48.2,37,80.1,0.462,4,10.9,0.363,16.6,21.3,0.781,10.7,32.3,42.9,23,12.7,6.8,5.6,3.6,21.1,94.5,5.5
42003,1610612751,New Jersey Nets,82,47,35,0.573,48.1,34.3,77.7,0.441,4.6,13.7,0.336,17,22.6,0.753,10.5,30.2,40.7,24.5,14.7,8.6,3.9,4.6,21,90.3,2.5
42003,1610612740,New Orleans Hornets,82,41,41,0.5,48.4,33.8,80.5,0.42,6.5,20.3,0.319,17.7,23.6,0.751,13.3,29.5,42.8,20.9,15,8.6,4.2,5.2,20.9,91.8,-0.1
42003,1610612752,New York Knicks,82,39,43,0.476,48.5,35.1,79.4,0.442,5,13.6,0.364,16.8,21.1,0.793,11.6,31,42.6,20.7,15.7,7.4,4.8,4.7,23.1,92,-1.5
42003,1610612753,Orlando Magic,82,21,61,0.256,48.4,35.4,82.5,0.429,5.2,15.2,0.344,18,24.4,0.737,12.2,28.7,40.9,19.3,13.7,6.7,3.8,5.5,21.3,94,-7
42003,1610612755,Philadelphia 76ers,82,33,49,0.402,48.4,32.7,76.3,0.428,4.1,12.1,0.342,18.4,24.5,0.753,11.5,29.4,40.8,20,15.9,8,4.4,5.6,20.7,88,-2.5
42003,1610612756,Phoenix Suns,82,29,53,0.354,48.1,36.1,81.4,0.443,5.1,14.7,0.345,17,22.7,0.746,11.3,29.3,40.6,19.3,15.2,9,4.7,5.3,22.7,94.2,-3.7
42003,1610612757,Portland Trail Blazers,82,41,41,0.5,48.7,35.3,78.9,0.448,4.6,13.4,0.346,15.4,21.1,0.731,12.7,29,41.7,21.6,14.8,7.5,5.4,4.8,19,90.7,-1.3
42003,1610612758,Sacramento Kings,82,55,27,0.671,48.2,37.8,81.8,0.462,7.3,18.3,0.401,19.8,24.9,0.795,10.8,30.4,41.2,26.2,13.9,8.7,4,5,19.3,102.8,5
42003,1610612759,San Antonio Spurs,82,57,25,0.695,48.2,34.7,78.5,0.442,5,13.9,0.358,17.2,25.2,0.681,12.5,32.5,45.1,20.4,14.7,8.1,6.5,4.6,20.3,91.5,7.2
42003,1610612760,Seattle SuperSonics,82,37,45,0.451,48.3,35.8,80.4,0.446,8.8,23.6,0.373,16.6,21.7,0.765,11.1,28.3,39.3,21.7,14.5,8.1,4.7,4.7,21.8,97.1,-0.6
42003,1610612761,Toronto Raptors,82,33,49,0.402,48.7,32.4,77.4,0.418,5.6,15.8,0.356,15.1,20.1,0.75,10.1,29.5,39.6,19.2,14.2,7.4,4.9,4.1,21.3,85.4,-3
42003,1610612762,Utah Jazz,82,42,40,0.512,48.2,32.8,75.3,0.436,3.1,9.6,0.321,20,26.8,0.746,13.5,27.7,41.2,20.4,16.6,7.1,6,6.5,25.6,88.7,-1.2
42003,1610612764,Washington Wizards,82,25,57,0.305,48.4,33.6,80,0.421,5.3,15.5,0.342,19.3,27,0.714,13.6,29.2,42.8,18.7,17.5,8.9,5,5.5,20.9,91.8,-5.6
42004,1610612737,Atlanta Hawks,82,13,69,0.159,48.4,35.9,81.4,0.441,3.7,11.9,0.312,17.3,24.3,0.711,13.4,28.5,41.9,19.7,16.1,7.7,4.2,5.9,24.5,92.7,-9.7
42004,1610612738,Boston Celtics,82,45,37,0.549,48.5,37.1,79.4,0.468,5.3,15.3,0.349,21.6,28.3,0.764,11.1,29.7,40.8,22.1,15.8,8.1,5.2,4.9,24.4,101.3,0.9
42004,1610612766,Charlotte Bobcats,82,18,64,0.22,48.5,36.1,83.6,0.432,3.9,10.7,0.363,18.1,25.6,0.709,13.2,28.5,41.7,21.9,14.5,8.5,5.4,5.4,23.1,94.3,-6
42004,1610612741,Chicago Bulls,82,47,35,0.573,48.4,34.7,80.4,0.432,6.2,17.5,0.357,18.7,25,0.75,12.2,31.6,43.8,21.3,16.7,7,4.5,5.3,24.7,94.5,1.1
42004,1610612739,Cleveland Cavaliers,82,42,40,0.512,48.4,36.5,81.5,0.447,3.7,11,0.332,19.9,26.5,0.752,13.6,28.7,42.3,22.6,13.9,8,5.6,5.1,22.6,96.5,0.8
42004,1610612742,Dallas Mavericks,82,58,24,0.707,48.1,37.3,81.6,0.457,5.6,15.5,0.364,22.3,28.2,0.789,12.1,30.9,42.9,19.6,13.4,8.6,5.6,4.9,22.3,102.5,5.7
42004,1610612743,Denver Nuggets,82,49,33,0.598,48.2,37,80.7,0.459,3.9,11.5,0.34,21.5,28.2,0.763,11.8,30.2,42,23.9,14.9,9.1,6,5.6,22.9,99.5,2
42004,1610612765,Detroit Pistons,82,54,28,0.659,48.7,34.8,78.3,0.444,4.4,12.8,0.345,19.4,26.2,0.739,12.9,30.6,43.4,21.8,13.8,7,6.1,4.5,20,93.3,3.9
42004,1610612744,Golden State Warriors,82,34,48,0.415,48.5,36.9,85.8,0.43,7.6,21.6,0.352,17.2,23.8,0.722,13,29.7,42.7,22.1,13.6,7.8,5.1,5.1,22.4,98.7,-2.2
42004,1610612745,Houston Rockets,82,51,31,0.622,48.4,34.7,78.3,0.443,6.7,18.5,0.364,18.9,24.2,0.781,10.7,31.7,42.4,21.1,13.8,6.9,4.6,4.1,22,95.1,4
42004,1610612754,Indiana Pacers,82,44,38,0.537,48.5,32.5,75.2,0.432,6.6,19.2,0.344,21.3,26.9,0.792,10.6,29.5,40.1,18.2,14.3,7.5,4.4,4.9,23,93,0.8
42004,1610612746,Los Angeles Clippers,82,37,45,0.451,48.9,35.7,77.7,0.459,2.8,8.2,0.345,21.6,27.7,0.778,12,29.9,41.9,23.2,15.7,7.3,5.1,4.8,22.2,95.7,-0.8
42004,1610612747,Los Angeles Lakers,82,34,48,0.415,48.2,35.3,80.8,0.437,7.9,22.1,0.355,20.3,26.1,0.777,12.5,30.6,43.2,20.4,14.3,6.2,4.2,5.1,21.9,98.7,-3
42004,1610612763,Memphis Grizzlies,82,45,37,0.549,48.1,34.2,76.5,0.447,6.5,18.1,0.357,18.6,24.7,0.754,10.8,28.1,39,20.9,14.6,8.5,5.8,5.8,23.3,93.4,2.3
42004,1610612748,Miami Heat,82,59,23,0.72,48.7,37.8,77.7,0.486,5.8,15.4,0.377,20.2,30.1,0.672,10.8,32.2,43,21.8,13.7,6.4,5.8,3.2,22.1,101.5,6.5
42004,1610612749,Milwaukee Bucks,82,30,52,0.366,48.2,36.1,80.2,0.45,4,11.3,0.351,21,27.2,0.772,12,29.3,41.3,21,13.8,6.5,3.5,4.5,21.9,97.2,-3
42004,1610612750,Minnesota Timberwolves,82,44,38,0.537,48.2,37.1,80.8,0.459,4.8,14,0.345,17.7,22.2,0.796,11.5,31.5,43,23.4,13.2,5.6,5.5,3.9,21.6,96.8,1.5
42004,1610612751,New Jersey Nets,82,42,40,0.512,48.5,33.6,78.3,0.429,5.3,14.7,0.362,19,24.9,0.763,10.4,29.1,39.5,21.6,14.2,7.9,3.8,4.9,24.2,91.4,-1.5
42004,1610612740,New Orleans Hornets,82,18,64,0.22,48.6,33.1,79.9,0.415,5.1,16,0.315,17.1,22.3,0.766,12.4,27.8,40.2,21,14.8,6.7,3.8,5.5,23,88.4,-7.1
42004,1610612752,New York Knicks,82,33,49,0.402,48.5,36.3,80.5,0.451,5.4,15.1,0.356,19.3,25.1,0.767,11.8,29.2,41,20.3,14.7,7.7,3.2,4.7,23.7,97.3,-2.4
42004,1610612753,Orlando Magic,82,36,46,0.439,48.1,37,81.5,0.454,3.9,11.2,0.349,21.6,28.5,0.759,12.7,31,43.7,19.3,16.1,7.7,5.4,4.3,23.6,99.5,-2.2
