41996,1610612737,40
41996,1610612738,13
41996,1610612739,28
41996,1610612741,40
41996,1610612742,22
41996,1610612743,18
41996,1610612744,27
41996,1610612745,44
41996,1610612746,29
41996,1610612747,44
41996,1610612748,47
41996,1610612749,28
41996,1610612750,34
41996,1610612751,23
41996,1610612752,48
41996,1610612753,38
41996,1610612754,31
41996,1610612755,18
41996,1610612756,31
41996,1610612757,36
41996,1610612758,30
41996,1610612759,17
41996,1610612760,41
41996,1610612761,25
41996,1610612762,54
41996,1610612763,12
41996,1610612764,34
41996,1610612765,40
41996,1610612766,49
41997,1610612737,42
41997,1610612738,32
41997,1610612739,39
41997,1610612741,42
41997,1610612742,17
41997,1610612743,11
41997,1610612744,19
41997,1610612745,34
41997,1610612746,12
41997,1610612747,46
41997,1610612748,40
41997,1610612749,33
41997,1610612750,39
41997,1610612751,38
41997,1610612752,32
41997,1610612753,38
41997,1610612754,43
41997,1610612755,25
41997,1610612756,37
41997,1610612757,40
41997,1610612758,21
41997,1610612759,49
41997,1610612760,43
41997,1610612761,16
41997,1610612762,56
41997,1610612763,19
41997,1610612764,35
41997,1610612765,29
41997,1610612766,40
41998,1610612737,29
41998,1610612738,12
41998,1610612739,18
41998,1610612741,12
41998,1610612742,16
41998,1610612743,13
41998,1610612744,16
41998,1610612745,22
41998,1610612746,9
41998,1610612747,28
41998,1610612748,28
41998,1610612749,22
41998,1610612750,20
41998,1610612751,14
41998,1610612752,22
41998,1610612753,29
41998,1610612754,27
41998,1610612755,26
41998,1610612756,22
41998,1610612757,28
41998,1610612758,25
41998,1610612759,24
41998,1610612760,20
41998,1610612761,20
41998,1610612762,33
41998,1610612763,8
41998,1610612764,14
41998,1610612765,21
41998,1610612766,23
41999,1610612737,24
41999,1610612738,27
41999,1610612739,30
41999,1610612741,17
41999,1610612742,35
41999,1610612743,31
41999,1610612744,17
41999,1610612745,25
41999,1610612746,14
41999,1610612747,50
41999,1610612748,41
41999,1610612749,34
41999,1610612750,34
41999,1610612751,24
41999,1610612752,45
41999,1610612753,33
41999,1610612754,45
41999,1610612755,44
41999,1610612756,38
41999,1610612757,45
41999,1610612758,33
41999,1610612759,35
41999,1610612760,36
41999,1610612761,37
41999,1610612762,45
41999,1610612763,19
41999,1610612764,27
41999,1610612765,37
41999,1610612766,40
42000,1610612737,20
42000,1610612738,32
42000,1610612739,27
42000,1610612741,15
42000,1610612742,38
42000,1610612743,32
42000,1610612744,17
42000,1610612745,36
42000,1610612746,26
42000,1610612747,47
42000,1610612748,42
42000,1610612749,36
42000,1610612750,38
42000,1610612751,23
42000,1610612752,33
42000,1610612753,37
42000,1610612754,34
42000,1610612755,47
42000,1610612756,40
42000,1610612757,35
42000,1610612758,39
42000,1610612759,43
42000,1610612760,35
42000,1610612761,34
42000,1610612762,43
42000,1610612763,20
42000,1610612764,18
42000,1610612765,24
42000,1610612766,41
42001,1610612737,28
42001,1610612738,39
42001,1610612739,24
42001,1610612741,19
42001,1610612742,46
42001,1610612743,23
42001,1610612744,18
42001,1610612745,26
42001,1610612746,30
42001,1610612747,39
42001,1610612748,29
42001,1610612749,30
42001,1610612750,37
42001,1610612751,36
42001,1610612752,26
42001,1610612753,35
42001,1610612754,38
42001,1610612755,39
42001,1610612756,27
