NYK
21,J.J. Hickson,C,6-9,242,September 4 1988,,7,North Carolina State University,WAS
15,Marcus Thornton,SG,6-4,205,June 5 1987,,6,Louisiana State University,WAS
MIN
No.,Player,Pos,Ht,Wt,Birth Date,,Exp,College,MIN
21,Kevin Garnett,PF,6-11,240,May 19 1976,,20,,MIN
9,Ricky Rubio,PG,6-4,194,October 21 1990,,4,,MIN
15,Shabazz Muhammad,SG,6-6,223,November 13 1992,,2,University of California Los Angeles,MIN
5,Gorgui Dieng,C,6-11,241,January 18 1990,,2,University of Louisville,MIN
14,Nikola Pekovic,C,6-11,307,January 3 1986,,5,,MIN
22,Andrew Wiggins,SG,6-8,199,February 23 1995,,1,University of Kansas,MIN
8,Zach LaVine,PG,6-5,189,March 10 1995,,1,University of California Los Angeles,MIN
33,Adreian Payne,PF,6-10,237,February 19 1991,,1,Michigan State University,MIN
10,Damjan Rudez,SF,6-10,228,June 17 1986,,1,,MIN
32,Karl-Anthony Towns,C,7-0,244,November 15 1995,,R,University of Kentucky,MIN
1,Tyus Jones,PG,6-2,195,May 10 1996,,R,Duke University,MIN
88,Nemanja Bjelica,PF,6-10,240,May 9 1988,,R,,MIN
12,Tayshaun Prince,SF,6-9,212,February 28 1980,,13,University of Kentucky,MIN
4,Greg Smith,PF,6-10,250,January 8 1991,,4,California State University Fresno,MIN
CHO
No.,Player,Pos,Ht,Wt,Birth Date,,Exp,College,CHO
1,Courtney Lee,SG,6-5,200,October 3 1985,,7,Western Kentucky University,CHO
14,Michael Kidd-Gilchrist,SF,6-7,232,September 26 1993,,3,University of Kentucky,CHO
15,Kemba Walker,PG,6-1,172,May 8 1990,,4,University of Connecticut,CHO
40,Cody Zeller,C,7-0,240,October 5 1992,,2,Indiana University,CHO
3,Jeremy Lamb,SG,6-5,185,May 30 1992,,3,University of Connecticut,CHO
00,Spencer Hawes,PF,7-1,245,April 28 1988,,8,University of Washington,CHO
5,Nicolas Batum,SG,6-8,200,December 14 1988,,7,,CHO
2,Marvin Williams,PF,6-9,237,June 19 1986,,10,University of North Carolina,CHO
25,Al Jefferson,C,6-10,289,January 4 1985,,11,,CHO
30,Troy Daniels,SG,6-4,205,July 15 1991,,2,Virginia Commonwealth University,CHO
44,Frank Kaminsky,C,7-0,242,April 4 1993,,R,University of Wisconsin,CHO
7,Jeremy Lin,PG,6-3,200,August 23 1988,,5,Harvard University,CHO
50,Tyler Hansbrough,PF,6-9,250,November 3 1985,,6,University of North Carolina,CHO
9,Aaron Harrison,SG,6-6,210,October 28 1994,,R,University of Kentucky,CHO
12,Jorge Gutierrez,PG,6-3,191,December 27 1988,,2,University of California,CHO
LAL
No.,Player,Pos,Ht,Wt,Birth Date,,Exp,College,LAL
17,Roy Hibbert,C,7-2,270,December 11 1986,,7,Georgetown University,LAL
24,Kobe Bryant,SF,6-6,212,August 23 1978,,19,,LAL
50,Robert Sacre,C,7-0,270,June 6 1989,,3,Gonzaga University,LAL
0,Nick Young,SG,6-7,210,June 1 1985,,8,University of Southern California,LAL
4,Ryan Kelly,PF,6-11,230,April 9 1991,,2,Duke University,LAL
30,Julius Randle,PF,6-9,250,November 29 1994,,1,University of Kentucky,LAL
6,Jordan Clarkson,SG,6-5,185,June 7 1992,,1,University of Missouri,LAL
28,Tarik Black,C,6-9,250,November 22 1991,,1,University of Kansas,LAL
1,D'Angelo Russell,PG,6-5,195,February 23 1996,,R,Ohio State University,LAL
7,Larry Nance Jr.,PF,6-9,230,January 1 1993,,R,University of Wyoming,LAL
23,Lou Williams,SG,6-1,175,October 27 1986,,10,,LAL
2,Brandon Bass,PF,6-8,250,April 30 1985,,10,Louisiana State University,LAL
3,Anthony Brown,SF,6-7,210,October 10 1992,,R,Stanford University,LAL
9,Marcelo Huertas,PG,6-3,185,May 25 1983,,R,,LAL
37,Metta World Peace,SF,6-6,260,November 13 1979,,15,St. John's University,LAL
UTA
No.,Player,Pos,Ht,Wt,Birth Date,,Exp,College,UTA
8,Shelvin Mack,PG,6-3,203,April 22 1990,,4,Butler University,UTA
27,Rudy Gobert,C,7-1,245,June 26 1992,,2,,UTA
3,Trey Burke,PG,6-1,191,November 12 1992,,2,University of Michigan,UTA
15,Derrick Favors,PF,6-10,265,July 15 1991,,5,Georgia Institute of Technology,UTA
20,Gordon Hayward,SF,6-8,226,March 23 1990,,5,Butler University,UTA
10,Alec Burks,SG,6-6,214,July 20 1991,,4,University of Colorado,UTA
33,Trevor Booker,PF,6-8,228,November 25 1987,,5,Clemson University,UTA
11,Dante Exum,G,6-6,190,July 13 1995,,1,,UTA
5,Rodney Hood,SG,6-8,206,October 20 1992,,1,Duke University,UTA
23,Chris Johnson,SF,6-6,206,April 29 1990,,3,University of Dayton,UTA
41,Trey Lyles,PF,6-10,234,November 5 1995,,R,University of Kentucky,UTA
2,Joe Ingles,SF,6-8,226,October 2 1987,,1,,UTA
25,Raul Neto,PG,6-1,179,May 19 1992,,R,,UTA
21,Tibor Pleiss,C,7-3,256,November 2 1989,,R,,UTA
24,Jeff Withey,C,7-0,231,March 7 1990,,2,University of Kansas,UTA
18,Erick Green,PG,6-4,185,May 9 1991,,1,Virginia Polytechnic Institute and State University,UTA
TOR
No.,Player,Pos,Ht,Wt,Birth Date,,Exp,College,TOR
92,Lucas Nogueira,C,7-0,220,July 26 1992,,1,,TOR
54,Patrick Patterson,PF,6-9,235,March 14 1989,,5,University of Kentucky,TOR
10,DeMar DeRozan,SG,6-7,220,August 7 1989,,6,University of Southern California,TOR
7,Kyle Lowry,PG,6-0,205,March 25 1986,,9,Villanova University,TOR
17,Jonas Valanciunas,C,7-0,255,May 6 1992,,3,,TOR
31,Terrence Ross,SF,6-7,195,February 5 1991,,3,University of Washington,TOR
3,James Johnson,PF,6-9,250,February 20 1987,,6,Wake Forest University,TOR
20,Bruno Caboclo,SF,6-9,205,September 21 1995,,1,,TOR
55,Delon Wright,PG,6-5,190,April 26 1992,,R,University of Utah,TOR
5,DeMarre Carroll,SF,6-8,212,July 27 1986,,6,University of Missouri,TOR
8,Bismack Biyombo,C,6-9,245,August 28 1992,,4,,TOR
6,Cory Joseph,PG,6-3,190,August 20 1991,,4,University of Texas at Austin,TOR
4,Luis Scola,PF,6-9,240,April 30 1980,,8,,TOR
24,Norman Powell,SG,6-4,215,May 25 1993,,R,University of California Los Angeles,TOR
1,Jason Thompson,C,6-11,250,July 21 1986,,7,Rider University,TOR
SAC
No.,Player,Pos,Ht,Wt,Birth Date,,Exp,College,SAC
15,DeMarcus Cousins,C,6-11,270,August 13 1990,,5,University of Kentucky,SAC
23,Ben McLemore,SG,6-5,195,February 11 1993,,2,University of Kansas,SAC
8,Rudy Gay,SF,6-8,230,August 17 1986,,9,University of Connecticut,SAC
7,Darren Collison,PG,6-0,175,August 23 1987,,6,University of California Los Angeles,SAC
00,Willie Cauley-Stein,C,7-0,240,August 18 1993,,R,University of Kentucky,SAC
18,Omri Casspi,SF,6-9,225,June 22 1988,,6,,SAC
41,Kosta Koufos,PF,7-0,265,February 24 1989,,7,Ohio State University,SAC
9,Rajon Rondo,PG,6-1,186,February 22 1986,,9,University of Kentucky,SAC
31,Caron Butler,SF,6-7,228,March 13 1980,,13,University of Connecticut,SAC
13,Quincy Acy,PF,6-7,240,October 6 1990,,3,Baylor University,SAC
30,Seth Curry,PG,6-2,185,August 23 1990,,2,Duke University,SAC
26,Duje Dukan,PF,6-9,220,December 4 1991,,R,University of Wisconsin,SAC
5,James Anderson,SG,6-6,213,March 25 1989,,4,Oklahoma State University,SAC
3,Marco Belinelli,SG,6-5,210,March 25 1986,,8,,SAC
25,Eric Moreland,PF,6-10,238,December 24 1991,,1,Oregon State University,SAC
ORL
No.,Player,Pos,Ht,Wt,Birth Date,,Exp,College,ORL
10,Evan Fournier,SF,6-7,205,October 29 1992,,3,,ORL
7,Ersan Ilyasova,PF,6-10,235,May 15 1987,,7,,ORL
44,Andrew Nicholson,PF,6-9,250,December 8 1989,,3,St. Bonaventure University,ORL
5,Victor Oladipo,SG,6-4,210,May 4 1992,,2,Indiana University,ORL
55,Brandon Jennings,PG,6-1,169,September 23 1989,,6,,ORL
3,Dewayne Dedmon,C,7-0,245,August 12 1989,,2,University of Southern California,ORL
13,Shabazz Napier,PG,6-1,175,July 14 1991,,1,University of Connecticut,ORL
00,Aaron Gordon,PF,6-9,220,September 16 1995,,1,University of Arizona,ORL
4,Elfrid Payton,PG,6-4,185,February 22 1994,,1,University of Louisiana at Lafayette,ORL
11,Devyn Marble,SG,6-6,200,September 21 1992,,1,University of Iowa,ORL
23,Mario Hezonja,SF,6-8,215,February 25 1995,,R,,ORL
32,C.J. Watson,PG,6-2,175,April 17 1984,,8,University of Tennessee,ORL
14,Jason Smith,C,7-0,245,March 2 1986,,7,Colorado State University,ORL
9,Nikola Vucevic,C,7-0,260,October 24 1990,,4,University of Southern California,ORL
CLE
No.,Player,Pos,Ht,Wt,Birth Date,,Exp,College,CLE
2,Kyrie Irving,PG,6-3,193,March 23 1992,,4,Duke University,CLE
23,LeBron James,SF,6-8,250,December 30 1984,,12,,CLE
9,Channing Frye,C,6-11,255,May 17 1983,,9,University of Arizona,CLE
20,Timofey Mozgov,C,7-1,275,July 16 1986,,5,,CLE
0,Kevin Love,PF,6-10,251,September 7 1988,,7,University of California Los Angeles,CLE
4,Iman Shumpert,SG,6-5,220,June 26 1990,,4,Georgia Institute of Technology,CLE
52,Mo Williams,PG,6-1,198,December 19 1982,,12,University of Alabama,CLE
24,Richard Jefferson,SF,6-7,233,June 21 1980,,14,University of Arizona,CLE
1,James Jones,SF,6-8,218,October 4 1980,,12,University of Miami,CLE
8,Matthew Dellavedova,SG,6-4,198,September 8 1990,,2,Saint Mary's College of California,CLE
5,J.R. Smith,SG,6-6,225,September 9 1985,,11,,CLE
14,Sasha Kaun,C,6-11,260,May 8 1985,,R,University of Kansas,CLE
13,Tristan Thompson,PF,6-9,238,March 13 1991,,4,University of Texas at Austin,CLE
12,Jordan McRae,PG,6-6,185,March 28 1991,,R,University of Tennessee,CLE
30,Dahntay Jones,SF,6-6,225,December 27 1980,,11,Duke University,CLE
