NYK
40,Glenn Robinson III,PF,6-7,222,January 8 1994,,1,University of Michigan,IND
25,Rakeem Christmas,PF,6-9,250,December 1 1991,,R,Syracuse University,IND
42,Shayne Whittington,PF,6-11,250,March 27 1991,,1,Western Michigan University,IND
1,Joseph Young,PG,6-2,180,June 27 1992,,R,University of Oregon,IND
10,Ty Lawson,PG,5-11,195,November 3 1987,,6,University of North Carolina,IND
DAL
No.,Player,Pos,Ht,Wt,Birth Date,,Exp,College,DAL
41,Dirk Nowitzki,PF,7-0,245,June 19 1978,,17,,DAL
11,JaVale McGee,C,7-0,270,January 19 1988,,7,University of Nevada Reno,DAL
25,Chandler Parsons,SF,6-9,227,October 25 1988,,4,University of Florida,DAL
2,Raymond Felton,PG,6-1,205,June 26 1984,,10,University of North Carolina,DAL
34,Devin Harris,PG,6-3,192,February 27 1983,,11,University of Wisconsin,DAL
7,Dwight Powell,PF,6-11,240,July 20 1991,,1,Stanford University,DAL
1,Justin Anderson,SG,6-6,228,November 19 1993,,R,University of Virginia,DAL
23,Wesley Matthews,SG,6-5,220,October 14 1986,,6,Marquette University,DAL
5,J.J. Barea,PG,6-0,185,June 26 1984,,9,Northeastern University,DAL
3,Charlie Villanueva,PF,6-11,232,August 24 1984,,10,University of Connecticut,DAL
21,Jeremy Evans,SF,6-9,196,October 24 1987,,5,Western Kentucky University,DAL
27,Zaza Pachulia,C,6-11,270,February 10 1984,,12,,DAL
8,Deron Williams,PG,6-3,200,June 26 1984,,10,University of Illinois at Urbana-Champaign,DAL
50,Salah Mejri,C,7-1,245,June 15 1986,,R,,DAL
42,David Lee,PF,6-9,245,April 29 1983,,10,University of Florida,DAL
MIA
No.,Player,Pos,Ht,Wt,Birth Date,,Exp,College,MIA
9,Luol Deng,SF,6-9,220,April 16 1985,,11,Duke University,MIA
1,Chris Bosh,PF,6-11,235,March 24 1984,,12,Georgia Institute of Technology,MIA
4,Josh McRoberts,PF,6-10,240,February 28 1987,,8,Duke University,MIA
40,Udonis Haslem,PF,6-8,235,June 9 1980,,12,University of Florida,MIA
8,Tyler Johnson,SG,6-4,186,May 7 1992,,1,California State University Fresno,MIA
21,Hassan Whiteside,C,7-0,265,June 13 1989,,3,Marshall University,MIA
20,Justise Winslow,SF,6-7,225,March 26 1996,,R,Duke University,MIA
7,Goran Dragic,SG,6-3,190,May 6 1986,,7,,MIA
3,Dwyane Wade,SG,6-4,220,January 17 1982,,12,Marquette University,MIA
14,Gerald Green,SG,6-7,205,January 26 1986,,8,,MIA
0,Josh Richardson,SG,6-6,200,September 15 1993,,R,University of Tennessee,MIA
5,Amar'e Stoudemire,C,6-10,245,November 16 1982,,13,,MIA
2,Joe Johnson,SF,6-7,240,June 29 1981,,14,University of Arkansas,MIA
25,Briante Weber,PG,6-2,165,December 29 1992,,R,Virginia Commonwealth University,MIA
,Dorell Wright,F-G,6-9,205,December 2 1985,,11,,MIA
BRK
No.,Player,Pos,Ht,Wt,Birth Date,,Exp,College,BRK
10,Sergey Karasev,SF,6-7,208,October 26 1993,,2,,BRK
2,Jarrett Jack,PG,6-3,200,October 28 1983,,10,Georgia Institute of Technology,BRK
44,Bojan Bogdanovic,SF,6-8,216,April 18 1989,,1,,BRK
22,Markel Brown,SG,6-3,190,January 29 1992,,1,Oklahoma State University,BRK
24,Rondae Hollis-Jefferson,SF,6-7,220,January 3 1995,,R,University of Arizona,BRK
1,Chris McCullough,PF,6-11,200,February 5 1995,,R,Syracuse University,BRK
11,Brook Lopez,C,7-0,275,April 1 1988,,7,Stanford University,BRK
30,Thaddeus Young,PF,6-8,221,June 21 1988,,8,Georgia Institute of Technology,BRK
0,Shane Larkin,PG,5-11,175,October 2 1992,,2,University of Miami,BRK
21,Wayne Ellington,SG,6-4,200,October 29 1987,,6,University of North Carolina,BRK
41,Thomas Robinson,PF,6-10,237,March 17 1991,,3,University of Kansas,BRK
33,Willie Reed,PF,6-10,220,May 16 1990,,R,Saint Louis University,BRK
15,Donald Sloan,PG,6-3,205,January 15 1988,,4,Texas A&amp;M University,BRK
6,Sean Kilpatrick,SG,6-4,210,January 6 1990,,1,University of Cincinnati,BRK
14,Henry Sims,C,6-10,248,March 27 1990,,3,Georgetown University,BRK
SAS
No.,Player,Pos,Ht,Wt,Birth Date,,Exp,College,SAS
9,Tony Parker,PG,6-2,185,May 17 1982,,14,,SAS
33,Boris Diaw,PF,6-8,250,April 16 1982,,12,,SAS
8,Patty Mills,PG,6-0,185,August 11 1988,,6,Saint Mary's College of California,SAS
1,Kyle Anderson,SF,6-9,230,September 20 1993,,1,University of California Los Angeles,SAS
2,Kawhi Leonard,SF,6-7,230,June 29 1991,,4,San Diego State University,SAS
14,Danny Green,SG,6-6,215,June 22 1987,,6,University of North Carolina,SAS
20,Manu Ginobili,SG,6-6,205,July 28 1977,,13,,SAS
30,David West,PF,6-9,250,August 29 1980,,12,Xavier University,SAS
12,LaMarcus Aldridge,PF,6-11,240,July 19 1985,,9,University of Texas at Austin,SAS
15,Matt Bonner,C,6-10,235,April 5 1980,,11,University of Florida,SAS
21,Tim Duncan,C,6-11,250,April 25 1976,,18,Wake Forest University,SAS
17,Jonathon Simmons,SG,6-6,195,September 14 1989,,R,University of Houston,SAS
40,Boban Marjanovic,C,7-3,290,August 15 1988,,R,,SAS
24,Andre Miller,PG,6-3,200,March 19 1976,,16,University of Utah,SAS
23,Kevin Martin,SG,6-7,199,February 1 1983,,11,Western Carolina University,SAS
MIL
No.,Player,Pos,Ht,Wt,Birth Date,,Exp,College,MIL
18,Miles Plumlee,C,6-11,249,September 1 1988,,3,Duke University,MIL
19,Jerryd Bayless,SG,6-3,200,August 20 1988,,7,University of Arizona,MIL
31,John Henson,C,6-11,229,December 28 1990,,3,University of North Carolina,MIL
34,Giannis Antetokounmpo,SF,6-11,222,December 6 1994,,2,,MIL
21,Greivis Vasquez,PG,6-6,217,January 16 1987,,5,University of Maryland,MIL
5,Michael Carter-Williams,PG,6-6,190,October 10 1991,,2,Syracuse University,MIL
3,O.J. Mayo,SG,6-5,210,November 5 1987,,7,University of Southern California,MIL
12,Jabari Parker,PF,6-8,250,March 15 1995,,1,Duke University,MIL
11,Tyler Ennis,PG,6-3,194,August 24 1994,,1,Syracuse University,MIL
17,Damien Inglis,SF,6-8,246,May 20 1995,,R,,MIL
77,Johnny O'Bryant,PF,6-9,257,June 1 1993,,1,Louisiana State University,MIL
20,Rashad Vaughn,SG,6-6,202,August 16 1996,,R,University of Nevada Las Vegas,MIL
22,Khris Middleton,SG,6-8,234,August 12 1991,,3,Texas A&amp;M University,MIL
15,Greg Monroe,C,6-11,265,June 4 1990,,5,Georgetown University,MIL
6,Steve Novak,PF,6-10,225,June 13 1983,,9,Marquette University,MIL
DET
No.,Player,Pos,Ht,Wt,Birth Date,,Exp,College,DET
0,Andre Drummond,C,6-11,279,August 10 1993,,3,University of Connecticut,DET
5,Kentavious Caldwell-Pope,SG,6-5,205,February 18 1993,,2,University of Georgia,DET
25,Reggie Bullock,SF,6-7,205,March 16 1991,,2,University of North Carolina,DET
22,Steve Blake,PG,6-3,172,February 26 1980,,12,University of Maryland,DET
20,Jodie Meeks,SG,6-4,208,August 21 1987,,6,University of Kentucky,DET
13,Marcus Morris,SF,6-9,235,September 2 1989,,4,University of Kansas,DET
43,Anthony Tolliver,PF,6-8,240,June 1 1985,,7,Creighton University,DET
8,Spencer Dinwiddie,PG,6-6,200,April 6 1993,,1,University of Colorado,DET
3,Stanley Johnson,SF,6-7,245,May 29 1996,,R,University of Arizona,DET
12,Aron Baynes,C,6-10,260,December 9 1986,,3,Washington State University,DET
34,Tobias Harris,PF,6-9,235,July 15 1992,,4,University of Tennessee,DET
1,Reggie Jackson,PG,6-3,208,April 16 1990,,4,Boston College,DET
50,Joel Anthony,C,6-9,245,August 9 1982,,8,University of Nevada Las Vegas,DET
6,Darrun Hilliard,SF,6-6,205,April 13 1993,,R,Villanova University,DET
,Lorenzo Brown,G,6-5,189,August 26 1990,,2,North Carolina State University,DET
ATL
No.,Player,Pos,Ht,Wt,Birth Date,,Exp,College,ATL
15,Al Horford,C,6-10,245,June 3 1986,,8,University of Florida,ATL
32,Mike Scott,PF,6-8,237,July 16 1988,,3,University of Virginia,ATL
17,Dennis Schroder,PG,6-1,172,September 15 1993,,2,,ATL
12,Kirk Hinrich,PG,6-4,190,January 2 1981,,12,University of Kansas,ATL
24,Kent Bazemore,SF,6-5,201,July 1 1989,,3,Old Dominion University,ATL
10,Tim Hardaway,SG,6-6,205,March 16 1992,,2,University of Michigan,ATL
25,Thabo Sefolosha,SF,6-7,220,May 2 1984,,9,,ATL
26,Kyle Korver,SG,6-7,212,March 17 1981,,12,Creighton University,ATL
11,Tiago Splitter,C,6-11,245,January 1 1985,,5,,ATL
0,Jeff Teague,PG,6-2,186,June 10 1988,,6,Wake Forest University,ATL
31,Mike Muscala,PF,6-11,240,July 1 1991,,2,Bucknell University,ATL
4,Paul Millsap,PF,6-8,246,February 10 1985,,9,Louisiana Tech University,ATL
13,Lamar Patterson,SG,6-5,225,August 12 1991,,R,University of Pittsburgh,ATL
22,Walter Tavares,C,7-3,260,March 22 1992,,R,,ATL
43,Kris Humphries,PF,6-9,235,February 6 1985,,11,University of Minnesota,ATL
HOU
No.,Player,Pos,Ht,Wt,Birth Date,,Exp,College,HOU
13,James Harden,SG,6-5,220,August 26 1989,,6,Arizona State University,HOU
6,Terrence Jones,PF,6-9,252,January 9 1992,,3,University of Kentucky,HOU
20,Donatas Motiejunas,PF,7-0,222,September 20 1990,,3,,HOU
1,Trevor Ariza,SF,6-8,215,June 30 1985,,11,University of California Los Angeles,HOU
12,Dwight Howard,C,6-11,265,December 8 1985,,11,,HOU
15,Clint Capela,C,6-10,240,May 18 1994,,1,,HOU
7,Sam Dekker,SF,6-9,230,May 6 1994,,R,University of Wisconsin,HOU
2,Patrick Beverley,PG,6-1,185,July 12 1988,,3,University of Arkansas,HOU
33,Corey Brewer,SF,6-9,186,March 5 1986,,8,University of Florida,HOU
5,Josh Smith,PF,6-9,225,December 5 1985,,11,,HOU
32,K.J. McDaniels,SG,6-6,205,February 9 1993,,1,Clemson University,HOU
31,Jason Terry,SG,6-2,185,September 15 1977,,16,University of Arizona,HOU
35,Montrezl Harrell,PF,6-8,240,January 26 1994,,R,University of Louisville,HOU
8,Michael Beasley,SF,6-9,235,January 9 1989,,7,Kansas State University,HOU
0,Andrew Goudelock,PG,6-3,200,December 7 1988,,2,College of Charleston,HOU
DEN
No.,Player,Pos,Ht,Wt,Birth Date,,Exp,College,DEN
8,Danilo Gallinari,SF,6-10,225,August 8 1988,,6,,DEN
,Wilson Chandler,F,6-8,225,May 10 1987,,8,DePaul University,DEN
35,Kenneth Faried,PF,6-8,228,November 19 1989,,4,Morehead State University,DEN
12,D.J. Augustin,PG,6-0,183,November 10 1987,,7,University of Texas at Austin,DEN
14,Gary Harris,SG,6-4,210,September 14 1994,,1,Michigan State University,DEN
23,Jusuf Nurkic,C,7-0,280,August 23 1994,,1,,DEN
77,Joffrey Lauvergne,C,6-11,220,September 30 1991,,1,,DEN
0,Emmanuel Mudiay,PG,6-5,200,March 5 1996,,R,,DEN
1,Jameer Nelson,PG,6-0,190,February 9 1982,,11,Saint Joseph's University,DEN
15,Nikola Jokic,C,6-10,250,February 19 1995,,R,,DEN
5,Will Barton,SG,6-6,175,January 6 1991,,3,University of Memphis,DEN
00,Darrell Arthur,PF,6-9,235,March 25 1988,,6,University of Kansas,DEN
3,Mike Miller,SF,6-8,218,February 19 1980,,15,University of Florida,DEN
9,JaKarr Sampson,SF,6-9,214,March 20 1993,,1,St. John's University,DEN
6,Axel Toupane,SF,6-7,197,July 23 1992,,R,,DEN
BOS
No.,Player,Pos,Ht,Wt,Birth Date,,Exp,College,BOS
0,Avery Bradley,SG,6-2,180,November 26 1990,,5,University of Texas at Austin,BOS
7,Jared Sullinger,PF,6-9,260,March 4 1992,,3,Ohio State University,BOS
44,Tyler Zeller,C,7-0,253,January 17 1990,,3,University of North Carolina,BOS
41,Kelly Olynyk,C,7-0,238,April 19 1991,,2,Gonzaga University,BOS
4,Isaiah Thomas,PG,5-9,185,February 7 1989,,4,University of Washington,BOS
36,Marcus Smart,PG,6-4,220,March 6 1994,,1,Oklahoma State University,BOS
13,James Young,SG,6-6,215,August 16 1995,,1,University of Kentucky,BOS
11,Evan Turner,SG,6-7,220,October 27 1988,,5,Ohio State University,BOS
12,Terry Rozier,PG,6-2,190,March 17 1994,,R,University of Louisville,BOS
28,R.J. Hunter,SG,6-5,185,October 24 1993,,R,Georgia State University,BOS
99,Jae Crowder,SF,6-6,235,July 6 1990,,3,Marquette University,BOS
8,Jonas Jerebko,PF,6-10,231,March 2 1987,,5,,BOS
90,Amir Johnson,PF,6-9,240,May 1 1987,,10,,BOS
55,Jordan Mickey,PF,6-8,235,July 9 1994,,R,Louisiana State University,BOS
,John Holland,G-F,6-5,205,November 6 1988,,R,Boston University,BOS
CHI
No.,Player,Pos,Ht,Wt,Birth Date,,Exp,College,CHI
1,Derrick Rose,PG,6-3,190,October 4 1988,,6,University of Memphis,CHI
13,Joakim Noah,C,6-11,232,February 25 1985,,8,University of Florida,CHI
22,Taj Gibson,PF,6-9,225,June 24 1985,,6,University of Southern California,CHI
20,Tony Snell,SF,6-7,200,November 10 1991,,2,University of New Mexico,CHI
44,Nikola Mirotic,PF,6-10,220,February 11 1991,,1,,CHI
55,E'Twaun Moore,SG,6-4,191,February 28 1989,,4,Purdue University,CHI
3,Doug McDermott,SF,6-8,225,January 3 1992,,1,Creighton University,CHI
16,Pau Gasol,C,7-0,250,July 6 1980,,14,,CHI
41,Cameron Bairstow,C,6-9,250,December 7 1990,,1,University of New Mexico,CHI
5,Bobby Portis,PF,6-11,230,February 10 1995,,R,University of Arkansas,CHI
21,Jimmy Butler,SG,6-7,220,September 14 1989,,4,Marquette University,CHI
34,Mike Dunleavy,SF,6-9,230,September 15 1980,,13,Duke University,CHI
0,Aaron Brooks,PG,6-0,161,January 14 1985,,7,University of Oregon,CHI
7,Justin Holiday,SG,6-6,185,April 5 1989,,2,University of Washington,CHI
6,Cristiano Felicio,C,6-10,275,July 7 1992,,R,,CHI
GSW
No.,Player,Pos,Ht,Wt,Birth Date,,Exp,College,GSW
12,Andrew Bogut,C,7-0,260,November 28 1984,,10,University of Utah,GSW
30,Stephen Curry,PG,6-3,185,March 14 1988,,6,Davidson College,GSW
4,Brandon Rush,SG,6-6,210,July 7 1985,,7,University of Kansas,GSW
40,Harrison Barnes,SF,6-8,210,May 30 1992,,3,University of North Carolina,GSW
11,Klay Thompson,SG,6-7,205,February 8 1990,,4,Washington State University,GSW
31,Festus Ezeli,C,6-11,255,October 21 1989,,2,Vanderbilt University,GSW
9,Andre Iguodala,SG,6-6,207,January 28 1984,,11,University of Arizona,GSW
34,Shaun Livingston,PG,6-7,182,September 11 1985,,10,,GSW
5,Marreese Speights,PF,6-10,255,August 4 1987,,7,University of Florida,GSW
20,James Michael McAdoo,PF,6-9,230,January 4 1993,,1,University of North Carolina,GSW
36,Kevon Looney,PF,6-9,220,February 6 1996,,R,University of California Los Angeles,GSW
23,Draymond Green,PF,6-7,230,March 4 1990,,3,Michigan State University,GSW
19,Leandro Barbosa,SG,6-3,194,November 28 1982,,12,,GSW
21,Ian Clark,SG,6-3,175,March 7 1991,,2,Belmont University,GSW
18,Anderson Varejao,C,6-10,273,September 28 1982,,11,,GSW
LAC
No.,Player,Pos,Ht,Wt,Birth Date,,Exp,College,LAC
32,Blake Griffin,PF,6-10,251,March 16 1989,,5,University of Oklahoma,LAC
11,Jamal Crawford,SG,6-5,195,March 20 1980,,15,University of Michigan,LAC
4,J.J. Redick,SG,6-4,190,June 24 1984,,9,Duke University,LAC
3,Chris Paul,PG,6-0,175,May 6 1985,,10,Wake Forest University,LAC
30,C.J. Wilcox,SG,6-5,195,December 30 1990,,1,University of Washington,LAC
34,Paul Pierce,SF,6-7,235,October 13 1977,,17,University of Kansas,LAC
6,DeAndre Jordan,C,6-11,265,July 21 1988,,7,Texas A&amp;M University,LAC
33,Wesley Johnson,SF,6-7,215,July 11 1987,,5,Syracuse University,LAC
25,Austin Rivers,SG,6-4,200,August 1 1992,,3,Duke University,LAC
8,Jeff Green,SF,6-9,235,August 28 1986,,7,Georgetown University,LAC
45,Cole Aldrich,C,6-11,250,October 31 1988,,5,University of Kansas,LAC
9,Pablo Prigioni,PG,6-3,185,May 17 1977,,3,,LAC
22,Branden Dawson,PF,6-6,225,February 1 1993,,R,Michigan State University,LAC
12,Luc Mbah a Moute,PF,6-8,230,September 9 1986,,7,University of California Los Angeles,LAC
19,Jeff Ayres,C,6-9,240,April 29 1987,,5,Arizona State University,LAC
PHO
No.,Player,Pos,Ht,Wt,Birth Date,,Exp,College,PHO
2,Eric Bledsoe,PG,6-1,190,December 9 1989,,5,University of Kentucky,PHO
20,Archie Goodwin,SG,6-5,200,August 17 1994,,2,University of Kentucky,PHO
17,P.J. Tucker,SF,6-6,245,May 5 1985,,4,University of Texas at Austin,PHO
21,Alex Len,C,7-1,260,June 16 1993,,2,University of Maryland,PHO
30,Jon Leuer,PF,6-10,228,May 14 1989,,4,University of Wisconsin,PHO
12,T.J. Warren,SF,6-8,230,September 5 1993,,1,North Carolina State University,PHO
1,Devin Booker,SG,6-6,206,October 30 1996,,R,University of Kentucky,PHO
4,Tyson Chandler,C,7-1,240,October 2 1982,,14,,PHO
3,Brandon Knight,SG,6-3,189,December 2 1991,,4,University of Kentucky,PHO
14,Ronnie Price,PG,6-2,190,June 21 1983,,10,Utah Valley State College,PHO
35,Mirza Teletovic,PF,6-9,242,September 18 1985,,3,,PHO
23,John Jenkins,SG,6-4,215,March 6 1991,,3,Vanderbilt University,PHO
10,Chase Budinger,SF,6-7,209,May 22 1988,,6,University of Arizona,PHO
15,Alan Williams,PF,6-8,260,January 28 1993,,R,University of California Santa Barbara,PHO
WAS
No.,Player,Pos,Ht,Wt,Birth Date,,Exp,College,WAS
7,Ramon Sessions,PG,6-3,190,April 11 1986,,8,University of Nevada Reno,WAS
13,Marcin Gortat,C,6-11,240,February 17 1984,,8,,WAS
5,Markieff Morris,PF,6-10,245,September 2 1989,,4,University of Kansas,WAS
42,Nene,PF,6-11,250,September 13 1982,,13,,WAS
2,John Wall,PG,6-4,195,September 6 1990,,5,University of Kentucky,WAS
3,Bradley Beal,SG,6-5,207,June 28 1993,,3,University of Florida,WAS
22,Otto Porter,SF,6-8,198,June 3 1993,,2,Georgetown University,WAS
17,Garrett Temple,SF,6-6,195,May 8 1986,,5,Louisiana State University,WAS
12,Kelly Oubre Jr.,SF,6-7,205,December 9 1995,,R,University of Kansas,WAS
6,Alan Anderson,SG,6-6,220,October 16 1982,,6,Michigan State University,WAS
1,Jared Dudley,PF,6-7,225,July 10 1985,,8,Boston College,WAS
90,Drew Gooden,PF,6-10,250,September 24 1981,,13,University of Kansas,WAS
8,Jarell Eddie,SF,6-7,218,October 30 1991,,R,Virginia Polytechnic Institute and State University,WAS
