,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,CFID,CFPARAMS
24,1610612758.0,Sacramento Kings,82.0,44.0,38.0,0.537,48.4,36.0,79.3,0.454,6.0,17.2,0.351,20.8,26.5,0.784,10.4,30.2,40.5,22.3,14.6,7.4,3.6,4.9,20.4,22.8,98.9,1.5,10.0,Sacramento Kings
25,1610612759.0,San Antonio Spurs,82.0,63.0,19.0,0.768,48.3,36.5,77.3,0.472,6.4,16.6,0.385,16.2,23.1,0.702,10.4,31.1,41.5,20.9,13.7,6.6,5.7,4.2,20.9,20.6,95.6,6.8,10.0,San Antonio Spurs
26,1610612760.0,Seattle SuperSonics,82.0,35.0,47.0,0.427,48.4,37.5,81.8,0.459,7.4,19.9,0.371,20.1,25.7,0.785,12.4,27.2,39.6,20.7,14.7,7.6,3.7,4.9,23.6,22.2,102.6,-3.0,10.0,Seattle SuperSonics
27,1610612761.0,Toronto Raptors,82.0,27.0,55.0,0.329,48.7,36.7,81.0,0.454,7.4,19.8,0.375,20.2,25.5,0.791,10.5,27.9,38.5,19.4,13.1,6.5,3.3,4.4,24.0,22.4,101.1,-3.0,10.0,Toronto Raptors
28,1610612762.0,Utah Jazz,82.0,41.0,41.0,0.5,48.5,33.5,75.7,0.442,3.8,11.3,0.336,21.6,30.1,0.719,13.1,29.0,42.1,21.6,15.7,6.4,6.0,5.6,24.8,25.7,92.4,-2.6,10.0,Utah Jazz
29,1610612764.0,Washington Wizards,82.0,42.0,40.0,0.512,48.4,36.3,81.2,0.447,6.1,17.0,0.357,23.0,30.4,0.757,12.6,28.6,41.2,18.6,13.9,8.0,4.1,4.2,22.6,25.0,101.7,1.9,10.0,Washington Wizards
0,1610612741.0,Chicago Bulls,6.0,2.0,4.0,0.333,48.0,34.0,76.3,0.445,7.8,19.8,0.395,22.5,30.3,0.742,8.8,30.5,39.3,18.3,15.8,5.7,3.8,5.3,25.8,26.2,98.3,-3.0,10.0,Chicago Bulls
1,1610612739.0,Cleveland Cavaliers,13.0,7.0,6.0,0.538,48.8,33.6,76.8,0.437,4.2,13.2,0.32,18.9,24.8,0.764,12.5,29.8,42.2,16.2,14.5,6.5,4.2,5.4,24.6,21.0,90.4,-3.2,10.0,Cleveland Cavaliers
2,1610612742.0,Dallas Mavericks,23.0,14.0,9.0,0.609,48.9,36.1,80.1,0.451,4.8,15.1,0.317,22.7,28.0,0.809,12.2,30.5,42.7,15.3,12.8,6.6,4.3,4.8,25.5,24.4,99.7,4.1,10.0,Dallas Mavericks
3,1610612743.0,Denver Nuggets,5.0,1.0,4.0,0.2,48.0,32.6,85.8,0.38,3.0,13.6,0.221,19.2,26.4,0.727,14.0,27.8,41.8,19.8,11.8,6.8,4.2,5.8,23.2,27.0,87.4,-7.6,10.0,Denver Nuggets
4,1610612765.0,Detroit Pistons,18.0,10.0,8.0,0.556,48.0,32.1,74.3,0.432,6.9,18.5,0.372,20.6,28.4,0.724,11.3,27.4,38.8,18.7,11.9,6.4,4.1,4.3,20.4,23.8,91.7,3.2,10.0,Detroit Pistons
5,1610612754.0,Indiana Pacers,6.0,2.0,4.0,0.333,48.0,31.2,70.3,0.443,6.7,19.5,0.342,20.3,27.2,0.748,8.3,29.0,37.3,17.8,15.8,6.0,4.5,3.2,24.8,25.2,89.3,-3.7,10.0,Indiana Pacers
6,1610612746.0,Los Angeles Clippers,12.0,7.0,5.0,0.583,48.8,39.7,80.8,0.491,4.5,11.9,0.378,21.8,26.8,0.816,11.0,34.6,45.6,20.8,15.5,5.0,5.9,4.2,23.9,22.4,105.7,3.8,10.0,Los Angeles Clippers
7,1610612747.0,Los Angeles Lakers,7.0,3.0,4.0,0.429,49.4,37.7,83.1,0.454,7.1,21.4,0.333,18.0,23.6,0.764,11.0,31.6,42.6,17.1,15.0,6.4,3.1,3.4,22.9,21.4,100.6,-6.7,10.0,Los Angeles Lakers
8,1610612763.0,Memphis Grizzlies,4.0,0.0,4.0,0.0,49.3,30.0,66.5,0.451,3.8,12.0,0.313,20.5,28.3,0.726,8.3,26.0,34.3,14.0,16.0,4.8,3.8,4.5,27.5,28.0,84.3,-14.0,10.0,Memphis Grizzlies
9,1610612748.0,Miami Heat,23.0,16.0,7.0,0.696,48.2,34.8,72.4,0.481,6.3,19.1,0.333,20.3,30.9,0.655,9.5,32.5,42.0,17.5,15.5,7.0,4.6,2.9,24.0,25.7,96.3,3.8,10.0,Miami Heat
10,1610612749.0,Milwaukee Bucks,5.0,1.0,4.0,0.2,48.0,37.8,80.2,0.471,5.2,12.4,0.419,16.8,21.4,0.785,10.6,26.4,37.0,21.0,13.2,6.0,2.4,4.4,26.8,20.0,97.6,-9.6,10.0,Milwaukee Bucks
11,1610612751.0,New Jersey Nets,11.0,5.0,6.0,0.455,48.0,34.3,75.8,0.452,5.4,17.5,0.307,20.3,26.6,0.761,10.0,28.6,38.6,22.1,12.7,6.9,2.5,3.7,26.6,24.0,94.2,-0.9,10.0,New Jersey Nets
12,1610612756.0,Phoenix Suns,20.0,10.0,10.0,0.5,49.0,40.1,83.1,0.482,9.2,23.5,0.391,17.9,21.6,0.831,7.7,29.0,36.7,23.4,11.6,5.7,4.4,4.3,21.9,21.7,107.2,1.2,10.0,Phoenix Suns
13,1610612758.0,Sacramento Kings,6.0,2.0,4.0,0.333,48.8,34.7,78.2,0.443,5.2,15.7,0.33,22.8,28.8,0.792,12.3,26.0,38.3,15.3,13.0,7.5,2.5,5.7,26.0,22.8,97.3,-9.5,10.0,Sacramento Kings
14,1610612759.0,San Antonio Spurs,13.0,7.0,6.0,0.538,49.2,36.5,74.1,0.492,6.0,15.3,0.392,24.2,31.1,0.777,8.2,29.0,37.2,17.5,13.3,6.5,5.5,4.2,23.7,26.6,103.1,2.2,10.0,San Antonio Spurs
15,1610612764.0,Washington Wizards,6.0,2.0,4.0,0.333,49.7,35.3,78.7,0.449,6.2,19.2,0.322,24.8,33.3,0.745,11.5,27.7,39.2,17.5,12.8,6.8,5.5,4.3,22.7,26.8,101.7,0.2,10.0,Washington Wizards
0,1610612737.0,Atlanta Hawks,82.0,30.0,52.0,0.366,48.5,34.5,77.7,0.444,4.2,12.7,0.329,20.5,26.9,0.761,11.9,28.2,40.1,19.2,15.9,7.4,5.4,5.1,24.0,22.6,93.7,-4.8,10.0,Atlanta Hawks
1,1610612738.0,Boston Celtics,82.0,24.0,58.0,0.293,48.4,34.9,78.7,0.443,5.7,15.6,0.367,20.4,26.6,0.767,11.2,29.2,40.4,19.9,16.5,7.2,4.7,5.5,24.0,21.4,95.8,-3.4,10.0,Boston Celtics
2,1610612766.0,Charlotte Bobcats,82.0,33.0,49.0,0.402,48.8,36.1,81.0,0.446,5.6,15.6,0.357,19.1,26.0,0.734,11.2,28.6,39.8,22.4,14.9,7.8,4.5,5.3,24.2,21.8,96.9,-3.7,10.0,Charlotte Bobcats
3,1610612741.0,Chicago Bulls,82.0,49.0,33.0,0.598,48.2,37.1,81.3,0.457,5.9,15.1,0.388,18.6,25.4,0.734,12.0,31.7,43.7,22.3,16.0,7.8,5.4,5.3,23.3,23.2,98.8,5.0,10.0,Chicago Bulls
4,1610612739.0,Cleveland Cavaliers,82.0,50.0,32.0,0.61,48.5,36.3,81.2,0.447,6.0,17.1,0.352,18.1,26.0,0.696,12.7,30.8,43.5,20.8,14.4,7.6,4.3,4.3,21.7,22.0,96.8,3.8,10.0,Cleveland Cavaliers
5,1610612742.0,Dallas Mavericks,82.0,67.0,15.0,0.817,48.2,36.7,78.6,0.467,6.5,17.1,0.381,20.1,24.9,0.805,11.2,30.7,41.9,19.9,13.9,6.8,5.0,3.8,22.4,22.1,100.0,7.2,10.0,Dallas Mavericks
6,1610612743.0,Denver Nuggets,82.0,45.0,37.0,0.549,48.2,38.6,83.0,0.465,5.9,17.6,0.336,22.3,29.9,0.746,12.2,31.2,43.4,23.4,16.5,8.3,5.3,5.2,21.4,23.7,105.4,1.6,10.0,Denver Nuggets
7,1610612765.0,Detroit Pistons,82.0,53.0,29.0,0.646,48.5,35.9,79.1,0.454,5.5,15.9,0.344,18.8,24.2,0.774,11.6,29.0,40.5,21.6,12.2,7.1,5.8,3.5,20.4,20.3,96.0,4.2,10.0,Detroit Pistons
8,1610612744.0,Golden State Warriors,82.0,42.0,40.0,0.512,48.2,39.8,86.0,0.463,8.5,24.0,0.356,18.5,25.8,0.717,11.5,29.9,41.4,23.8,16.0,9.1,5.7,4.9,23.6,22.3,106.5,-0.3,10.0,Golden State Warriors
9,1610612745.0,Houston Rockets,82.0,52.0,30.0,0.634,48.4,35.4,79.6,0.445,8.6,23.1,0.372,17.5,23.2,0.753,10.7,32.6,43.3,20.8,14.2,7.1,4.1,4.3,20.9,19.9,97.0,4.9,10.0,Houston Rockets
10,1610612754.0,Indiana Pacers,82.0,35.0,47.0,0.427,48.2,35.0,80.0,0.438,5.9,16.9,0.346,19.7,25.9,0.76,12.1,29.8,41.8,20.5,16.3,7.3,5.5,5.0,23.3,23.7,95.6,-2.4,10.0,Indiana Pacers
11,1610612746.0,Los Angeles Clippers,82.0,40.0,42.0,0.488,48.1,35.1,77.0,0.456,3.8,11.0,0.348,21.6,27.4,0.788,10.8,30.3,41.1,21.5,15.1,7.3,5.8,3.9,22.7,22.3,95.6,-0.5,10.0,Los Angeles Clippers
12,1610612747.0,Los Angeles Lakers,82.0,42.0,40.0,0.512,48.9,37.8,81.3,0.466,7.4,21.0,0.353,20.2,27.1,0.747,10.8,30.4,41.2,22.6,15.5,7.3,5.1,5.0,23.0,23.4,103.3,-0.1,10.0,Los Angeles Lakers
13,1610612763.0,Memphis Grizzlies,82.0,22.0,60.0,0.268,48.7,36.6,78.6,0.465,6.1,16.6,0.367,22.4,29.4,0.761,10.6,29.0,39.5,20.5,16.4,6.9,5.0,5.5,22.3,24.3,101.6,-5.1,10.0,Memphis Grizzlies
14,1610612748.0,Miami Heat,82.0,44.0,38.0,0.537,48.4,35.6,76.7,0.464,6.4,18.8,0.343,17.0,24.6,0.69,10.0,30.8,40.8,20.5,14.6,6.9,5.4,3.8,21.3,21.8,94.6,-0.9,10.0,Miami Heat
15,1610612749.0,Milwaukee Bucks,82.0,28.0,54.0,0.341,48.4,38.1,81.9,0.465,6.4,18.0,0.356,17.1,23.4,0.733,11.5,27.7,39.2,21.6,15.1,7.2,2.7,5.3,22.2,21.0,99.7,-4.4,10.0,Milwaukee Bucks
16,1610612750.0,Minnesota Timberwolves,82.0,32.0,50.0,0.39,48.8,36.5,79.3,0.461,4.7,13.3,0.353,18.3,23.1,0.792,10.0,30.2,40.1,22.5,15.6,6.5,4.0,4.4,21.4,20.5,96.1,-3.7,10.0,Minnesota Timberwolves
17,1610612751.0,New Jersey Nets,82.0,41.0,41.0,0.5,48.5,35.5,77.8,0.457,7.4,20.4,0.363,19.1,26.3,0.727,10.0,30.8,40.8,23.9,14.8,6.1,3.3,4.5,22.8,23.0,97.6,-0.8,10.0,New Jersey Nets
18,1610612740.0,New Orleans Hornets,82.0,39.0,43.0,0.476,48.5,36.2,81.4,0.445,5.5,15.3,0.362,17.5,23.7,0.74,12.5,30.6,43.1,18.7,14.5,6.4,4.2,4.8,19.8,21.1,95.5,-1.6,10.0,New Orleans Hornets
19,1610612752.0,New York Knicks,82.0,33.0,49.0,0.402,48.8,35.4,77.5,0.457,5.8,16.7,0.346,20.9,29.2,0.715,12.6,30.7,43.3,18.7,17.1,6.6,3.2,5.0,23.6,22.9,97.5,-2.9,10.0,New York Knicks
20,1610612753.0,Orlando Magic,82.0,40.0,42.0,0.488,48.2,35.1,74.3,0.472,4.2,11.7,0.356,20.5,29.2,0.702,11.2,29.5,40.7,18.6,17.0,6.9,5.1,4.6,23.2,23.4,94.8,0.8,10.0,Orlando Magic
21,1610612755.0,Philadelphia 76ers,82.0,35.0,47.0,0.427,48.5,35.8,78.1,0.458,3.5,10.0,0.345,20.0,26.0,0.767,11.0,28.7,39.7,20.4,15.3,7.2,4.8,3.9,20.4,22.0,94.9,-3.0,10.0,Philadelphia 76ers
22,1610612756.0,Phoenix Suns,82.0,61.0,21.0,0.744,48.5,41.3,83.6,0.494,9.6,24.0,0.399,18.0,22.3,0.808,9.0,31.5,40.5,25.9,14.5,6.7,4.8,3.7,20.2,21.5,110.2,7.3,10.0,Phoenix Suns
23,1610612757.0,Portland Trail Blazers,82.0,32.0,50.0,0.39,48.7,35.0,78.0,0.45,5.2,15.0,0.346,18.8,24.5,0.769,11.3,28.0,39.3,18.5,15.1,6.8,4.6,4.6,23.5,21.3,94.1,-4.3,10.0,Portland Trail Blazers
24,1610612758.0,Sacramento Kings,82.0,33.0,49.0,0.402,48.3,35.9,79.7,0.45,6.5,18.5,0.35,23.1,30.2,0.765,9.7,29.2,38.9,20.3,14.6,8.2,3.2,4.9,21.9,24.3,101.3,-1.8,10.0,Sacramento Kings
25,1610612759.0,San Antonio Spurs,82.0,58.0,24.0,0.707,48.2,36.6,77.2,0.474,7.3,19.0,0.381,18.1,24.1,0.751,9.3,31.4,40.7,22.1,13.9,7.2,5.1,4.1,19.4,21.2,98.5,8.4,10.0,San Antonio Spurs
26,1610612760.0,Seattle SuperSonics,82.0,31.0,51.0,0.378,48.4,37.2,80.8,0.46,6.4,17.7,0.362,18.4,23.3,0.791,11.3,28.3,39.6,20.7,15.5,7.7,3.7,4.2,22.0,19.9,99.1,-2.9,10.0,Seattle SuperSonics
27,1610612761.0,Toronto Raptors,82.0,47.0,35.0,0.573,48.2,37.0,79.8,0.463,6.5,17.9,0.363,19.0,24.2,0.788,9.2,30.2,39.5,22.2,13.5,7.1,3.9,3.9,20.4,21.8,99.5,1.0,10.0,Toronto Raptors
28,1610612762.0,Utah Jazz,82.0,51.0,31.0,0.622,48.3,37.4,78.9,0.474,4.3,12.9,0.335,22.3,30.0,0.743,12.6,30.0,42.5,24.7,15.6,7.0,4.1,5.3,25.2,24.5,101.5,2.9,10.0,Utah Jazz
29,1610612764.0,Washington Wizards,82.0,41.0,41.0,0.5,48.4,37.4,83.2,0.45,6.8,19.7,0.348,22.6,29.6,0.765,12.2,29.0,41.2,20.2,13.8,7.7,4.6,4.6,22.2,23.5,104.3,-0.5,10.0,Washington Wizards
0,1610612741.0,Chicago Bulls,10.0,6.0,4.0,0.6,48.0,32.5,75.6,0.43,5.9,16.6,0.355,21.5,29.5,0.729,11.6,30.3,41.9,20.6,15.3,7.0,4.2,4.4,22.1,25.5,92.4,1.1,10.0,Chicago Bulls
1,1610612739.0,Cleveland Cavaliers,20.0,12.0,8.0,0.6,48.5,32.1,76.3,0.421,5.4,16.6,0.326,19.2,26.1,0.737,11.9,31.4,43.3,17.5,13.0,7.2,3.5,3.8,20.7,21.0,88.8,2.2,10.0,Cleveland Cavaliers
2,1610612742.0,Dallas Mavericks,6.0,2.0,4.0,0.333,48.0,34.2,80.8,0.423,7.0,22.2,0.316,23.2,30.0,0.772,14.0,30.3,44.3,17.8,16.3,8.3,5.0,4.3,23.8,24.8,98.5,-6.7,10.0,Dallas Mavericks
3,1610612743.0,Denver Nuggets,5.0,1.0,4.0,0.2,48.0,33.6,79.4,0.423,4.6,14.4,0.319,16.4,21.0,0.781,13.0,30.4,43.4,17.6,15.2,5.6,4.2,5.2,18.0,17.8,88.2,-6.0,10.0,Denver Nuggets
4,1610612765.0,Detroit Pistons,16.0,10.0,6.0,0.625,48.6,32.7,76.0,0.43,5.8,16.6,0.35,20.2,26.3,0.767,11.8,28.8,40.6,20.1,13.3,7.1,4.7,3.7,23.9,22.3,91.4,2.9,10.0,Detroit Pistons
5,1610612744.0,Golden State Warriors,11.0,5.0,6.0,0.455,48.5,36.5,81.2,0.45,11.1,31.0,0.358,22.5,30.5,0.735,11.5,26.8,38.3,17.2,14.9,10.3,5.5,4.9,26.6,25.1,106.6,1.7,10.0,Golden State Warriors
6,1610612745.0,Houston Rockets,7.0,3.0,4.0,0.429,48.0,29.7,72.4,0.41,7.1,22.3,0.321,20.7,26.3,0.788,9.9,31.7,41.6,18.1,14.9,7.0,4.1,4.9,19.3,22.9,87.3,-3.1,10.0,Houston Rockets
7,1610612747.0,Los Angeles Lakers,5.0,1.0,4.0,0.2,48.0,38.0,86.0,0.442,6.4,19.8,0.323,15.6,21.6,0.722,14.2,29.2,43.4,14.4,15.2,5.8,4.0,4.0,23.0,18.6,98.0,-10.4,10.0,Los Angeles Lakers
8,1610612748.0,Miami Heat,4.0,0.0,4.0,0.0,48.0,33.3,74.8,0.445,5.5,17.0,0.324,16.8,27.3,0.615,8.0,28.3,36.3,17.8,14.8,6.3,5.3,4.3,25.3,23.5,88.8,-11.0,10.0,Miami Heat
9,1610612751.0,New Jersey Nets,12.0,6.0,6.0,0.5,48.0,32.6,73.3,0.444,7.7,20.8,0.368,17.3,23.3,0.743,8.6,31.3,39.8,23.0,16.1,6.3,2.9,4.0,21.2,21.4,90.2,1.8,10.0,New Jersey Nets
10,1610612753.0,Orlando Magic,4.0,0.0,4.0,0.0,48.0,34.5,72.3,0.478,2.5,7.3,0.345,16.5,28.5,0.579,11.3,29.0,40.3,18.0,14.8,4.3,3.5,4.3,24.3,23.0,88.0,-9.0,10.0,Orlando Magic
11,1610612756.0,Phoenix Suns,11.0,6.0,5.0,0.545,48.0,39.0,81.8,0.477,7.1,18.7,0.379,19.0,24.4,0.78,9.2,31.2,40.4,23.4,13.8,6.4,5.2,5.3,19.6,22.5,104.1,5.0,10.0,Phoenix Suns
12,1610612759.0,San Antonio Spurs,20.0,16.0,4.0,0.8,48.0,35.3,76.8,0.459,7.6,19.7,0.384,17.6,24.3,0.724,10.5,30.1,40.6,19.9,13.9,7.1,5.5,4.6,20.5,20.8,95.7,4.0,10.0,San Antonio Spurs
13,1610612761.0,Toronto Raptors,6.0,2.0,4.0,0.333,48.0,32.5,73.5,0.442,5.3,14.5,0.368,20.5,25.5,0.804,7.3,30.5,37.8,16.2,14.7,7.7,4.0,3.5,21.3,21.3,90.8,-5.3,10.0,Toronto Raptors
14,1610612762.0,Utah Jazz,17.0,9.0,8.0,0.529,48.3,36.4,79.4,0.459,4.3,12.6,0.341,20.8,27.7,0.749,13.0,31.2,44.2,22.2,16.0,7.4,4.8,5.5,24.6,23.2,97.9,0.9,10.0,Utah Jazz
15,1610612764.0,Washington Wizards,4.0,0.0,4.0,0.0,48.0,34.3,83.0,0.413,6.3,20.5,0.305,16.8,21.8,0.77,10.3,26.3,36.5,18.8,8.8,5.5,3.0,3.5,21.3,19.0,91.5,-8.8,10.0,Washington Wizards
0,1610612737.0,Atlanta Hawks,82.0,37.0,45.0,0.451,48.4,36.3,79.9,0.454,4.7,13.1,0.356,21.0,27.2,0.772,12.3,29.9,42.2,22.0,14.9,7.3,5.5,5.1,20.4,21.9,98.2,-1.8,10.0,Atlanta Hawks
1,1610612738.0,Boston Celtics,82.0,66.0,16.0,0.805,48.2,36.4,76.7,0.475,7.3,19.1,0.381,20.5,26.5,0.771,10.1,31.9,42.0,22.4,15.2,8.5,4.6,4.7,22.7,22.2,100.5,10.3,10.0,Boston Celtics
2,1610612766.0,Charlotte Bobcats,82.0,32.0,50.0,0.39,48.5,36.1,79.9,0.452,6.5,17.6,0.367,18.4,25.8,0.714,10.9,29.8,40.6,21.3,14.7,7.5,4.9,5.8,21.7,21.0,97.1,-4.4,10.0,Charlotte Bobcats
3,1610612741.0,Chicago Bulls,82.0,33.0,49.0,0.402,48.3,36.4,83.7,0.435,5.8,15.9,0.363,18.7,24.7,0.756,12.8,30.2,43.0,22.1,14.6,7.7,5.2,5.7,21.8,21.3,97.3,-3.1,10.0,Chicago Bulls
4,1610612739.0,Cleveland Cavaliers,82.0,45.0,37.0,0.549,48.4,35.8,81.7,0.439,6.7,18.8,0.358,18.0,25.1,0.717,13.3,31.3,44.6,20.0,14.0,7.1,5.2,4.7,20.9,20.3,96.4,-0.4,10.0,Cleveland Cavaliers
5,1610612742.0,Dallas Mavericks,82.0,51.0,31.0,0.622,48.1,36.9,79.5,0.464,6.0,17.1,0.352,20.6,25.3,0.814,10.8,32.2,43.0,21.0,12.6,6.0,4.9,4.4,21.8,21.2,100.4,4.5,10.0,Dallas Mavericks
6,1610612743.0,Denver Nuggets,82.0,50.0,32.0,0.61,48.4,40.3,85.8,0.47,6.9,19.6,0.355,23.1,30.7,0.751,11.2,32.9,44.1,24.7,14.7,9.2,6.7,4.8,21.1,23.8,110.7,3.7,10.0,Denver Nuggets
7,1610612765.0,Detroit Pistons,82.0,59.0,23.0,0.72,48.1,36.6,79.9,0.458,5.9,16.2,0.366,18.4,24.0,0.767,11.9,29.5,41.4,22.3,11.7,7.1,5.8,3.9,20.6,19.7,97.5,7.4,10.0,Detroit Pistons
8,1610612744.0,Golden State Warriors,82.0,48.0,34.0,0.585,48.2,41.5,90.3,0.459,9.3,26.6,0.348,18.8,24.9,0.752,12.7,30.4,43.2,22.4,13.2,9.1,4.6,5.0,22.9,21.2,111.0,2.2,10.0,Golden State Warriors
9,1610612745.0,Houston Rockets,82.0,55.0,27.0,0.671,48.1,36.6,81.7,0.448,7.1,20.8,0.342,16.4,22.5,0.726,12.2,32.4,44.6,21.4,13.7,7.3,5.1,4.6,19.6,19.7,96.7,4.7,10.0,Houston Rockets
10,1610612754.0,Indiana Pacers,82.0,36.0,46.0,0.439,48.2,37.8,85.3,0.444,9.2,24.6,0.374,19.1,24.9,0.768,11.0,32.1,43.1,22.7,15.1,7.6,5.0,5.1,23.4,21.7,104.0,-1.4,10.0,Indiana Pacers
11,1610612746.0,Los Angeles Clippers,82.0,23.0,59.0,0.28,48.3,34.4,78.6,0.438,4.3,13.2,0.324,20.8,26.6,0.781,9.8,30.4,40.1,21.1,14.4,6.8,4.9,4.7,21.3,21.6,93.8,-7.3,10.0,Los Angeles Clippers
12,1610612747.0,Los Angeles Lakers,82.0,57.0,25.0,0.695,48.2,39.6,83.1,0.476,8.1,21.4,0.378,21.3,27.7,0.769,11.0,33.2,44.1,24.4,14.1,8.0,5.3,4.5,20.6,22.6,108.6,7.3,10.0,Los Angeles Lakers
13,1610612763.0,Memphis Grizzlies,82.0,22.0,60.0,0.268,48.3,37.3,82.2,0.454,7.6,21.7,0.349,18.5,25.6,0.723,10.3,31.3,41.6,19.2,15.3,6.1,4.7,4.9,19.4,22.5,100.7,-6.2,10.0,Memphis Grizzlies
14,1610612748.0,Miami Heat,82.0,15.0,67.0,0.183,48.4,34.2,77.3,0.443,6.0,16.7,0.358,16.9,23.2,0.727,9.1,28.6,37.6,20.0,14.7,7.2,4.3,4.2,20.4,20.1,91.4,-8.6,10.0,Miami Heat
15,1610612749.0,Milwaukee Bucks,82.0,26.0,56.0,0.317,48.4,36.9,82.3,0.449,5.5,16.0,0.344,17.7,24.1,0.733,12.9,28.8,41.7,21.5,14.8,6.6,4.4,4.9,21.3,21.1,97.0,-6.9,10.0,Milwaukee Bucks
16,1610612750.0,Minnesota Timberwolves,82.0,22.0,60.0,0.268,48.1,37.5,83.1,0.451,5.4,15.4,0.35,15.2,20.6,0.736,11.8,29.6,41.4,19.9,14.5,7.5,3.7,5.7,23.0,17.5,95.6,-6.8,10.0,Minnesota Timberwolves
17,1610612751.0,New Jersey Nets,82.0,34.0,48.0,0.415,48.4,34.8,78.7,0.443,6.1,17.4,0.348,20.1,27.3,0.736,11.1,30.7,41.9,23.5,15.0,6.4,4.8,4.4,22.6,22.4,95.8,-5.1,10.0,New Jersey Nets
18,1610612740.0,New Orleans Hornets,82.0,56.0,26.0,0.683,48.3,38.6,82.9,0.466,7.7,19.8,0.389,16.0,20.8,0.769,11.4,30.4,41.8,21.8,11.9,7.8,3.9,4.0,18.7,19.2,100.9,5.3,10.0,New Orleans Hornets
19,1610612752.0,New York Knicks,82.0,23.0,59.0,0.28,48.5,36.2,82.4,0.439,6.0,17.7,0.337,18.6,25.5,0.727,12.5,30.0,42.5,18.7,14.5,6.4,2.6,5.2,21.5,20.3,96.9,-6.6,10.0,New York Knicks
20,1610612753.0,Orlando Magic,82.0,52.0,30.0,0.634,48.2,37.3,78.6,0.474,9.8,25.3,0.386,20.1,27.9,0.721,9.4,32.6,42.0,20.8,14.3,6.3,4.1,4.2,20.6,23.1,104.5,5.5,10.0,Orlando Magic
21,1610612755.0,Philadelphia 76ers,82.0,40.0,42.0,0.488,48.2,37.3,81.1,0.46,3.7,11.6,0.317,18.4,26.1,0.706,13.0,28.9,41.9,20.4,14.3,8.7,4.9,5.1,19.8,20.8,96.6,0.4,10.0,Philadelphia 76ers
22,1610612756.0,Phoenix Suns,82.0,55.0,27.0,0.671,48.2,41.4,82.7,0.5,8.5,21.5,0.393,18.9,24.1,0.783,8.8,32.7,41.5,26.7,14.4,6.5,6.3,3.8,19.9,21.1,110.1,5.0,10.0,Phoenix Suns
23,1610612757.0,Portland Trail Blazers,82.0,41.0,41.0,0.5,48.5,35.8,79.8,0.448,6.6,17.4,0.377,17.2,22.5,0.767,11.0,29.7,40.7,21.1,12.9,5.5,4.4,3.7,20.0,20.2,95.4,-1.0,10.0,Portland Trail Blazers
24,1610612758.0,Sacramento Kings,82.0,38.0,44.0,0.463,48.4,37.1,80.0,0.464,6.2,16.7,0.373,22.1,27.7,0.798,10.1,30.0,40.1,19.1,16.1,7.9,4.1,5.5,22.4,23.1,102.5,-2.3,10.0,Sacramento Kings
25,1610612759.0,San Antonio Spurs,82.0,56.0,26.0,0.683,48.1,35.8,78.3,0.457,7.2,19.6,0.369,16.5,21.6,0.761,9.4,31.9,41.3,21.0,12.6,6.4,4.1,4.4,18.7,19.8,95.4,4.8,10.0,San Antonio Spurs
26,1610612760.0,Seattle SuperSonics,82.0,20.0,62.0,0.244,48.4,38.1,85.8,0.444,3.8,11.5,0.333,17.5,22.8,0.77,11.8,32.8,44.6,21.3,16.0,6.5,4.9,5.4,20.5,19.6,97.5,-8.8,10.0,Seattle SuperSonics
27,1610612761.0,Toronto Raptors,82.0,41.0,41.0,0.5,48.4,38.4,82.0,0.468,7.0,17.8,0.392,16.4,20.2,0.812,9.6,30.4,40.1,23.8,11.7,7.0,4.1,4.1,19.5,18.4,100.2,2.9,10.0,Toronto Raptors
28,1610612762.0,Utah Jazz,82.0,54.0,28.0,0.659,48.1,40.0,80.4,0.497,5.0,13.4,0.372,21.3,28.0,0.759,11.5,29.4,40.9,26.4,14.6,8.7,4.3,5.1,24.0,23.1,106.2,6.9,10.0,Utah Jazz
29,1610612764.0,Washington Wizards,82.0,43.0,39.0,0.524,48.5,36.4,81.6,0.446,7.0,19.7,0.356,19.0,24.3,0.782,12.3,29.3,41.6,19.6,13.2,7.7,4.8,4.4,19.6,20.2,98.8,-0.3,10.0,Washington Wizards
0,1610612737.0,Atlanta Hawks,7.0,3.0,4.0,0.429,48.0,29.3,71.3,0.411,4.0,12.4,0.322,24.6,31.4,0.782,11.6,26.7,38.3,17.4,15.9,4.3,5.7,5.7,20.1,25.0,87.1,-12.0,10.0,Atlanta Hawks
1,1610612738.0,Boston Celtics,26.0,16.0,10.0,0.615,48.0,33.6,75.1,0.447,6.0,16.8,0.359,20.8,26.6,0.783,11.1,28.9,40.0,21.5,12.8,7.6,4.3,5.0,24.3,22.8,94.0,5.2,10.0,Boston Celtics
2,1610612739.0,Cleveland Cavaliers,13.0,7.0,6.0,0.538,48.0,31.1,74.1,0.42,6.7,19.4,0.345,21.1,29.2,0.721,11.8,29.2,40.9,20.2,13.8,6.0,4.8,4.2,22.1,23.5,89.9,2.2,10.0,Cleveland Cavaliers
