SEASON_ID,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,CFID,CFPARAMS,TEAM_PER,FTHELP
42015,1610612750,Minnesota Timberwolves,82,29,53,0.354,48.5,37.7,81.3,0.464,5.5,16.4,0.338,21.4,27,0.792,10,31.5,41.6,23.4,15,8,4.6,5.2,20.7,21.6,102.4,-3.5,10,Minnesota Timberwolves,14.29473299,42
42015,1610612751,Brooklyn Nets,82,21,61,0.256,48.2,38.2,84.4,0.453,6.5,18.4,0.352,15.7,20.7,0.757,10.5,31.9,42.4,22.3,14.8,7.6,4,5.2,18,18.4,98.6,-7.4,10,Brooklyn Nets,14.71139508,18
42015,1610612752,New York Knicks,82,32,50,0.39,48.3,36.9,84,0.439,7.4,21.5,0.346,17.2,21.4,0.805,10.4,34,44.4,20.5,13.4,5.7,5.7,4.2,19.7,18.5,98.4,-2.7,10,New York Knicks,14.67957954,22
42015,1610612753,Orlando Magic,82,35,47,0.427,48.5,39.5,86.8,0.455,7.8,22.2,0.35,15.2,20.1,0.757,10.3,33,43.3,23.6,14.1,8.2,5.1,5.5,20.7,18.3,102.1,-1.6,10,Orlando Magic,14.72764193,14
42015,1610612754,Indiana Pacers,82,45,37,0.549,48.5,38.3,85.2,0.45,8.1,23,0.351,17.4,22.8,0.764,10.3,33.9,44.2,21.2,14.9,9,4.8,4.5,20,20.4,102.2,1.7,10,Indiana Pacers,15.51204585,46
42015,1610612755,Philadelphia 76ers,82,10,72,0.122,48.3,36.2,84,0.431,9.3,27.5,0.339,15.7,22.6,0.694,9.5,31.8,41.2,21.5,16.4,8.3,6,5.7,21.7,19.2,97.4,-10.2,10,Philadelphia 76ers,13.05712503,15
42015,1610612756,Phoenix Suns,82,23,59,0.28,48.1,37.2,85.6,0.435,9,25.8,0.348,17.5,23.2,0.751,11.5,33.3,44.8,20.7,17.2,7.7,3.8,5.5,22.7,21.6,100.9,-6.7,10,Phoenix Suns,13.3444771,33
42015,1610612757,Portland Trail Blazers,82,44,38,0.537,48.3,38.6,85.9,0.45,10.5,28.5,0.37,17.4,23,0.754,11.6,33.9,45.5,21.3,14.6,6.9,4.6,5.2,21.7,19.5,105.1,0.8,10,Portland Trail Blazers,15.09461634,40
42015,1610612758,Sacramento Kings,82,33,49,0.402,48.3,40,86.4,0.464,8,22.4,0.359,18.5,25.5,0.725,10.6,33.7,44.2,24.5,16.2,8.9,4.5,5.3,20.4,22,106.6,-2.5,10,Sacramento Kings,14.99175853,19
42015,1610612759,San Antonio Spurs,82,67,15,0.817,48.1,40.1,82.9,0.484,7,18.5,0.375,16.4,20.4,0.803,9.4,34.5,43.9,24.5,13.1,8.3,5.9,3.9,17.5,19.5,103.5,10.6,10,San Antonio Spurs,17.22404071,34
42015,1610612760,Oklahoma City Thunder,82,55,27,0.671,48.4,41.1,86.4,0.476,8.3,23.7,0.349,19.7,25.2,0.782,13.1,35.6,48.6,23,15.9,7.4,5.9,4.5,20.6,20.2,110.2,7.3,10,Oklahoma City Thunder,16.25442394,28
42015,1610612761,Toronto Raptors,82,56,26,0.683,48.2,36.7,81.3,0.451,8.6,23.3,0.37,20.8,26.7,0.777,10.2,33.2,43.4,18.7,13.1,7.8,5.5,5.4,19.6,22,102.7,4.5,10,Toronto Raptors,17.83946925,22
42015,1610612762,Utah Jazz,82,40,42,0.488,48.7,36.1,80.4,0.449,8.5,23.9,0.355,17.1,23,0.744,10.7,32.5,43.2,19,14.9,7.7,5.2,4.7,20.2,19.9,97.7,1.8,10,Utah Jazz,14.17600216,40
42015,1610612763,Memphis Grizzlies,82,42,40,0.512,48.4,36.8,83.6,0.44,6.1,18.5,0.331,19.3,24.7,0.783,11.2,30.5,41.6,20.7,13.3,8.8,4.3,5.7,21.7,21.1,99.1,-2.2,10,Memphis Grizzlies,13.99524546,31
42015,1610612764,Washington Wizards,82,41,41,0.5,48.2,39.5,85.8,0.46,8.6,24.2,0.358,16.5,22.5,0.73,9.1,32.8,41.8,24.5,14.5,8.6,3.9,4.3,20.8,20.1,104.1,-0.5,10,Washington Wizards,15.05686784,25
42015,1610612765,Detroit Pistons,82,44,38,0.537,48.5,37.9,86.4,0.439,9,26.2,0.345,17.1,25.5,0.668,12.5,33.9,46.3,19.4,13.5,7,3.7,4.5,19,21.6,102,0.6,10,Detroit Pistons,14.66115778,38
42015,1610612766,Charlotte Hornets,82,48,34,0.585,48.4,37,84.4,0.439,10.6,29.4,0.362,18.7,23.7,0.79,9,35,43.9,21.7,12.5,7.3,5.3,5.5,18.1,20.4,103.4,2.7,10,Charlotte Hornets,15.73525707,37
