SEASON_ID,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,PIE,CFID,CFPARAMS
42000,1610612752,New York Knicks,82,48,34,0.585,3981,98.7,95.5,3.1,0.552,1.28,15.7,0.242,0.743,0.501,0.161,0.476,0.523,89,0.52,10,New York Knicks
42000,1610612753,Orlando Magic,82,43,39,0.524,3991,100.4,99.2,1.2,0.598,1.45,16.6,0.291,0.698,0.489,0.156,0.474,0.513,95.82,0.495,10,Orlando Magic
42000,1610612755,Philadelphia 76ers,82,56,26,0.683,3971,100.7,96.2,4.5,0.583,1.31,16.2,0.312,0.725,0.523,0.168,0.468,0.518,93.14,0.536,10,Philadelphia 76ers
42000,1610612756,Phoenix Suns,82,51,31,0.622,3961,97.5,95.4,2.1,0.647,1.52,17.7,0.273,0.737,0.501,0.158,0.46,0.506,95.71,0.521,10,Phoenix Suns
42000,1610612757,Portland Trail Blazers,82,50,32,0.61,3956,103.6,99,4.6,0.653,1.56,18.7,0.3,0.724,0.519,0.166,0.497,0.539,91.65,0.544,10,Portland Trail Blazers
42000,1610612758,Sacramento Kings,82,55,27,0.671,4016,102.8,97,5.8,0.591,1.52,16.9,0.272,0.707,0.495,0.15,0.484,0.529,96.97,0.54,10,Sacramento Kings
42000,1610612759,San Antonio Spurs,82,58,24,0.707,3966,104.7,94.9,9.8,0.617,1.55,17.4,0.271,0.737,0.515,0.152,0.496,0.541,91.84,0.573,10,San Antonio Spurs
42000,1610612760,Seattle SuperSonics,82,44,38,0.537,3961,102.6,102.7,-0.1,0.592,1.43,17,0.291,0.698,0.496,0.161,0.491,0.53,94.18,0.494,10,Seattle SuperSonics
42000,1610612761,Toronto Raptors,82,47,35,0.573,3991,102.6,100.5,2.1,0.657,1.86,18.3,0.308,0.732,0.515,0.138,0.468,0.51,93.78,0.522,10,Toronto Raptors
42000,1610612762,Utah Jazz,82,53,29,0.646,3956,104.1,100,4.1,0.713,1.63,19.7,0.302,0.732,0.521,0.17,0.497,0.546,92.34,0.548,10,Utah Jazz
42000,1610612763,Vancouver Grizzlies,82,23,59,0.28,3956,96.8,103.2,-6.3,0.662,1.47,18,0.261,0.698,0.481,0.166,0.464,0.51,94.13,0.465,10,Vancouver Grizzlies
42000,1610612764,Washington Wizards,82,19,63,0.232,3936,97.8,104.8,-7,0.581,1.18,15.7,0.297,0.718,0.503,0.178,0.46,0.514,95.3,0.453,10,Washington Wizards
42001,1610612737,Atlanta Hawks,82,33,49,0.402,3955,99.1,103.7,-4.6,0.57,1.3,15.9,0.275,0.709,0.491,0.164,0.471,0.517,94.38,0.465,10,Atlanta Hawks
42001,1610612738,Boston Celtics,82,49,33,0.598,3966,101.1,98,3.1,0.604,1.55,16.5,0.241,0.729,0.479,0.143,0.476,0.52,94.99,0.5,10,Boston Celtics
42001,1610612766,Charlotte Hornets,82,44,38,0.537,3951,101.4,100,1.4,0.608,1.53,16.9,0.306,0.722,0.515,0.151,0.466,0.513,92.45,0.513,10,Charlotte Hornets
42001,1610612741,Chicago Bulls,82,21,61,0.256,3961,95.5,104.8,-9.3,0.646,1.45,17.4,0.266,0.714,0.484,0.163,0.456,0.499,93,0.436,10,Chicago Bulls
42001,1610612739,Cleveland Cavaliers,82,29,53,0.354,3971,101.7,105,-3.3,0.641,1.58,17.9,0.289,0.728,0.51,0.156,0.477,0.524,92.96,0.482,10,Cleveland Cavaliers
42001,1610612742,Dallas Mavericks,82,57,25,0.695,3976,109.5,104.8,4.7,0.566,1.83,17.1,0.261,0.707,0.487,0.126,0.507,0.553,95.27,0.517,10,Dallas Mavericks
42001,1610612743,Denver Nuggets,82,27,55,0.329,3961,97.8,104.9,-7.1,0.623,1.51,17,0.306,0.699,0.493,0.156,0.455,0.495,93.26,0.442,10,Denver Nuggets
42001,1610612765,Detroit Pistons,82,50,32,0.61,3936,102.5,99.3,3.3,0.62,1.48,17.4,0.244,0.705,0.476,0.158,0.497,0.54,92.42,0.523,10,Detroit Pistons
42001,1610612744,Golden State Warriors,82,21,61,0.256,3956,99.3,105.6,-6.3,0.569,1.24,15.4,0.353,0.694,0.519,0.171,0.452,0.499,97.49,0.456,10,Golden State Warriors
42001,1610612745,Houston Rockets,82,28,54,0.341,3996,99.7,105.9,-6.1,0.522,1.28,14.7,0.29,0.698,0.492,0.152,0.465,0.507,90.84,0.458,10,Houston Rockets
42001,1610612754,Indiana Pacers,82,42,40,0.512,3981,101.2,101.1,0.1,0.642,1.51,17.7,0.27,0.71,0.495,0.159,0.477,0.527,94.52,0.51,10,Indiana Pacers
42001,1610612746,Los Angeles Clippers,82,39,43,0.476,3961,102,103.2,-1.2,0.577,1.41,16.3,0.313,0.699,0.508,0.158,0.476,0.519,92.9,0.495,10,Los Angeles Clippers
42001,1610612747,Los Angeles Lakers,82,58,24,0.707,3956,106.5,98.7,7.8,0.597,1.81,17.6,0.288,0.72,0.506,0.133,0.498,0.534,94.76,0.549,10,Los Angeles Lakers
42001,1610612763,Memphis Grizzlies,82,23,59,0.28,3956,95.4,103.8,-8.4,0.626,1.33,17,0.278,0.68,0.479,0.174,0.462,0.501,93.5,0.456,10,Memphis Grizzlies
42001,1610612748,Miami Heat,82,36,46,0.439,3986,96,97.6,-1.6,0.594,1.37,16.6,0.266,0.74,0.505,0.163,0.463,0.501,89.73,0.501,10,Miami Heat
42001,1610612749,Milwaukee Bucks,82,41,41,0.5,3981,104.2,103.9,0.4,0.607,1.6,17.8,0.256,0.709,0.493,0.151,0.507,0.544,92.76,0.502,10,Milwaukee Bucks
42001,1610612750,Minnesota Timberwolves,82,50,32,0.61,3961,105.8,102.2,3.6,0.628,1.82,18.5,0.313,0.737,0.528,0.143,0.49,0.532,93.29,0.529,10,Minnesota Timberwolves
42001,1610612751,New Jersey Nets,82,52,30,0.634,3966,101.1,96.6,4.5,0.654,1.67,18.4,0.292,0.716,0.503,0.152,0.476,0.515,94.54,0.537,10,New Jersey Nets
42001,1610612752,New York Knicks,82,30,52,0.366,3961,98.6,103,-4.4,0.611,1.44,16.8,0.256,0.719,0.488,0.156,0.468,0.514,92.32,0.466,10,New York Knicks
42001,1610612753,Orlando Magic,82,44,38,0.537,3966,104.1,102.5,1.6,0.584,1.61,16.9,0.263,0.692,0.476,0.141,0.493,0.533,95.75,0.497,10,Orlando Magic
42001,1610612755,Philadelphia 76ers,82,43,39,0.524,3946,99.1,97.5,1.6,0.584,1.3,16,0.317,0.721,0.521,0.167,0.452,0.507,91.5,0.52,10,Philadelphia 76ers
42001,1610612756,Phoenix Suns,82,36,46,0.439,3966,100.2,101,-0.7,0.593,1.53,17.2,0.301,0.702,0.499,0.155,0.472,0.51,94.21,0.486,10,Phoenix Suns
42001,1610612757,Portland Trail Blazers,82,49,33,0.598,3966,104.4,101,3.4,0.641,1.64,18.2,0.318,0.733,0.523,0.154,0.485,0.528,91.98,0.518,10,Portland Trail Blazers
42001,1610612758,Sacramento Kings,82,61,21,0.744,3951,106.4,98.6,7.7,0.6,1.74,17.7,0.279,0.717,0.502,0.14,0.497,0.539,97.99,0.552,10,Sacramento Kings
42001,1610612759,San Antonio Spurs,82,58,24,0.707,3971,104,96.5,7.5,0.564,1.39,16.1,0.272,0.719,0.503,0.155,0.492,0.539,92.57,0.554,10,San Antonio Spurs
42001,1610612760,Seattle SuperSonics,82,45,37,0.549,3966,105.8,102.5,3.4,0.615,1.71,18.4,0.294,0.681,0.491,0.148,0.505,0.54,91.69,0.522,10,Seattle SuperSonics
42001,1610612761,Toronto Raptors,82,42,40,0.512,3951,99.4,100,-0.6,0.609,1.52,17,0.314,0.701,0.501,0.156,0.463,0.501,91.56,0.496,10,Toronto Raptors
42001,1610612762,Utah Jazz,82,44,38,0.537,3966,102.4,101.6,0.8,0.697,1.48,18.5,0.335,0.717,0.525,0.176,0.472,0.529,92.98,0.53,10,Utah Jazz
42001,1610612764,Washington Wizards,82,37,45,0.451,3946,101.5,103.2,-1.7,0.584,1.61,16.7,0.307,0.714,0.508,0.142,0.464,0.508,91.11,0.486,10,Washington Wizards
42002,1610612737,Atlanta Hawks,82,35,47,0.427,3981,99.6,102.8,-3.2,0.587,1.23,16.2,0.279,0.704,0.5,0.176,0.476,0.527,93.67,0.483,10,Atlanta Hawks
42002,1610612738,Boston Celtics,82,44,38,0.537,3966,98.9,98.5,0.4,0.583,1.37,15.6,0.236,0.725,0.474,0.149,0.47,0.514,93.37,0.48,10,Boston Celtics
42002,1610612741,Chicago Bulls,82,30,52,0.366,3985,97.3,103.1,-5.8,0.596,1.28,16.5,0.277,0.695,0.489,0.173,0.471,0.512,96.14,0.457,10,Chicago Bulls
42002,1610612739,Cleveland Cavaliers,82,17,65,0.207,3966,93.5,103.6,-10.1,0.601,1.14,15.8,0.31,0.732,0.517,0.187,0.444,0.491,96.86,0.431,10,Cleveland Cavaliers
42002,1610612742,Dallas Mavericks,82,60,22,0.732,3956,108.2,99.4,8.8,0.581,1.94,17.4,0.254,0.709,0.481,0.121,0.498,0.543,95.01,0.546,10,Dallas Mavericks
42002,1610612743,Denver Nuggets,82,17,65,0.207,3946,88.9,99,-10,0.646,1.15,16.4,0.313,0.733,0.513,0.195,0.428,0.469,93.78,0.425,10,Denver Nuggets
42002,1610612765,Detroit Pistons,82,50,32,0.61,3981,101.4,97.3,4.2,0.6,1.47,16.4,0.259,0.74,0.496,0.149,0.473,0.523,89.1,0.525,10,Detroit Pistons
42002,1610612744,Golden State Warriors,82,38,44,0.463,3951,105,106,-1,0.559,1.32,15.6,0.35,0.679,0.516,0.162,0.472,0.526,97.25,0.492,10,Golden State Warriors
42002,1610612745,Houston Rockets,82,43,39,0.524,3986,101,99.9,1.1,0.53,1.18,14.8,0.303,0.724,0.518,0.168,0.474,0.522,91.46,0.511,10,Houston Rockets
42002,1610612754,Indiana Pacers,82,48,34,0.585,3981,101.6,97.9,3.7,0.656,1.58,17.8,0.29,0.723,0.511,0.155,0.469,0.522,94.23,0.538,10,Indiana Pacers
42002,1610612746,Los Angeles Clippers,82,27,55,0.329,3951,99.5,103.6,-4.1,0.566,1.24,15.5,0.291,0.702,0.497,0.167,0.467,0.516,94.03,0.47,10,Los Angeles Clippers
42002,1610612747,Los Angeles Lakers,82,50,32,0.61,3986,104.1,101.8,2.3,0.618,1.6,17.5,0.302,0.727,0.513,0.151,0.486,0.528,95.15,0.52,10,Los Angeles Lakers
42002,1610612763,Memphis Grizzlies,82,28,54,0.341,3986,101,104.6,-3.6,0.621,1.5,17.6,0.27,0.687,0.481,0.159,0.487,0.526,95.19,0.482,10,Memphis Grizzlies
42002,1610612748,Miami Heat,82,25,57,0.305,3966,93.8,99.8,-6,0.558,1.29,15.1,0.268,0.739,0.497,0.156,0.439,0.483,90.32,0.456,10,Miami Heat
42002,1610612749,Milwaukee Bucks,82,42,40,0.512,3981,106.2,105.3,1,0.599,1.75,17.6,0.256,0.699,0.477,0.136,0.5,0.543,92.91,0.495,10,Milwaukee Bucks
42002,1610612750,Minnesota Timberwolves,82,51,31,0.622,3961,103.5,100.6,2.9,0.653,1.84,19.2,0.282,0.729,0.511,0.145,0.488,0.528,94.57,0.529,10,Minnesota Timberwolves
42002,1610612751,New Jersey Nets,82,49,33,0.598,3951,100.6,95.5,5.1,0.649,1.56,17.7,0.287,0.731,0.509,0.156,0.468,0.518,94.23,0.544,10,New Jersey Nets
42002,1610612740,New Orleans Hornets,82,47,35,0.573,3981,100.6,98.4,2.3,0.62,1.49,17.1,0.317,0.731,0.522,0.158,0.465,0.511,92.25,0.517,10,New Orleans Hornets
42002,1610612752,New York Knicks,82,37,45,0.451,3971,101.5,103.7,-2.2,0.607,1.57,17.3,0.244,0.718,0.476,0.148,0.486,0.528,93.26,0.474,10,New York Knicks
42002,1610612753,Orlando Magic,82,42,40,0.512,3961,102.3,101.9,0.4,0.569,1.42,15.9,0.27,0.711,0.484,0.149,0.478,0.526,95.83,0.482,10,Orlando Magic
42002,1610612755,Philadelphia 76ers,82,48,34,0.585,3971,101.8,100,1.8,0.595,1.46,16.7,0.303,0.727,0.511,0.155,0.466,0.52,94.02,0.516,10,Philadelphia 76ers
42002,1610612756,Phoenix Suns,82,44,38,0.537,3961,100.7,99.4,1.2,0.572,1.42,16.3,0.297,0.703,0.498,0.155,0.473,0.514,94.34,0.498,10,Phoenix Suns
42002,1610612757,Portland Trail Blazers,82,50,32,0.61,3970,102.6,99.5,3.1,0.623,1.49,17.8,0.302,0.723,0.513,0.164,0.489,0.531,92.07,0.515,10,Portland Trail Blazers
42002,1610612758,Sacramento Kings,82,59,23,0.72,3966,103.1,96.3,6.8,0.627,1.71,18.5,0.256,0.706,0.493,0.147,0.499,0.535,97.99,0.551,10,Sacramento Kings
42002,1610612759,San Antonio Spurs,82,60,22,0.732,3966,103.1,96.6,6.5,0.563,1.26,16,0.288,0.713,0.511,0.17,0.497,0.541,92.51,0.549,10,San Antonio Spurs
42002,1610612760,Seattle SuperSonics,82,40,42,0.488,3971,100.7,100.9,-0.2,0.615,1.64,17.3,0.281,0.718,0.496,0.144,0.472,0.512,90.65,0.503,10,Seattle SuperSonics
42002,1610612761,Toronto Raptors,82,24,58,0.293,3961,97.4,104.3,-6.9,0.556,1.34,15.4,0.282,0.707,0.486,0.154,0.458,0.497,92.42,0.447,10,Toronto Raptors
42002,1610612762,Utah Jazz,82,47,35,0.573,3956,102.4,99.8,2.7,0.727,1.53,19.7,0.325,0.702,0.521,0.181,0.486,0.537,91.96,0.551,10,Utah Jazz
42002,1610612764,Washington Wizards,82,37,45,0.451,3966,100.2,100.9,-0.7,0.572,1.47,16.1,0.273,0.716,0.494,0.146,0.46,0.513,90.79,0.498,10,Washington Wizards
42003,1610612737,Atlanta Hawks,82,28,54,0.341,3981,98.2,103.1,-4.9,0.583,1.22,15.9,0.286,0.705,0.498,0.174,0.465,0.514,93.49,0.466,10,Atlanta Hawks
42003,1610612738,Boston Celtics,82,36,46,0.439,3941,99.9,100.2,-0.3,0.592,1.26,16.3,0.252,0.695,0.478,0.17,0.486,0.532,95.79,0.49,10,Boston Celtics
42003,1610612741,Chicago Bulls,82,23,59,0.28,3966,93.9,100.5,-6.6,0.641,1.36,16.8,0.281,0.714,0.491,0.169,0.446,0.486,94.82,0.446,10,Chicago Bulls
42003,1610612739,Cleveland Cavaliers,82,35,47,0.427,3971,98.4,101.3,-2.9,0.619,1.49,16.9,0.311,0.73,0.52,0.157,0.451,0.498,93.55,0.491,10,Cleveland Cavaliers
42003,1610612742,Dallas Mavericks,82,52,30,0.634,3961,109.6,104.3,5.2,0.591,1.96,17.8,0.314,0.716,0.51,0.127,0.495,0.536,95.68,0.526,10,Dallas Mavericks
42003,1610612743,Denver Nuggets,82,43,39,0.524,3946,100.8,99.9,0.9,0.599,1.4,16.6,0.305,0.693,0.496,0.162,0.467,0.517,96.1,0.505,10,Denver Nuggets
42003,1610612765,Detroit Pistons,82,54,28,0.659,3956,99.1,92.5,6.6,0.62,1.37,16.7,0.301,0.718,0.513,0.166,0.461,0.511,90.53,0.558,10,Detroit Pistons
42003,1610612744,Golden State Warriors,82,37,45,0.451,3971,100.5,101.2,-0.7,0.585,1.39,16.3,0.284,0.721,0.502,0.159,0.475,0.517,92.06,0.491,10,Golden State Warriors
42003,1610612745,Houston Rockets,82,45,37,0.549,3986,98.1,96.4,1.8,0.577,1.15,15.9,0.265,0.745,0.517,0.183,0.484,0.528,90.28,0.513,10,Houston Rockets
42003,1610612754,Indiana Pacers,82,61,21,0.744,3961,100.9,94.8,6.1,0.644,1.5,17.5,0.285,0.739,0.509,0.159,0.471,0.52,89.86,0.539,10,Indiana Pacers
42003,1610612746,Los Angeles Clippers,82,28,54,0.341,3961,99.8,105.9,-6.1,0.587,1.23,15.6,0.328,0.7,0.513,0.173,0.453,0.512,93.8,0.464,10,Los Angeles Clippers
42003,1610612747,Los Angeles Lakers,82,56,26,0.683,3971,102.7,98.7,4,0.643,1.72,18.1,0.281,0.733,0.504,0.144,0.481,0.522,94.76,0.538,10,Los Angeles Lakers
42003,1610612763,Memphis Grizzlies,82,50,32,0.61,3976,101.9,99.2,2.7,0.646,1.56,17.8,0.295,0.684,0.487,0.158,0.479,0.522,93.99,0.522,10,Memphis Grizzlies
42003,1610612748,Miami Heat,82,42,40,0.512,3951,99.3,98.9,0.4,0.573,1.38,15.7,0.274,0.734,0.502,0.152,0.463,0.51,90.51,0.496,10,Miami Heat
42003,1610612749,Milwaukee Bucks,82,41,41,0.5,3956,103.5,102.6,0.9,0.63,1.69,17.7,0.276,0.718,0.497,0.143,0.477,0.528,94.12,0.51,10,Milwaukee Bucks
42003,1610612750,Minnesota Timberwolves,82,58,24,0.707,3951,103.3,96.6,6.7,0.623,1.81,18.4,0.267,0.725,0.509,0.139,0.486,0.528,91.53,0.554,10,Minnesota Timberwolves
42003,1610612751,New Jersey Nets,82,47,35,0.573,3941,98.2,95.2,3,0.714,1.66,19.3,0.259,0.739,0.499,0.16,0.471,0.515,91.9,0.533,10,New Jersey Nets
42003,1610612740,New Orleans Hornets,82,41,41,0.5,3966,99.1,99.5,-0.3,0.619,1.4,16.5,0.306,0.713,0.504,0.162,0.46,0.505,91.83,0.491,10,New Orleans Hornets
42003,1610612752,New York Knicks,82,39,43,0.476,3976,99.1,100.3,-1.2,0.588,1.31,16.5,0.28,0.728,0.507,0.169,0.474,0.518,92.08,0.488,10,New York Knicks
42003,1610612753,Orlando Magic,82,21,61,0.256,3966,99.3,107.5,-8.3,0.545,1.41,15.3,0.281,0.687,0.479,0.145,0.461,0.504,93.65,0.434,10,Orlando Magic
42003,1610612755,Philadelphia 76ers,82,33,49,0.402,3971,96.1,99.1,-3,0.611,1.25,16.3,0.282,0.707,0.497,0.174,0.456,0.505,90.66,0.484,10,Philadelphia 76ers
42003,1610612756,Phoenix Suns,82,29,53,0.354,3946,98.8,102.2,-3.4,0.536,1.27,15.4,0.266,0.699,0.481,0.16,0.475,0.515,95.33,0.466,10,Phoenix Suns
42003,1610612757,Portland Trail Blazers,82,41,41,0.5,3996,100.5,102.2,-1.6,0.61,1.46,17.3,0.312,0.7,0.508,0.164,0.478,0.515,88.79,0.488,10,Portland Trail Blazers
42003,1610612758,Sacramento Kings,82,55,27,0.671,3956,107.3,102.2,5.1,0.694,1.89,19.7,0.26,0.698,0.484,0.145,0.507,0.554,95.29,0.544,10,Sacramento Kings
42003,1610612759,San Antonio Spurs,82,57,25,0.695,3951,99.8,91.6,8.2,0.59,1.39,16.4,0.295,0.746,0.523,0.16,0.473,0.511,91.51,0.566,10,San Antonio Spurs
42003,1610612760,Seattle SuperSonics,82,37,45,0.451,3961,104,104.7,-0.6,0.606,1.5,17.2,0.272,0.685,0.48,0.155,0.501,0.54,92.78,0.491,10,Seattle SuperSonics
42003,1610612761,Toronto Raptors,82,33,49,0.402,3996,94.6,97.6,-3,0.593,1.35,16,0.238,0.701,0.468,0.157,0.454,0.495,89.14,0.476,10,Toronto Raptors
42003,1610612762,Utah Jazz,82,42,40,0.512,3956,98.3,100.4,-2.1,0.621,1.22,16.4,0.341,0.724,0.529,0.184,0.456,0.509,89.44,0.493,10,Utah Jazz
42003,1610612764,Washington Wizards,82,25,57,0.305,3966,95.9,101.9,-6.1,0.557,1.07,14.6,0.307,0.695,0.496,0.183,0.454,0.5,94.96,0.441,10,Washington Wizards
42004,1610612737,Atlanta Hawks,82,13,69,0.159,3971,97.9,108.4,-10.5,0.549,1.22,15.4,0.307,0.721,0.504,0.17,0.464,0.504,93.8,0.422,10,Atlanta Hawks
42004,1610612738,Boston Celtics,82,45,37,0.549,3976,104.8,103.3,1.5,0.594,1.4,17,0.272,0.701,0.491,0.164,0.501,0.551,95.92,0.505,10,Boston Celtics
42004,1610612766,Charlotte Bobcats,82,18,64,0.22,3976,98,104.7,-6.8,0.606,1.51,16.7,0.295,0.709,0.491,0.151,0.455,0.497,95,0.46,10,Charlotte Bobcats
42004,1610612741,Chicago Bulls,82,47,35,0.573,3966,98.5,97.5,1,0.612,1.27,16.4,0.284,0.726,0.506,0.174,0.471,0.517,95.11,0.498,10,Chicago Bulls
42004,1610612739,Cleveland Cavaliers,82,42,40,0.512,3971,103.2,102.5,0.7,0.619,1.62,17.4,0.325,0.715,0.515,0.149,0.47,0.518,92.62,0.51,10,Cleveland Cavaliers
42004,1610612742,Dallas Mavericks,82,58,24,0.707,3946,107.5,101,6.4,0.526,1.46,15.4,0.286,0.702,0.499,0.141,0.492,0.545,95.33,0.537,10,Dallas Mavericks
42004,1610612743,Denver Nuggets,82,49,33,0.598,3951,103.4,100.7,2.7,0.645,1.6,18.1,0.284,0.717,0.502,0.155,0.483,0.535,96.13,0.531,10,Denver Nuggets
42004,1610612765,Detroit Pistons,82,54,28,0.659,3991,102.8,97.9,4.8,0.627,1.58,17.4,0.312,0.73,0.523,0.152,0.472,0.519,89.83,0.542,10,Detroit Pistons
42004,1610612744,Golden State Warriors,82,34,48,0.415,3981,101.9,104,-2,0.598,1.63,16.7,0.278,0.697,0.478,0.14,0.475,0.512,95.85,0.473,10,Golden State Warriors
42004,1610612745,Houston Rockets,82,51,31,0.622,3971,103.2,98.9,4.3,0.609,1.53,17.1,0.263,0.745,0.51,0.15,0.486,0.534,91.28,0.527,10,Houston Rockets
42004,1610612754,Indiana Pacers,82,44,38,0.537,3981,102.4,101.9,0.5,0.558,1.27,15.2,0.264,0.713,0.492,0.158,0.476,0.534,89.63,0.504,10,Indiana Pacers
42004,1610612746,Los Angeles Clippers,82,37,45,0.451,4006,102.2,103.4,-1.2,0.65,1.47,18,0.303,0.713,0.515,0.168,0.477,0.533,91.85,0.518,10,Los Angeles Clippers
42004,1610612747,Los Angeles Lakers,82,34,48,0.415,3956,104.9,108,-3.1,0.578,1.42,16.1,0.295,0.711,0.504,0.152,0.485,0.535,93.65,0.468,10,Los Angeles Lakers
42004,1610612763,Memphis Grizzlies,82,45,37,0.549,3941,102.5,99.9,2.7,0.612,1.43,17,0.271,0.699,0.486,0.16,0.489,0.535,91.08,0.515,10,Memphis Grizzlies
42004,1610612748,Miami Heat,82,59,23,0.72,3996,108.2,99.8,8.4,0.578,1.59,17.3,0.27,0.741,0.515,0.146,0.524,0.559,93.09,0.556,10,Miami Heat
42004,1610612749,Milwaukee Bucks,82,30,52,0.366,3956,103.4,106.7,-3.3,0.58,1.52,16.5,0.29,0.72,0.503,0.147,0.475,0.527,93.47,0.478,10,Milwaukee Bucks
42004,1610612750,Minnesota Timberwolves,82,44,38,0.537,3951,104.9,103.7,1.2,0.63,1.78,18.4,0.286,0.714,0.51,0.143,0.489,0.534,91.7,0.518,10,Minnesota Timberwolves
42004,1610612751,New Jersey Nets,82,42,40,0.512,3981,98.3,100.4,-2.1,0.644,1.52,17.3,0.255,0.732,0.49,0.153,0.463,0.512,91.73,0.49,10,New Jersey Nets
42004,1610612740,New Orleans Hornets,82,18,64,0.22,3986,95.9,105.1,-9.1,0.634,1.42,16.7,0.291,0.707,0.49,0.161,0.446,0.493,90.39,0.437,10,New Orleans Hornets
42004,1610612752,New York Knicks,82,33,49,0.402,3976,103,106.5,-3.5,0.559,1.38,16,0.283,0.712,0.496,0.155,0.485,0.531,93.08,0.475,10,New York Knicks
42004,1610612753,Orlando Magic,82,36,46,0.439,3941,102.1,104.2,-2.1,0.522,1.2,14.9,0.299,0.713,0.509,0.165,0.478,0.529,97.42,0.489,10,Orlando Magic
42004,1610612755,Philadelphia 76ers,82,43,39,0.524,3971,100.8,101.5,-0.7,0.58,1.34,16,0.254,0.727,0.488,0.158,0.475,0.528,97.54,0.493,10,Philadelphia 76ers
42004,1610612756,Phoenix Suns,82,62,20,0.756,3956,111.9,103.7,8.2,0.575,1.71,17.5,0.275,0.683,0.489,0.139,0.534,0.571,98.62,0.546,10,Phoenix Suns
42004,1610612757,Portland Trail Blazers,82,27,55,0.329,3946,100.1,104.5,-4.4,0.595,1.32,16.7,0.296,0.677,0.494,0.172,0.484,0.524,92.6,0.475,10,Portland Trail Blazers
42004,1610612758,Sacramento Kings,82,50,32,0.61,3971,107.5,105,2.5,0.626,1.87,18.3,0.288,0.69,0.489,0.136,0.496,0.541,95.72,0.522,10,Sacramento Kings
42004,1610612759,San Antonio Spurs,82,59,23,0.72,3961,104.9,95.8,9.1,0.606,1.57,17.2,0.291,0.736,0.513,0.15,0.492,0.534,91.42,0.565,10,San Antonio Spurs
42004,1610612760,Seattle SuperSonics,82,52,30,0.634,3951,108.1,106.1,2,0.516,1.34,14.8,0.324,0.713,0.519,0.148,0.495,0.546,90.99,0.504,10,Seattle SuperSonics
42004,1610612761,Toronto Raptors,82,33,49,0.402,3961,104.5,105.9,-1.3,0.566,1.54,16.2,0.237,0.711,0.47,0.139,0.492,0.539,94.97,0.479,10,Toronto Raptors
42004,1610612762,Utah Jazz,82,26,56,0.317,3956,101.1,107,-5.9,0.646,1.41,17.5,0.319,0.723,0.516,0.171,0.469,0.522,91.01,0.475,10,Utah Jazz
42004,1610612764,Washington Wizards,82,45,37,0.549,3956,104,104.2,-0.2,0.527,1.33,14.7,0.311,0.7,0.499,0.148,0.474,0.523,96.18,0.485,10,Washington Wizards
42005,1610612737,Atlanta Hawks,82,26,56,0.317,3976,103.8,108.3,-4.5,0.552,1.27,15.7,0.314,0.695,0.499,0.167,0.486,0.534,92.99,0.462,10,Atlanta Hawks
42005,1610612738,Boston Celtics,82,33,49,0.402,3976,102.5,104,-1.5,0.581,1.26,16.6,0.255,0.728,0.497,0.173,0.504,0.551,94.66,0.485,10,Boston Celtics
42005,1610612766,Charlotte Bobcats,82,26,56,0.317,3981,99.5,104.2,-4.7,0.58,1.47,16.1,0.271,0.707,0.475,0.146,0.464,0.509,95.98,0.463,10,Charlotte Bobcats
42005,1610612741,Chicago Bulls,82,41,41,0.5,3981,101.3,100.2,1,0.601,1.47,17,0.263,0.747,0.506,0.155,0.487,0.527,95.68,0.501,10,Chicago Bulls
42005,1610612739,Cleveland Cavaliers,82,50,32,0.61,3966,105.2,102.6,2.5,0.536,1.37,15.4,0.284,0.757,0.518,0.149,0.492,0.538,92.16,0.51,10,Cleveland Cavaliers
42005,1610612742,Dallas Mavericks,82,60,22,0.732,3976,108.7,101.9,6.8,0.5,1.32,14.8,0.318,0.722,0.524,0.149,0.495,0.55,90.33,0.551,10,Dallas Mavericks
42005,1610612743,Denver Nuggets,82,44,38,0.537,3986,102.8,102.1,0.7,0.624,1.58,17.7,0.268,0.72,0.497,0.152,0.488,0.535,96.6,0.512,10,Denver Nuggets
42005,1610612765,Detroit Pistons,82,64,18,0.78,3966,107.7,100.2,7.6,0.661,2.12,19.1,0.289,0.712,0.498,0.126,0.497,0.535,89.28,0.557,10,Detroit Pistons
42005,1610612744,Golden State Warriors,82,34,48,0.415,3966,101.9,103.5,-1.6,0.576,1.47,16,0.269,0.716,0.487,0.146,0.479,0.521,95.82,0.475,10,Golden State Warriors
42005,1610612745,Houston Rockets,82,34,48,0.415,3966,98.9,100.6,-1.7,0.583,1.32,16,0.255,0.746,0.505,0.16,0.471,0.519,90.39,0.49,10,Houston Rockets
42005,1610612754,Indiana Pacers,82,41,41,0.5,3946,101.6,99.9,1.7,0.585,1.3,16.1,0.271,0.726,0.505,0.165,0.487,0.533,92.05,0.514,10,Indiana Pacers
42005,1610612746,Los Angeles Clippers,82,47,35,0.573,3961,102.9,100.7,2.3,0.571,1.44,16.6,0.254,0.759,0.518,0.153,0.487,0.54,94.11,0.523,10,Los Angeles Clippers
