SEASON_ID,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PTS,PLUS_MINUS,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,PIE
42012,1610612741,Chicago Bulls,82,45,37,0.549,48.4,35.7,81.7,0.437,5.4,15.4,0.353,16.4,21.2,0.773,12.5,30.7,43.2,23.0,14.3,7.2,5.1,5.8,19.7,93.2,0.3,100.4,100.3,0.1,0.645,1.61,17.9,0.294,0.736,0.512,0.154,0.47,0.512,91.97,0.514
42012,1610612739,Cleveland Cavaliers,82,24,58,0.293,48.1,36.5,84.2,0.434,6.7,19.3,0.346,16.8,22.3,0.756,12.2,28.8,41.0,20.7,14.0,7.9,4.1,6.8,21.2,96.5,-4.7,100.8,106.9,-6.1,0.566,1.47,16.1,0.281,0.726,0.493,0.146,0.473,0.514,94.95,0.45
42012,1610612742,Dallas Mavericks,82,41,41,0.5,48.7,38.8,84.0,0.462,7.4,19.9,0.372,16.1,20.4,0.793,9.4,32.6,41.9,23.2,14.0,7.9,5.5,4.1,20.7,101.1,-0.6,103.6,104.0,-0.4,0.599,1.67,17.9,0.218,0.731,0.479,0.143,0.506,0.544,96.25,0.502
42012,1610612743,Denver Nuggets,82,57,25,0.695,48.5,40.7,85.2,0.478,6.4,18.5,0.343,18.4,26.2,0.701,13.3,31.7,45.0,24.4,15.3,9.3,6.5,6.8,20.5,106.1,5.1,107.6,102.0,5.6,0.6,1.6,17.9,0.314,0.718,0.52,0.155,0.515,0.549,97.76,0.538
42012,1610612765,Detroit Pistons,82,29,53,0.354,48.3,36.3,81.0,0.449,6.3,17.6,0.356,15.9,22.8,0.699,12.1,30.0,42.1,21.2,15.1,7.0,4.9,5.8,19.8,94.9,-4.0,100.9,105.6,-4.8,0.585,1.4,16.7,0.283,0.73,0.502,0.161,0.487,0.521,93.21,0.467
42012,1610612744,Golden State Warriors,82,47,35,0.573,48.3,38.2,83.4,0.458,8.0,19.9,0.403,16.8,21.3,0.79,10.8,34.2,45.0,22.5,15.1,6.9,4.2,4.9,21.4,101.2,0.9,104.2,102.6,1.7,0.589,1.49,17.3,0.254,0.755,0.513,0.155,0.506,0.545,96.81,0.502
42012,1610612745,Houston Rockets,82,45,37,0.549,48.2,38.1,82.7,0.461,10.6,28.9,0.366,19.2,25.5,0.754,11.1,32.3,43.4,23.2,16.4,8.3,4.4,6.1,20.3,106.0,3.5,106.7,103.5,3.3,0.609,1.41,17.4,0.264,0.752,0.51,0.166,0.525,0.564,98.64,0.51
42012,1610612754,Indiana Pacers,81,49,32,0.605,48.4,35.1,80.6,0.436,6.9,19.7,0.347,17.6,23.6,0.746,12.9,33.0,45.9,20.3,15.1,7.2,6.3,5.7,20.0,94.7,4.0,101.6,96.6,5.0,0.578,1.34,16.1,0.303,0.746,0.529,0.162,0.479,0.521,92.84,0.537
42012,1610612746,Los Angeles Clippers,82,56,26,0.683,48.1,38.5,80.6,0.478,7.6,21.4,0.358,16.4,23.0,0.711,11.4,30.2,41.6,23.9,14.6,9.6,5.6,4.1,20.9,101.1,6.5,107.7,101.0,6.7,0.62,1.64,18.5,0.288,0.735,0.516,0.156,0.526,0.557,93.56,0.548
42012,1610612747,Los Angeles Lakers,82,45,37,0.549,48.2,37.1,81.0,0.458,8.7,24.6,0.355,19.3,27.9,0.692,11.5,33.3,44.8,22.2,15.0,7.0,5.2,4.8,17.9,102.2,1.2,105.6,103.6,2.0,0.598,1.48,17.0,0.27,0.743,0.512,0.155,0.512,0.548,96.78,0.513
42012,1610612763,Memphis Grizzlies,82,56,26,0.683,48.3,36.1,81.5,0.444,4.7,13.5,0.345,16.5,21.3,0.773,12.9,29.8,42.7,20.9,14.0,8.6,5.3,5.5,20.2,93.4,4.1,101.7,97.4,4.2,0.579,1.5,16.6,0.31,0.743,0.522,0.152,0.472,0.514,91.15,0.531
42012,1610612748,Miami Heat,82,66,16,0.805,48.5,38.4,77.4,0.496,8.7,22.1,0.396,17.4,23.0,0.754,8.2,30.4,38.6,23.0,13.9,8.7,5.4,3.2,18.7,102.9,7.9,110.3,100.5,9.9,0.6,1.65,18.5,0.222,0.73,0.49,0.15,0.552,0.588,92.97,0.564
42012,1610612749,Milwaukee Bucks,82,38,44,0.463,48.4,38.1,87.8,0.435,7.3,20.4,0.36,15.3,20.7,0.736,13.0,30.9,44.0,22.9,14.1,8.4,6.7,4.4,19.0,98.9,-1.5,100.9,102.3,-1.4,0.6,1.62,17.1,0.279,0.713,0.488,0.144,0.476,0.51,97.32,0.488
42012,1610612750,Minnesota Timberwolves,82,31,51,0.378,48.1,35.9,81.7,0.439,5.5,18.0,0.305,18.5,24.9,0.742,11.9,30.2,42.0,22.4,14.8,8.5,4.7,5.9,18.4,95.7,-2.4,100.1,102.9,-2.8,0.624,1.51,17.2,0.274,0.74,0.499,0.155,0.473,0.516,95.22,0.494
42012,1610612740,New Orleans Hornets,82,27,55,0.329,48.2,36.0,80.4,0.448,6.5,18.0,0.363,15.5,20.0,0.776,12.0,29.6,41.6,21.0,14.5,6.3,5.4,6.0,20.4,94.1,-3.9,102.7,107.6,-5.0,0.582,1.44,16.8,0.292,0.744,0.514,0.159,0.489,0.528,90.86,0.464
42012,1610612752,New York Knicks,82,54,28,0.659,48.1,36.5,81.6,0.448,10.9,28.9,0.376,16.0,21.1,0.759,10.9,29.7,40.6,19.3,12.0,8.2,3.6,4.0,20.1,100.0,4.2,108.6,103.5,5.1,0.527,1.6,15.8,0.256,0.747,0.493,0.131,0.515,0.55,92.03,0.512
42012,1610612760,Oklahoma City Thunder,82,60,22,0.732,48.4,38.1,79.3,0.481,7.3,19.4,0.377,22.2,26.8,0.828,10.4,33.2,43.6,21.4,15.3,8.3,7.6,3.9,20.2,105.7,9.2,110.2,99.2,11.0,0.561,1.4,16.7,0.267,0.734,0.517,0.159,0.527,0.58,95.89,0.57
42012,1610612753,Orlando Magic,82,20,62,0.244,48.2,37.7,84.2,0.448,6.2,18.7,0.329,12.5,16.6,0.755,10.9,31.9,42.7,22.8,14.5,6.4,4.4,5.2,19.4,94.1,-7.0,98.9,106.7,-7.8,0.605,1.57,17.7,0.254,0.746,0.5,0.153,0.485,0.514,94.48,0.459
42012,1610612755,Philadelphia 76ers,82,34,48,0.415,48.2,37.3,84.1,0.444,6.3,17.5,0.36,12.2,16.8,0.729,10.9,30.4,41.3,22.8,13.0,7.4,4.7,4.8,18.4,93.2,-3.3,99.5,103.0,-3.4,0.61,1.74,17.9,0.249,0.734,0.484,0.139,0.481,0.509,93.31,0.474
42012,1610612756,Phoenix Suns,82,25,57,0.305,48.3,37.3,84.4,0.443,5.9,17.7,0.33,14.7,19.7,0.744,11.7,29.9,41.6,22.6,15.6,8.0,5.3,5.1,20.6,95.2,-6.5,98.2,105.7,-7.5,0.606,1.45,17.2,0.27,0.719,0.49,0.161,0.477,0.512,95.95,0.458
42012,1610612757,Portland Trail Blazers,82,33,49,0.402,48.4,36.7,81.9,0.448,8.2,23.2,0.353,15.9,20.5,0.776,10.7,30.2,40.8,21.8,14.7,6.6,4.3,4.4,18.5,97.5,-3.2,102.7,106.9,-4.2,0.593,1.48,17.1,0.253,0.733,0.49,0.155,0.498,0.536,93.72,0.468
42012,1610612758,Sacramento Kings,82,28,54,0.341,48.4,37.6,84.2,0.447,7.4,20.5,0.363,17.5,22.8,0.769,11.5,29.1,40.6,20.8,14.6,8.2,4.2,6.3,20.9,100.2,-4.9,103.0,108.6,-5.6,0.553,1.42,16.1,0.266,0.71,0.482,0.15,0.491,0.532,96.34,0.454
42012,1610612759,San Antonio Spurs,82,58,24,0.707,48.5,39.1,81.4,0.481,8.1,21.5,0.376,16.6,21.0,0.791,8.1,33.2,41.3,25.1,14.7,8.5,5.4,4.9,17.4,103.0,6.4,105.9,99.2,6.8,0.641,1.71,19.2,0.205,0.749,0.493,0.151,0.531,0.568,96.36,0.551
42012,1610612761,Toronto Raptors,82,34,48,0.415,48.7,36.3,81.5,0.446,7.0,20.3,0.343,17.6,22.3,0.788,10.6,29.6,40.2,21.5,13.7,7.3,4.8,4.7,22.4,97.2,-1.5,102.9,104.7,-1.7,0.592,1.57,17.0,0.255,0.734,0.491,0.145,0.488,0.532,92.94,0.484
42012,1610612762,Utah Jazz,82,43,39,0.524,48.5,37.1,81.8,0.454,6.2,16.9,0.366,17.5,23.0,0.764,12.1,30.0,42.0,22.7,14.8,8.4,6.3,5.9,21.3,98.0,-0.1,103.6,104.3,-0.7,0.61,1.54,17.5,0.288,0.732,0.507,0.156,0.492,0.533,93.4,0.504
42012,1610612764,Washington Wizards,82,29,53,0.354,48.4,35.5,81.6,0.435,6.6,18.2,0.365,15.6,21.3,0.733,10.8,32.3,43.2,21.6,15.1,7.3,4.6,4.4,20.5,93.2,-2.5,97.8,100.6,-2.7,0.61,1.43,16.9,0.246,0.746,0.494,0.158,0.475,0.512,94.41,0.481
42013,1610612737,Atlanta Hawks,82,38,44,0.463,48.4,37.3,81.6,0.458,9.4,25.8,0.363,17.0,21.7,0.781,8.7,31.3,40.0,24.9,15.3,8.3,4.0,4.3,19.2,101.0,-0.5,103.4,104.1,-0.7,0.667,1.63,19.0,0.21,0.744,0.479,0.156,0.515,0.554,96.87,0.502
42013,1610612738,Boston Celtics,82,25,57,0.305,48.1,36.5,83.9,0.435,7.0,21.1,0.333,16.2,20.8,0.777,12.0,30.5,42.5,21.0,15.4,7.1,4.2,4.5,21.3,96.2,-4.5,99.7,105.2,-5.5,0.576,1.37,16.3,0.274,0.742,0.501,0.159,0.477,0.517,95.88,0.461
42013,1610612751,Brooklyn Nets,82,44,38,0.537,48.5,35.7,77.9,0.459,8.6,23.4,0.369,18.4,24.4,0.753,8.8,29.4,38.1,20.9,14.5,8.6,3.8,4.1,21.7,98.5,-1.0,104.4,104.9,-0.6,0.585,1.44,16.8,0.217,0.723,0.471,0.154,0.514,0.555,93.68,0.492
42013,1610612766,Charlotte Bobcats,82,43,39,0.524,48.5,36.3,82.1,0.442,6.3,17.9,0.351,18.0,24.4,0.737,9.5,33.2,42.7,21.7,12.3,6.1,5.1,5.1,18.2,96.9,-0.2,101.2,101.2,0.1,0.597,1.76,17.1,0.219,0.776,0.496,0.129,0.481,0.522,94.73,0.508
42013,1610612741,Chicago Bulls,82,48,34,0.585,48.6,34.7,80.2,0.432,6.2,17.8,0.348,18.1,23.3,0.779,11.4,32.7,44.1,22.7,14.9,7.2,5.2,6.0,19.1,93.7,1.9,99.7,97.8,1.9,0.654,1.52,17.7,0.272,0.754,0.517,0.159,0.471,0.518,92.72,0.528
42013,1610612739,Cleveland Cavaliers,82,33,49,0.402,48.6,37.0,84.8,0.437,7.1,20.0,0.356,17.0,22.7,0.751,12.1,32.1,44.1,21.2,14.2,7.1,3.7,5.6,20.0,98.2,-3.3,101.3,104.8,-3.5,0.572,1.49,16.3,0.272,0.758,0.509,0.146,0.479,0.518,95.68,0.469
42013,1610612742,Dallas Mavericks,82,49,33,0.598,48.4,39.6,83.6,0.474,8.8,22.9,0.384,16.8,21.1,0.795,10.2,30.7,40.9,23.6,13.5,8.6,4.3,3.5,20.0,104.8,2.4,109.0,105.9,3.0,0.596,1.74,18.1,0.246,0.727,0.488,0.141,0.526,0.564,95.74,0.521
42013,1610612743,Denver Nuggets,82,36,46,0.439,48.2,38.4,85.9,0.447,8.6,23.9,0.358,19.1,26.3,0.726,12.3,33.1,45.4,22.4,15.9,7.5,5.6,5.6,23.0,104.4,-2.1,103.3,105.4,-2.1,0.584,1.41,16.5,0.275,0.745,0.509,0.157,0.497,0.536,100.68,0.481
42013,1610612765,Detroit Pistons,82,29,53,0.354,48.2,38.8,86.9,0.447,6.2,19.3,0.321,17.3,25.7,0.67,14.6,30.8,45.4,20.9,14.5,8.4,4.8,4.9,20.3,101.0,-3.7,102.9,107.3,-4.4,0.539,1.44,15.6,0.314,0.734,0.514,0.148,0.482,0.514,97.39,0.464
42013,1610612744,Golden State Warriors,82,51,31,0.622,48.4,39.5,85.4,0.462,9.4,24.8,0.38,15.9,21.1,0.753,10.9,34.4,45.3,23.3,15.2,7.8,5.0,4.2,21.8,104.3,4.8,105.3,99.9,5.4,0.591,1.53,17.5,0.251,0.763,0.511,0.154,0.517,0.55,98.53,0.528
42013,1610612745,Houston Rockets,82,54,28,0.659,48.4,38.0,80.5,0.472,9.5,26.6,0.358,22.1,31.1,0.712,11.2,34.1,45.3,21.4,16.1,7.6,5.6,5.6,20.4,107.7,4.6,108.6,103.1,5.5,0.563,1.33,16.2,0.274,0.741,0.521,0.163,0.531,0.571,98.81,0.534
42013,1610612754,Indiana Pacers,82,56,26,0.683,48.2,36.0,80.2,0.449,6.7,18.8,0.357,18.1,23.3,0.779,10.2,34.5,44.7,20.1,15.1,6.7,5.4,4.6,20.4,96.7,4.4,101.5,96.7,4.8,0.56,1.33,16.0,0.249,0.768,0.521,0.158,0.49,0.535,94.9,0.545
42013,1610612746,Los Angeles Clippers,82,57,25,0.695,48.2,39.1,82.5,0.474,8.5,24.0,0.352,21.2,29.1,0.73,10.5,32.5,43.0,24.6,13.9,8.6,4.8,3.5,21.5,107.9,7.0,109.4,102.1,7.3,0.628,1.77,18.4,0.25,0.725,0.496,0.14,0.526,0.567,98.39,0.548
42013,1610612747,Los Angeles Lakers,82,27,55,0.329,48.1,38.3,85.1,0.45,9.4,24.8,0.381,17.0,22.4,0.757,9.1,32.0,41.0,24.5,15.1,7.5,5.4,4.7,19.8,103.0,-6.3,101.9,107.9,-6.0,0.639,1.62,18.2,0.202,0.71,0.456,0.15,0.505,0.542,100.98,0.46
42013,1610612763,Memphis Grizzlies,82,50,32,0.61,48.3,38.1,82.0,0.464,4.9,14.0,0.353,15.1,20.3,0.741,11.6,30.8,42.4,21.9,13.7,7.7,4.6,5.0,19.1,96.1,1.6,103.3,102.1,1.2,0.574,1.59,17.3,0.283,0.757,0.52,0.147,0.494,0.529,92.25,0.518
42013,1610612748,Miami Heat,82,54,28,0.659,48.5,38.3,76.5,0.501,8.1,22.3,0.364,17.5,23.0,0.76,7.6,29.2,36.9,22.5,14.8,8.9,4.5,3.1,19.5,102.2,4.8,109.0,102.9,6.1,0.588,1.52,18.2,0.206,0.73,0.478,0.158,0.554,0.59,93.26,0.539
42013,1610612749,Milwaukee Bucks,82,15,67,0.183,48.5,36.0,82.2,0.438,6.7,18.9,0.353,16.8,22.5,0.747,11.8,29.3,41.1,21.5,15.1,6.6,4.9,5.0,20.9,95.5,-8.2,100.2,108.9,-8.7,0.596,1.42,16.7,0.271,0.714,0.486,0.158,0.479,0.519,94.28,0.449
42013,1610612750,Minnesota Timberwolves,82,40,42,0.488,48.4,38.9,87.5,0.444,7.3,21.4,0.341,21.8,28.1,0.778,12.5,32.2,44.7,23.9,13.9,8.8,3.6,5.6,18.3,106.9,2.7,105.6,104.1,1.4,0.616,1.72,17.4,0.274,0.744,0.503,0.138,0.486,0.535,99.82,0.519
42013,1610612740,New Orleans Pelicans,82,34,48,0.415,48.4,37.8,82.5,0.459,5.9,15.9,0.373,18.2,23.6,0.769,11.4,30.3,41.7,21.3,13.8,7.9,6.4,6.1,22.6,99.7,-2.7,104.7,107.3,-2.6,0.563,1.55,16.6,0.269,0.738,0.5,0.145,0.495,0.537,94.51,0.483
42013,1610612752,New York Knicks,82,37,45,0.451,48.4,36.9,82.2,0.449,9.3,24.9,0.372,15.5,20.4,0.761,10.6,29.7,40.3,20.0,13.0,7.7,4.5,3.4,22.1,98.6,-0.8,105.4,106.5,-1.0,0.542,1.54,16.1,0.251,0.743,0.49,0.139,0.505,0.541,92.59,0.49
42013,1610612760,Oklahoma City Thunder,82,59,23,0.72,48.3,39.0,82.7,0.471,8.1,22.4,0.361,20.2,25.0,0.806,10.8,33.9,44.7,21.9,15.3,8.3,6.1,3.6,22.7,106.2,6.3,108.1,101.0,7.1,0.562,1.43,16.7,0.265,0.756,0.522,0.156,0.52,0.566,97.91,0.543
42013,1610612753,Orlando Magic,82,23,59,0.28,48.7,36.9,82.7,0.445,6.9,19.5,0.353,15.9,20.9,0.763,9.7,32.4,42.0,21.0,14.9,7.7,4.3,5.4,20.5,96.5,-5.4,99.3,104.8,-5.5,0.571,1.41,16.5,0.224,0.755,0.489,0.153,0.487,0.525,95.87,0.466
42013,1610612755,Philadelphia 76ers,82,19,63,0.232,48.4,37.9,87.2,0.435,7.0,22.5,0.312,16.6,23.4,0.71,11.6,31.2,42.7,21.8,16.9,9.3,4.0,6.8,22.5,99.5,-10.5,96.8,107.5,-10.7,0.576,1.29,16.0,0.248,0.724,0.477,0.164,0.475,0.51,101.62,0.426
42013,1610612756,Phoenix Suns,82,48,34,0.585,48.2,38.7,83.5,0.463,9.3,25.1,0.372,18.5,24.4,0.758,11.3,31.7,43.0,19.1,15.3,8.4,4.6,4.0,21.9,105.2,2.6,107.1,103.8,3.3,0.493,1.24,14.8,0.264,0.737,0.501,0.156,0.519,0.558,98.16,0.509
42013,1610612757,Portland Trail Blazers,82,54,28,0.659,48.4,39.1,87.0,0.45,9.4,25.3,0.372,19.1,23.5,0.815,12.5,34.0,46.4,23.2,13.7,5.5,4.7,3.7,19.2,106.7,4.0,108.3,104.7,3.5,0.594,1.69,17.3,0.28,0.747,0.516,0.139,0.504,0.548,97.48,0.524
42013,1610612758,Sacramento Kings,82,28,54,0.341,48.4,36.9,82.5,0.447,6.0,18.0,0.333,20.7,27.3,0.759,12.1,32.4,44.5,18.9,15.2,7.2,3.9,5.6,22.5,100.5,-2.9,102.9,106.3,-3.4,0.511,1.24,14.7,0.278,0.766,0.519,0.156,0.484,0.532,96.75,0.473
42013,1610612759,San Antonio Spurs,82,62,20,0.756,48.2,40.6,83.5,0.486,8.5,21.4,0.397,15.7,20.0,0.785,9.3,34.0,43.3,25.2,14.4,7.4,5.1,4.6,18.2,105.4,7.7,108.2,100.1,8.1,0.621,1.75,19.1,0.227,0.764,0.506,0.148,0.537,0.571,97.07,0.555
42013,1610612761,Toronto Raptors,82,48,34,0.585,48.7,36.5,81.9,0.445,8.7,23.4,0.372,19.6,25.1,0.782,11.4,31.1,42.5,21.2,14.1,7.0,4.2,4.3,23.0,101.3,3.2,105.8,102.4,3.5,0.581,1.5,16.5,0.272,0.749,0.509,0.148,0.498,0.545,94.42,0.512
42013,1610612762,Utah Jazz,82,25,57,0.305,48.2,36.0,81.1,0.444,6.6,19.2,0.344,16.4,22.0,0.747,11.0,30.2,41.2,20.3,14.6,7.0,4.5,4.9,20.7,95.0,-7.2,100.6,109.1,-8.4,0.564,1.39,16.1,0.255,0.745,0.492,0.155,0.484,0.523,93.57,0.451
42013,1610612764,Washington Wizards,82,44,38,0.537,48.9,38.7,84.4,0.459,7.9,20.8,0.38,15.3,20.9,0.731,10.8,31.4,42.2,23.3,14.7,8.1,4.6,3.9,20.4,100.7,1.3,103.3,102.4,0.9,0.601,1.59,17.7,0.252,0.757,0.5,0.151,0.506,0.538,95.45,0.504
42014,1610612737,Atlanta Hawks,82,60,22,0.732,48.1,38.1,81.7,0.466,10.0,26.2,0.38,16.5,21.2,0.778,8.7,31.8,40.6,25.7,14.2,9.1,4.6,4.9,17.8,102.5,5.4,106.2,100.7,5.6,0.676,1.81,19.7,0.214,0.734,0.482,0.147,0.527,0.563,96.25,0.54
42014,1610612738,Boston Celtics,82,40,42,0.488,48.5,38.9,87.9,0.443,8.0,24.6,0.327,15.4,20.5,0.754,11.1,32.7,43.8,24.5,13.8,8.2,3.6,5.3,21.2,101.4,0.2,101.7,102.1,-0.4,0.629,1.77,18.1,0.247,0.75,0.495,0.139,0.489,0.523,98.4,0.498
42014,1610612751,Brooklyn Nets,82,38,44,0.463,48.6,37.4,83.0,0.451,6.6,19.9,0.331,16.6,22.2,0.748,10.3,32.0,42.4,20.9,13.8,7.0,4.1,4.5,19.3,98.0,-2.9,101.9,105.0,-3.1,0.559,1.51,16.4,0.239,0.737,0.489,0.144,0.491,0.529,94.97,0.48
42014,1610612766,Charlotte Hornets,82,33,49,0.402,48.5,35.5,84.5,0.42,6.1,19.1,0.318,17.0,22.8,0.748,10.0,34.1,44.1,20.2,11.9,6.1,5.5,5.4,18.2,94.2,-3.2,97.6,101.0,-3.4,0.568,1.69,15.9,0.221,0.793,0.5,0.123,0.456,0.498,95.33,0.482
42014,1610612741,Chicago Bulls,82,50,32,0.61,48.5,36.6,82.9,0.442,7.9,22.3,0.353,19.7,25.2,0.783,11.7,34.0,45.7,21.7,14.0,6.3,5.8,5.4,18.2,100.8,3.0,104.7,101.5,3.3,0.593,1.56,16.8,0.27,0.744,0.513,0.145,0.489,0.536,95.35,0.529
42014,1610612739,Cleveland Cavaliers,82,53,29,0.646,48.2,37.7,82.2,0.458,10.1,27.5,0.367,17.7,23.6,0.751,11.1,31.9,43.0,22.1,14.3,7.4,4.1,4.5,18.4,103.1,4.5,107.7,104.1,3.7,0.587,1.55,17.2,0.268,0.747,0.511,0.149,0.52,0.557,94.78,0.514
42014,1610612742,Dallas Mavericks,82,50,32,0.61,48.5,39.7,85.8,0.463,8.9,25.4,0.352,16.9,22.5,0.752,10.5,31.8,42.3,22.5,13.0,8.1,4.5,3.8,20.0,105.2,2.9,107.2,103.7,3.5,0.567,1.74,17.2,0.236,0.722,0.478,0.132,0.515,0.55,97.43,0.521
42014,1610612743,Denver Nuggets,82,30,52,0.366,48.5,37.8,87.3,0.433,8.0,24.8,0.325,17.8,24.3,0.734,12.3,32.4,44.7,21.8,14.2,7.8,4.5,6.1,23.0,101.5,-3.5,101.6,105.5,-3.9,0.577,1.53,16.3,0.266,0.747,0.498,0.142,0.479,0.518,98.67,0.465
42014,1610612765,Detroit Pistons,82,32,50,0.39,48.4,37.1,85.8,0.432,8.6,24.9,0.344,15.8,22.4,0.703,12.8,32.1,44.9,21.6,13.4,7.6,4.7,4.8,19.0,98.5,-1.0,102.3,104.2,-1.8,0.582,1.61,16.5,0.277,0.75,0.504,0.139,0.482,0.515,95.18,0.478
42014,1610612744,Golden State Warriors,82,67,15,0.817,48.1,41.6,87.0,0.478,10.8,27.0,0.398,16.0,20.8,0.768,10.4,34.3,44.7,27.4,14.5,9.3,6.0,3.6,19.9,110.0,10.1,109.7,98.2,11.4,0.659,1.9,19.9,0.241,0.745,0.501,0.144,0.54,0.571,100.69,0.569
42014,1610612745,Houston Rockets,82,56,26,0.683,48.3,37.0,83.3,0.444,11.4,32.7,0.348,18.6,26.0,0.715,11.7,32.0,43.7,22.2,16.7,9.5,5.0,5.3,22.0,103.9,3.4,104.2,100.5,3.7,0.6,1.33,16.6,0.268,0.729,0.499,0.167,0.512,0.548,99.25,0.509
42014,1610612754,Indiana Pacers,82,38,44,0.463,48.4,36.6,83.2,0.439,7.5,21.2,0.352,16.7,22.2,0.756,10.4,34.4,44.9,21.4,14.0,6.2,4.6,4.7,21.2,97.3,0.3,100.8,100.9,-0.1,0.586,1.53,16.7,0.24,0.779,0.512,0.145,0.484,0.523,95.5,0.505
42014,1610612746,Los Angeles Clippers,82,56,26,0.683,48.1,39.4,83.3,0.473,10.1,26.9,0.376,17.9,25.2,0.71,9.6,33.1,42.6,24.8,12.3,7.8,5.0,3.0,21.3,106.7,6.6,109.8,103.0,6.9,0.629,2.01,18.8,0.228,0.757,0.498,0.127,0.533,0.565,96.96,0.54
42014,1610612747,Los Angeles Lakers,82,21,61,0.256,48.6,37.2,85.6,0.435,6.5,18.9,0.344,17.5,23.6,0.741,11.6,32.3,43.9,20.9,13.2,7.0,4.5,4.8,21.2,98.5,-6.8,100.8,108.0,-7.2,0.562,1.58,16.1,0.254,0.763,0.498,0.136,0.473,0.513,96.33,0.45
42014,1610612763,Memphis Grizzlies,82,55,27,0.671,48.5,37.8,82.5,0.458,5.2,15.2,0.339,17.6,22.8,0.773,10.4,32.1,42.6,21.7,13.3,8.5,4.2,5.2,19.1,98.3,3.2,103.1,99.9,3.1,0.574,1.62,17.0,0.247,0.753,0.501,0.14,0.489,0.531,94.21,0.53
42014,1610612748,Miami Heat,82,37,45,0.451,48.1,35.2,77.2,0.456,6.8,20.2,0.335,17.5,23.7,0.741,9.1,30.0,39.1,19.8,14.8,7.8,4.5,4.4,20.0,94.7,-2.6,101.5,103.8,-2.4,0.564,1.34,16.2,0.232,0.734,0.488,0.159,0.5,0.54,93.26,0.492
42014,1610612749,Milwaukee Bucks,82,41,41,0.5,48.6,37.6,82.0,0.459,6.6,18.3,0.363,16.0,21.1,0.757,10.7,31.4,42.1,23.6,16.7,9.6,4.9,4.8,22.1,97.8,0.4,100.5,99.3,1.2,0.627,1.41,17.9,0.254,0.733,0.495,0.172,0.499,0.536,96.5,0.511
42014,1610612750,Minnesota Timberwolves,82,16,66,0.195,48.3,36.4,83.2,0.438,5.0,14.9,0.332,20.0,25.7,0.776,11.6,29.3,40.9,21.6,15.0,8.1,4.0,5.5,19.2,97.8,-8.8,99.8,109.6,-9.8,0.593,1.44,16.5,0.266,0.716,0.484,0.153,0.468,0.517,96.96,0.453
42014,1610612740,New Orleans Pelicans,82,45,37,0.549,48.2,37.9,82.9,0.457,7.1,19.3,0.37,16.4,21.8,0.751,11.5,32.0,43.5,22.0,13.3,6.7,6.2,5.8,18.7,99.4,0.8,105.4,104.7,0.7,0.581,1.66,17.2,0.271,0.751,0.511,0.141,0.501,0.537,93.7,0.508
42014,1610612752,New York Knicks,82,17,65,0.207,48.4,35.1,82.0,0.428,6.8,19.7,0.347,14.8,19.2,0.769,10.6,29.8,40.4,21.3,14.7,7.0,4.7,4.3,21.6,91.9,-9.3,97.1,107.2,-10.1,0.606,1.45,16.8,0.245,0.731,0.481,0.155,0.47,0.508,93.67,0.441
42014,1610612760,Oklahoma City Thunder,82,45,37,0.549,48.4,38.8,86.8,0.447,7.7,22.7,0.339,18.6,24.6,0.754,12.8,34.7,47.5,20.5,14.7,7.3,5.5,4.6,22.3,104.0,2.2,104.5,103.1,1.3,0.528,1.4,15.4,0.289,0.756,0.526,0.148,0.492,0.532,98.35,0.505
42014,1610612753,Orlando Magic,82,25,57,0.305,48.2,37.5,82.8,0.453,6.8,19.5,0.347,13.9,19.1,0.729,10.0,31.8,41.8,20.6,14.9,7.9,3.8,5.4,20.9,95.7,-5.7,99.6,105.2,-5.6,0.55,1.39,16.3,0.231,0.76,0.49,0.155,0.494,0.524,95.89,0.455
42014,1610612755,Philadelphia 76ers,82,18,64,0.22,48.3,33.7,82.6,0.408,8.4,26.3,0.32,16.1,23.8,0.676,11.9,30.9,42.9,20.5,17.7,9.6,5.9,5.5,21.7,92.0,-9.0,93.0,102.1,-9.1,0.609,1.16,15.6,0.255,0.73,0.481,0.179,0.459,0.494,98.28,0.426
42014,1610612756,Phoenix Suns,82,39,43,0.476,48.5,38.8,85.8,0.452,8.5,25.0,0.341,16.4,21.5,0.76,10.9,32.2,43.2,20.2,15.1,8.5,4.7,4.1,21.3,102.4,-0.9,102.9,103.4,-0.5,0.522,1.34,15.5,0.245,0.735,0.488,0.152,0.501,0.537,98.68,0.491
42014,1610612757,Portland Trail Blazers,82,51,31,0.622,48.4,38.7,86.0,0.45,9.8,27.2,0.362,15.5,19.4,0.801,10.7,35.1,45.9,21.9,13.6,6.4,4.5,3.6,18.2,102.8,4.2,105.5,101.4,4.2,0.567,1.61,16.9,0.242,0.762,0.507,0.14,0.508,0.544,96.46,0.522
