
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
25,James Anderson,SF,6-6,213,March 25 1989,R,Oklahoma State University
45,DeJuan Blair,PF,6-7,270,April 22 1989,1,University of Pittsburgh
15,Matt Bonner,PF,6-10,235,April 5 1980,6,University of Florida
21,Tim Duncan,C,6-11,250,April 25 1976,13,Wake Forest University
23,Alonzo Gee,SG,6-6,225,May 29 1987,1,University of Alabama
20,Manu Ginobili,SG,6-6,205,July 28 1977,8,
4,Danny Green,SG,6-6,215,June 22 1987,1,University of North Carolina
3,George Hill,PG,6-3,188,May 4 1986,2,Indiana University-Purdue University Indianapolis
12,Othyus Jeffers,SG,6-5,200,August 5 1985,1,Robert Morris University (IL)
24,Richard Jefferson,SF,6-7,233,June 21 1980,9,University of Arizona
34,Antonio McDyess,PF,6-9,220,September 7 1974,14,University of Alabama
14,Gary Neal,SG,6-4,210,October 3 1984,R,Towson University
23,Steve Novak,SF,6-10,225,June 13 1983,4,Marquette University
33,Larry Owens,SF,6-7,210,January 8 1983,R,Oral Roberts University
9,Tony Parker,PG,6-2,185,May 17 1982,9,
11,Chris Quinn,PG,6-2,185,September 27 1983,4,University of Notre Dame
1,Bobby Simmons,SF,6-7,210,June 2 1980,8,DePaul University
22,Tiago Splitter,C,6-11,245,January 1 1985,R,
2,Garrett Temple,SG,6-6,195,May 8 1986,1,Louisiana State University
5,Ime Udoka,SF,6-6,215,August 9 1977,6,Portland State University
