
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
2,Marcus Banks,PG,6-2,200,November 19 1981,3,University of Nevada Las Vegas
10,Leandro Barbosa,SG,6-3,194,November 28 1982,3,
19,Raja Bell,SG,6-5,204,September 19 1976,6,Florida International University
11,Pat Burke,C,6-11,250,December 14 1973,2,Auburn University
3,Boris Diaw,PF,6-8,250,April 16 1982,3,
22,James Jones,SF,6-8,218,October 4 1980,3,University of Miami
20,Jumaine Jones,SF,6-8,218,February 10 1979,7,University of Georgia
31,Shawn Marion,SF,6-7,220,May 7 1978,7,University of Nevada Las Vegas
4,Sean Marks,PF,6-10,250,August 23 1975,6,University of California
13,Steve Nash,PG,6-3,195,February 7 1974,10,Santa Clara University
52,Eric Piatkowski,SG,6-7,215,September 30 1970,12,University of Nebraska
8,Jalen Rose,SF,6-8,210,January 30 1973,12,University of Michigan
1,Amar'e Stoudemire,C,6-10,245,November 16 1982,4,
40,Kurt Thomas,C,6-9,230,October 4 1972,11,Texas Christian University
