
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
6,Shannon Brown,SG,6-4,205,November 29 1985,R,Michigan State University
1,Daniel Gibson,PG,6-2,190,February 27 1986,R,University of Texas at Austin
90,Drew Gooden,PF,6-10,250,September 24 1981,4,University of Kansas
32,Larry Hughes,SG,6-5,184,January 23 1979,8,Saint Louis University
11,Zydrunas Ilgauskas,C,7-3,238,June 5 1975,8,
23,LeBron James,SF,6-8,250,December 30 1984,3,
19,Damon Jones,PG,6-3,185,August 25 1976,8,University of Houston
27,Dwayne Jones,PF,6-11,250,June 9 1983,1,Saint Joseph's University
24,Donyell Marshall,PF,6-9,218,May 18 1973,12,University of Connecticut
14,Ira Newble,SF,6-7,220,January 20 1975,6,Miami University
3,Sasha Pavlovic,SG,6-8,220,November 15 1983,3,
31,Scot Pollard,C,6-11,265,February 12 1975,9,University of Kansas
20,Eric Snow,PG,6-3,190,April 24 1973,11,Michigan State University
17,Anderson Varejao,C,6-10,273,September 28 1982,2,
4,David Wesley,SG,6-0,190,November 14 1970,13,Baylor University
