
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
9,Matt Barnes,SF,6-7,226,March 9 1980,1,University of California Los Angeles
10,Mike Bibby,PG,6-1,190,May 13 1978,6,University of Arizona
33,Michael Bradley,PF,6-10,245,April 18 1979,3,Villanova University
13,Doug Christie,SG,6-6,200,May 9 1970,12,Pepperdine University
15,Erik Daniels,SF,6-8,214,April 1 1982,R,University of Kentucky
5,Maurice Evans,SG,6-5,220,November 8 1978,1,University of Texas at Austin
50,Eddie House,PG,6-1,180,May 14 1978,4,Arizona State University
24,Bobby Jackson,SG,6-1,185,March 13 1973,7,University of Minnesota
23,Kevin Martin,PG,6-7,199,February 1 1983,R,Western Carolina University
52,Brad Miller,C,6-11,244,April 12 1976,6,Purdue University
3,Cuttino Mobley,SG,6-4,190,September 1 1975,6,University of Rhode Island
00,Greg Ostertag,C,7-2,280,March 6 1973,9,University of Kansas
54,Brian Skinner,C,6-9,255,May 19 1976,6,Baylor University
25,Darius Songaila,PF,6-9,248,February 14 1978,1,Wake Forest University
16,Peja Stojakovic,SF,6-9,220,June 9 1977,6,
9,Kenny Thomas,PF,6-7,261,July 25 1977,5,University of New Mexico
4,Chris Webber,PF,6-9,245,March 1 1973,11,University of Michigan
34,Corliss Williamson,PF,6-7,245,December 4 1973,9,University of Arkansas
