
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
20,Ray Allen,SG,6-5,205,July 20 1975,11,University of Connecticut
42,Tony Allen,SG,6-4,213,January 11 1982,3,Oklahoma State University
93,P.J. Brown,PF,6-11,225,October 14 1969,14,Louisiana Tech University
28,Sam Cassell,PG,6-3,185,November 18 1969,14,Florida State University
11,Glen Davis,C,6-9,289,January 1 1986,R,Louisiana State University
5,Kevin Garnett,PF,6-11,240,May 19 1976,12,
50,Eddie House,PG,6-1,180,May 14 1978,7,Arizona State University
43,Kendrick Perkins,C,6-10,270,November 10 1984,4,
34,Paul Pierce,SF,6-7,235,October 13 1977,9,University of Kansas
66,Scot Pollard,C,6-11,265,February 12 1975,10,University of Kansas
41,James Posey,PF,6-8,215,January 13 1977,8,Xavier University
0,Leon Powe,C,6-8,240,January 22 1984,1,University of California
13,Gabe Pruitt,PG,6-4,170,April 19 1986,R,University of Southern California
9,Rajon Rondo,PG,6-1,186,February 22 1986,1,University of Kentucky
44,Brian Scalabrine,PF,6-9,241,March 18 1978,6,University of Southern California
