
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
42,Alexis Ajinca,C,7-2,248,May 6 1988,2,
50,Solomon Alabi,C,7-1,251,March 21 1988,R,Florida State University
13,David Andersen,PF,6-11,245,June 23 1980,1,
3,Marcus Banks,PG,6-2,200,November 19 1981,7,University of Nevada Las Vegas
20,Leandro Barbosa,SG,6-3,194,November 28 1982,7,
7,Andrea Bargnani,C,7-0,245,October 26 1985,4,
5,Jerryd Bayless,PG,6-3,200,August 20 1988,2,University of Arizona
8,Jose Calderon,PG,6-3,200,September 28 1981,5,
32,Ed Davis,PF,6-10,240,June 5 1989,R,University of North Carolina
10,DeMar DeRozan,SG,6-7,220,August 7 1989,1,University of Southern California
9,Joey Dorsey,C,6-8,268,December 16 1983,2,University of Memphis
12,Ronald Dupree,SF,6-7,209,January 26 1981,5,Louisiana State University
30,Reggie Evans,PF,6-8,245,May 18 1980,8,University of Iowa
2,Sundiata Gaines,PG,6-1,185,April 18 1986,1,University of Georgia
1,Jarrett Jack,PG,6-3,200,October 28 1983,5,Georgia Institute of Technology
15,Amir Johnson,PF,6-9,240,May 1 1987,5,
0,James Johnson,SF,6-9,250,February 20 1987,1,Wake Forest University
12,Trey Johnson,SG,6-5,218,August 30 1984,1,Jackson State University
11,Linas Kleiza,SF,6-8,245,January 3 1985,4,University of Missouri
16,Peja Stojakovic,SF,6-9,220,June 9 1977,12,
24,Sonny Weems,SF,6-6,205,July 8 1986,2,University of Arkansas
14,Julian Wright,SF,6-8,225,May 20 1987,3,University of Kansas
