
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
54,Kwame Brown,C,6-11,270,March 10 1982,5,
24,Kobe Bryant,SG,6-6,212,August 23 1978,10,
17,Andrew Bynum,C,7-0,285,October 27 1987,1,
43,Brian Cook,PF,6-9,234,December 4 1980,3,University of Illinois at Urbana-Champaign
6,Maurice Evans,SG,6-5,220,November 8 1978,3,University of Texas at Austin
5,Jordan Farmar,PG,6-2,180,November 30 1986,R,University of California Los Angeles
2,Aaron McKie,SF,6-5,209,October 2 1972,12,Temple University
7,Lamar Odom,PF,6-10,220,November 6 1979,7,University of Rhode Island
1,Smush Parker,PG,6-4,190,June 1 1981,3,Fordham University
10,Vladimir Radmanovic,PF,6-10,227,November 19 1980,5,
21,Ronny Turiaf,C,6-10,249,January 13 1983,1,Gonzaga University
18,Sasha Vujacic,SG,6-7,195,March 8 1984,2,
4,Luke Walton,SF,6-8,235,March 28 1980,3,University of Arizona
3,Shammond Williams,PG,6-1,201,April 5 1975,6,University of North Carolina
