
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
3,Jordan Adams,SG,6-5,209,July 8 1994,R,University of California Los Angeles
9,Tony Allen,SG,6-4,213,January 11 1982,10,Oklahoma State University
12,Nick Calathes,SG,6-6,213,February 7 1989,1,University of Florida
15,Vince Carter,SG,6-6,220,January 26 1977,16,University of North Carolina
11,Mike Conley,PG,6-1,175,October 11 1987,7,Ohio State University
33,Marc Gasol,C,7-1,255,January 29 1985,6,
0,JaMychal Green,PF,6-9,227,June 21 1990,R,University of Alabama
32,Jeff Green,SF,6-9,235,August 28 1986,6,Georgetown University
41,Kosta Koufos,C,7-0,265,February 24 1989,6,Ohio State University
5,Courtney Lee,SG,6-5,200,October 3 1985,6,Western Kentucky University
30,Jon Leuer,PF,6-10,228,May 14 1989,3,University of Wisconsin
27,Kalin Lucas,PG,6-1,195,May 24 1989,R,Michigan State University
8,Quincy Pondexter,SG,6-7,220,March 10 1988,4,University of Washington
21,Tayshaun Prince,SF,6-9,212,February 28 1980,12,University of Kentucky
50,Zach Randolph,PF,6-9,260,July 16 1981,13,Michigan State University
2,Russ Smith,PG,6-0,165,April 19 1991,R,University of Louisville
1,Jarnell Stokes,PF,6-9,263,January 7 1994,R,University of Tennessee
13,Tyrus Thomas,PF,6-9,215,August 17 1986,7,Louisiana State University
19,Beno Udrih,PG,6-3,205,July 5 1982,10,
