
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
1,Daniel Gibson,PG,6-2,190,February 27 1986,2,University of Texas at Austin
21,J.J. Hickson,C,6-9,242,September 4 1988,R,North Carolina State University
11,Zydrunas Ilgauskas,C,7-3,238,June 5 1975,10,
00,Darnell Jackson,PF,6-9,253,November 7 1985,R,University of Kansas
23,LeBron James,SF,6-8,250,December 30 1984,5,
24,Trey Johnson,SG,6-5,218,August 30 1984,R,Jackson State University
8,Tarence Kinsey,SG,6-6,185,March 21 1984,2,University of South Carolina
3,Sasha Pavlovic,SF,6-8,220,November 15 1983,5,
32,Joe Smith,C,6-10,225,July 26 1975,13,University of Maryland
10,Wally Szczerbiak,SF,6-7,244,March 5 1977,9,Miami University
17,Anderson Varejao,PF,6-10,273,September 28 1982,4,
4,Ben Wallace,PF,6-9,240,September 10 1974,12,Virginia Union University
13,Delonte West,SG,6-4,180,July 26 1983,4,Saint Joseph's University
31,Jawad Williams,SF,6-9,218,February 19 1983,R,University of North Carolina
2,Mo Williams,PG,6-1,198,December 19 1982,5,University of Alabama
55,Lorenzen Wright,C,6-11,225,November 4 1975,12,University of Memphis
