TEAM_ID,SEASON_ID,champs
1610612741,42014,0
1610612739,42014,0
1610612742,42014,0
1610612743,42014,0
1610612765,42014,0
1610612744,42014,1
1610612745,42014,0
1610612754,42014,0
1610612746,42014,0
1610612747,42014,0
1610612763,42014,0
1610612748,42014,0
1610612749,42014,0
1610612750,42014,0
1610612740,42014,0
1610612752,42014,0
1610612760,42014,0
1610612753,42014,0
1610612755,42014,0
1610612756,42014,0
1610612757,42014,0
1610612758,42014,0
1610612759,42014,0
1610612761,42014,0
1610612762,42014,0
1610612764,42014,0
1610612737,42015,0
1610612738,42015,0
1610612751,42015,0
1610612766,42015,0
1610612741,42015,0
1610612739,42015,0
1610612742,42015,0
1610612743,42015,0
1610612765,42015,0
1610612744,42015,0
1610612745,42015,0
1610612754,42015,0
1610612746,42015,0
1610612747,42015,0
1610612763,42015,0
1610612748,42015,0
1610612749,42015,0
1610612750,42015,0
1610612740,42015,0
1610612752,42015,0
1610612760,42015,0
1610612753,42015,0
1610612755,42015,0
1610612756,42015,0
1610612757,42015,0
1610612758,42015,0
1610612759,42015,0
1610612761,42015,0
1610612762,42015,0
1610612764,42015,0
