TEAM_ID,SEASON_ID,champs
1610612737,41996,0
1610612738,41996,0
1610612766,41996,0
1610612741,41996,1
1610612739,41996,0
1610612742,41996,0
1610612743,41996,0
1610612765,41996,0
1610612744,41996,0
1610612745,41996,0
1610612754,41996,0
1610612746,41996,0
1610612747,41996,0
1610612748,41996,0
1610612749,41996,0
1610612750,41996,0
1610612751,41996,0
1610612752,41996,0
1610612753,41996,0
1610612755,41996,0
1610612756,41996,0
1610612757,41996,0
1610612758,41996,0
1610612759,41996,0
1610612760,41996,0
1610612761,41996,0
1610612762,41996,0
1610612763,41996,0
1610612764,41996,0
1610612737,41997,0
1610612738,41997,0
1610612766,41997,0
1610612741,41997,1
1610612739,41997,0
1610612742,41997,0
1610612743,41997,0
1610612765,41997,0
1610612744,41997,0
1610612745,41997,0
1610612754,41997,0
1610612746,41997,0
1610612747,41997,0
1610612748,41997,0
1610612749,41997,0
1610612750,41997,0
1610612751,41997,0
1610612752,41997,0
1610612753,41997,0
1610612755,41997,0
1610612756,41997,0
1610612757,41997,0
1610612758,41997,0
1610612759,41997,0
1610612760,41997,0
1610612761,41997,0
1610612762,41997,0
1610612763,41997,0
1610612764,41997,0
1610612737,41998,0
1610612738,41998,0
1610612766,41998,0
1610612741,41998,0
1610612739,41998,0
1610612742,41998,0
1610612743,41998,0
1610612765,41998,0
1610612744,41998,0
1610612745,41998,0
1610612754,41998,0
1610612746,41998,0
1610612747,41998,0
1610612748,41998,0
1610612749,41998,0
1610612750,41998,0
1610612751,41998,0
1610612752,41998,0
1610612753,41998,0
1610612755,41998,0
1610612756,41998,0
1610612757,41998,0
1610612758,41998,0
1610612759,41998,1
1610612760,41998,0
1610612761,41998,0
1610612762,41998,0
1610612763,41998,0
1610612764,41998,0
1610612737,41999,0
1610612738,41999,0
1610612766,41999,0
1610612741,41999,0
1610612739,41999,0
1610612742,41999,0
1610612743,41999,0
1610612765,41999,0
1610612744,41999,0
1610612745,41999,0
1610612754,41999,0
1610612746,41999,0
1610612747,41999,1
1610612748,41999,0
1610612749,41999,0
1610612750,41999,0
1610612751,41999,0
1610612752,41999,0
1610612753,41999,0
1610612755,41999,0
1610612756,41999,0
1610612757,41999,0
1610612758,41999,0
1610612759,41999,0
1610612760,41999,0
1610612761,41999,0
1610612762,41999,0
1610612763,41999,0
1610612764,41999,0
1610612737,42000,0
1610612738,42000,0
1610612766,42000,0
1610612741,42000,0
1610612739,42000,0
1610612742,42000,0
1610612743,42000,0
1610612765,42000,0
1610612744,42000,0
1610612745,42000,0
1610612754,42000,0
1610612746,42000,0
1610612747,42000,1
1610612748,42000,0
1610612749,42000,0
1610612750,42000,0
1610612751,42000,0
1610612752,42000,0
1610612753,42000,0
1610612755,42000,0
1610612756,42000,0
1610612757,42000,0
1610612758,42000,0
1610612759,42000,0
1610612760,42000,0
1610612761,42000,0
1610612762,42000,0
1610612763,42000,0
1610612764,42000,0
1610612737,42001,0
1610612738,42001,0
1610612766,42001,0
1610612741,42001,0
1610612739,42001,0
1610612742,42001,0
1610612743,42001,0
1610612765,42001,0
1610612744,42001,0
1610612745,42001,0
1610612754,42001,0
1610612746,42001,0
1610612747,42001,1
1610612763,42001,0
1610612748,42001,0
1610612749,42001,0
1610612750,42001,0
1610612751,42001,0
1610612752,42001,0
1610612753,42001,0
1610612755,42001,0
1610612756,42001,0
1610612757,42001,0
1610612758,42001,0
1610612759,42001,0
1610612760,42001,0
1610612761,42001,0
1610612762,42001,0
1610612764,42001,0
1610612737,42002,0
1610612738,42002,0
1610612741,42002,0
1610612739,42002,0
1610612742,42002,0
1610612743,42002,0
1610612765,42002,0
1610612744,42002,0
1610612745,42002,0
1610612754,42002,0
1610612746,42002,0
1610612747,42002,0
1610612763,42002,0
1610612748,42002,0
1610612749,42002,0
1610612750,42002,0
1610612751,42002,0
1610612740,42002,0
1610612752,42002,0
1610612753,42002,0
1610612755,42002,0
1610612756,42002,0
1610612757,42002,0
1610612758,42002,0
1610612759,42002,1
1610612760,42002,0
1610612761,42002,0
1610612762,42002,0
1610612764,42002,0
1610612737,42003,0
1610612738,42003,0
1610612741,42003,0
1610612739,42003,0
1610612742,42003,0
1610612743,42003,0
1610612765,42003,1
1610612744,42003,0
1610612745,42003,0
1610612754,42003,0
1610612746,42003,0
1610612747,42003,0
1610612763,42003,0
1610612748,42003,0
1610612749,42003,0
1610612750,42003,0
1610612751,42003,0
1610612740,42003,0
1610612752,42003,0
1610612753,42003,0
1610612755,42003,0
1610612756,42003,0
1610612757,42003,0
1610612758,42003,0
1610612759,42003,0
1610612760,42003,0
1610612761,42003,0
1610612762,42003,0
1610612764,42003,0
1610612737,42004,0
1610612738,42004,0
1610612766,42004,0
1610612741,42004,0
1610612739,42004,0
1610612742,42004,0
1610612743,42004,0
1610612765,42004,0
1610612744,42004,0
1610612745,42004,0
1610612754,42004,0
1610612746,42004,0
1610612747,42004,0
1610612763,42004,0
1610612748,42004,0
1610612749,42004,0
1610612750,42004,0
1610612751,42004,0
1610612740,42004,0
1610612752,42004,0
1610612753,42004,0
1610612755,42004,0
1610612756,42004,0
1610612757,42004,0
1610612758,42004,0
1610612759,42004,1
1610612760,42004,0
1610612761,42004,0
1610612762,42004,0
1610612764,42004,0
1610612737,42005,0
1610612738,42005,0
1610612766,42005,0
1610612741,42005,0
1610612739,42005,0
1610612742,42005,0
1610612743,42005,0
1610612765,42005,0
1610612744,42005,0
1610612745,42005,0
1610612754,42005,0
1610612746,42005,0
1610612747,42005,0
1610612763,42005,0
1610612748,42005,1
1610612749,42005,0
1610612750,42005,0
1610612751,42005,0
1610612740,42005,0
1610612752,42005,0
1610612753,42005,0
1610612755,42005,0
1610612756,42005,0
1610612757,42005,0
1610612758,42005,0
1610612759,42005,0
1610612760,42005,0
1610612761,42005,0
1610612762,42005,0
1610612764,42005,0
1610612737,42006,0
1610612738,42006,0
1610612766,42006,0
1610612741,42006,0
1610612739,42006,0
1610612742,42006,0
1610612743,42006,0
1610612765,42006,0
1610612744,42006,0
1610612745,42006,0
1610612754,42006,0
1610612746,42006,0
1610612747,42006,0
1610612763,42006,0
1610612748,42006,0
1610612749,42006,0
1610612750,42006,0
1610612751,42006,0
1610612740,42006,0
1610612752,42006,0
1610612753,42006,0
1610612755,42006,0
1610612756,42006,0
1610612757,42006,0
1610612758,42006,0
1610612759,42006,1
1610612760,42006,0
1610612761,42006,0
1610612762,42006,0
1610612764,42006,0
1610612737,42007,0
1610612738,42007,1
1610612766,42007,0
1610612741,42007,0
1610612739,42007,0
1610612742,42007,0
1610612743,42007,0
1610612765,42007,0
1610612744,42007,0
1610612745,42007,0
1610612754,42007,0
1610612746,42007,0
1610612747,42007,0
1610612763,42007,0
1610612748,42007,0
1610612749,42007,0
1610612750,42007,0
1610612751,42007,0
1610612740,42007,0
1610612752,42007,0
1610612753,42007,0
1610612755,42007,0
1610612756,42007,0
1610612757,42007,0
1610612758,42007,0
1610612759,42007,0
1610612760,42007,0
1610612761,42007,0
1610612762,42007,0
1610612764,42007,0
1610612737,42008,0
1610612738,42008,0
1610612766,42008,0
1610612741,42008,0
1610612739,42008,0
1610612742,42008,0
1610612743,42008,0
1610612765,42008,0
1610612744,42008,0
1610612745,42008,0
1610612754,42008,0
1610612746,42008,0
1610612747,42008,1
1610612763,42008,0
1610612748,42008,0
1610612749,42008,0
1610612750,42008,0
1610612751,42008,0
1610612740,42008,0
1610612752,42008,0
1610612760,42008,0
1610612753,42008,0
1610612755,42008,0
1610612756,42008,0
1610612757,42008,0
1610612758,42008,0
1610612759,42008,0
1610612761,42008,0
1610612762,42008,0
1610612764,42008,0
1610612737,42009,0
1610612738,42009,0
1610612766,42009,0
1610612741,42009,0
1610612739,42009,0
1610612742,42009,0
1610612743,42009,0
1610612765,42009,0
1610612744,42009,0
1610612745,42009,0
1610612754,42009,0
1610612746,42009,0
1610612747,42009,1
1610612763,42009,0
1610612748,42009,0
1610612749,42009,0
1610612750,42009,0
1610612751,42009,0
1610612740,42009,0
1610612752,42009,0
1610612760,42009,0
1610612753,42009,0
1610612755,42009,0
1610612756,42009,0
1610612757,42009,0
1610612758,42009,0
1610612759,42009,0
1610612761,42009,0
1610612762,42009,0
1610612764,42009,0
1610612737,42010,0
1610612738,42010,0
1610612766,42010,0
1610612741,42010,0
1610612739,42010,0
1610612742,42010,1
1610612743,42010,0
1610612765,42010,0
1610612744,42010,0
1610612745,42010,0
1610612754,42010,0
1610612746,42010,0
1610612747,42010,0
1610612763,42010,0
1610612748,42010,0
1610612749,42010,0
1610612750,42010,0
1610612751,42010,0
1610612740,42010,0
1610612752,42010,0
1610612760,42010,0
1610612753,42010,0
1610612755,42010,0
1610612756,42010,0
1610612757,42010,0
1610612758,42010,0
1610612759,42010,0
1610612761,42010,0
1610612762,42010,0
1610612764,42010,0
1610612737,42011,0
1610612738,42011,0
1610612766,42011,0
1610612741,42011,0
1610612739,42011,0
1610612742,42011,0
1610612743,42011,0
1610612765,42011,0
1610612744,42011,0
1610612745,42011,0
1610612754,42011,0
1610612746,42011,0
1610612747,42011,0
1610612763,42011,0
1610612748,42011,1
1610612749,42011,0
1610612750,42011,0
1610612751,42011,0
1610612740,42011,0
1610612752,42011,0
1610612760,42011,0
1610612753,42011,0
1610612755,42011,0
1610612756,42011,0
1610612757,42011,0
1610612758,42011,0
1610612759,42011,0
1610612761,42011,0
1610612762,42011,0
1610612764,42011,0
1610612737,42012,0
1610612738,42012,0
1610612751,42012,0
1610612766,42012,0
1610612741,42012,0
1610612739,42012,0
1610612742,42012,0
1610612743,42012,0
1610612765,42012,0
1610612744,42012,0
1610612745,42012,0
1610612754,42012,0
1610612746,42012,0
1610612747,42012,0
1610612763,42012,0
1610612748,42012,1
1610612749,42012,0
1610612750,42012,0
1610612740,42012,0
1610612752,42012,0
1610612760,42012,0
1610612753,42012,0
1610612755,42012,0
1610612756,42012,0
1610612757,42012,0
1610612758,42012,0
1610612759,42012,0
1610612761,42012,0
1610612762,42012,0
1610612764,42012,0
1610612737,42013,0
1610612738,42013,0
1610612751,42013,0
1610612766,42013,0
1610612741,42013,0
1610612739,42013,0
1610612742,42013,0
1610612743,42013,0
1610612765,42013,0
1610612744,42013,0
1610612745,42013,0
1610612754,42013,0
1610612746,42013,0
1610612747,42013,0
1610612763,42013,0
1610612748,42013,0
1610612749,42013,0
1610612750,42013,0
1610612740,42013,0
1610612752,42013,0
1610612760,42013,0
1610612753,42013,0
1610612755,42013,0
1610612756,42013,0
1610612757,42013,0
1610612758,42013,0
1610612759,42013,1
1610612761,42013,0
1610612762,42013,0
1610612764,42013,0
1610612737,42014,0
1610612738,42014,0
1610612751,42014,0
1610612766,42014,0
