
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Antawn Jamison,31,79,79,3061,618,1417,.436,120,354,.339,498,1063,.468,.478,333,438,.760,215,591,806,120,106,34,113,195,1689
2,DeShawn Stevenson,26,82,82,2564,301,780,.386,158,413,.383,143,367,.390,.487,157,197,.797,37,198,235,252,65,15,102,110,917
3,Caron Butler,27,58,58,2314,439,943,.466,66,185,.357,373,758,.492,.501,236,262,.901,93,295,388,284,128,20,150,160,1180
4,Brendan Haywood,28,80,80,2228,316,599,.528,0,0,,316,599,.528,.528,216,294,.735,273,303,576,71,31,133,108,216,848
5,Antonio Daniels,32,71,63,2161,205,447,.459,17,74,.230,188,373,.504,.478,170,219,.776,23,180,203,340,69,2,91,78,597
6,Roger Mason,27,80,9,1708,266,600,.443,130,327,.398,136,273,.498,.552,62,71,.873,17,113,130,134,40,18,69,140,724
7,Andray Blatche,21,82,15,1675,254,536,.474,3,13,.231,251,523,.480,.477,107,154,.695,164,261,425,92,53,114,112,258,618
8,Darius Songaila,29,80,13,1554,214,467,.458,0,2,.000,214,465,.460,.458,67,73,.918,81,190,271,135,53,16,86,181,495
9,Nick Young,22,75,2,1158,210,478,.439,40,100,.400,170,378,.450,.481,101,124,.815,23,92,115,63,35,7,94,130,561
10,Dominic McGuire,22,70,1,695,39,103,.379,1,6,.167,38,97,.392,.383,14,32,.438,53,86,139,40,20,26,40,76,93
11,Gilbert Arenas,26,13,8,425,78,196,.398,22,78,.282,56,118,.475,.454,74,96,.771,6,45,51,66,23,1,49,30,252
12,Oleksiy Pecherov,22,35,0,320,44,125,.352,17,60,.283,27,65,.415,.420,20,31,.645,21,45,66,7,6,5,17,30,125
13,Mike Wilks,28,4,0,44,2,4,.500,1,2,.500,1,2,.500,.625,0,0,,1,5,6,3,3,0,1,2,5
,Team Totals,,82,,19905,2986,6695,.446,575,1614,.356,2411,5081,.475,.489,1557,1991,.782,1007,2404,3411,1607,632,391,1082,1606,8104
