
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Allen Iverson,32,82,82,3424,712,1556,.458,95,275,.345,617,1281,.482,.488,645,797,.809,47,196,243,586,160,12,245,109,2164
2,Carmelo Anthony,23,77,77,2806,728,1481,.492,58,164,.354,670,1317,.509,.511,464,590,.786,178,393,571,259,98,39,253,253,1978
3,Marcus Camby,33,79,79,2758,286,635,.450,6,20,.300,280,615,.455,.455,143,202,.708,230,807,1037,259,85,285,118,216,721
4,Kenyon Martin,30,71,71,2159,376,699,.538,2,11,.182,374,688,.544,.539,123,212,.580,105,356,461,90,88,85,91,235,877
5,Anthony Carter,32,70,67,1960,218,476,.458,45,129,.349,173,347,.499,.505,64,85,.753,27,173,200,388,107,28,124,172,545
6,Linas Kleiza,23,79,13,1889,311,659,.472,94,277,.339,217,382,.568,.543,164,213,.770,92,241,333,95,44,19,89,181,880
7,Eduardo Najera,31,78,3,1664,174,368,.473,53,147,.361,121,221,.548,.545,63,89,.708,113,224,337,95,69,40,59,199,464
8,J.R. Smith,22,74,0,1421,311,674,.461,157,390,.403,154,284,.542,.578,128,178,.719,43,109,152,128,62,12,112,144,907
9,Yakhouba Diawara,25,54,14,542,55,134,.410,21,66,.318,34,68,.500,.489,22,31,.710,23,39,62,37,8,3,16,61,153
10,Chucky Atkins,33,24,0,352,42,122,.344,25,79,.316,17,43,.395,.447,4,9,.444,3,28,31,47,9,1,10,27,113
11,Nene Hilario,25,16,1,266,29,71,.408,0,1,.000,29,70,.414,.408,27,49,.551,30,57,87,15,9,14,21,46,85
12,Bobby Jones,24,25,0,222,26,64,.406,9,23,.391,17,41,.415,.477,23,28,.821,11,27,38,11,5,1,14,46,84
13,Mike Wilks,28,8,0,122,10,23,.435,2,5,.400,8,18,.444,.478,2,2,1.000,4,8,12,6,5,0,5,9,24
14,Steven Hunter,26,19,2,120,15,28,.536,0,0,,15,28,.536,.536,9,20,.450,10,19,29,0,0,6,7,20,39
15,Von Wafer,22,21,0,90,10,38,.263,1,15,.067,9,23,.391,.276,6,8,.750,1,9,10,5,2,1,11,4,27
16,Jelani McCoy,30,6,1,33,1,1,1.000,0,0,,1,1,1.000,1.000,1,2,.500,1,6,7,0,0,5,4,7,3
17,Taurean Green,21,9,0,30,3,9,.333,1,3,.333,2,6,.333,.389,3,4,.750,0,6,6,3,1,0,2,2,10
,Team Totals,,82,,19855,3307,7038,.470,569,1605,.355,2738,5433,.504,.510,1891,2519,.751,918,2698,3616,2024,752,551,1203,1731,9074
