
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Tayshaun Prince,30,78,78,2562,473,1001,.473,34,98,.347,439,903,.486,.490,118,168,.702,78,251,329,215,30,41,82,90,1098
2,Greg Monroe,20,80,48,2222,303,550,.551,0,1,.000,303,549,.552,.551,145,233,.622,248,353,601,105,93,45,81,196,751
3,Rodney Stuckey,24,70,54,2183,363,827,.439,26,90,.289,337,737,.457,.455,330,381,.866,70,146,216,361,76,10,155,177,1082
4,Ben Gordon,27,82,27,2131,339,770,.440,107,266,.402,232,504,.460,.510,136,160,.850,41,154,195,171,48,16,141,178,921
5,Tracy McGrady,31,72,39,1686,227,514,.442,30,88,.341,197,426,.462,.471,90,129,.698,49,202,251,252,66,34,102,101,574
6,Charlie Villanueva,26,76,11,1666,313,708,.442,125,323,.387,188,385,.488,.530,89,116,.767,50,245,295,48,42,42,66,175,840
7,Richard Hamilton,32,55,39,1498,288,671,.429,55,144,.382,233,527,.442,.470,146,172,.849,24,102,126,171,39,4,88,95,777
8,Austin Daye,22,72,16,1446,193,471,.410,69,172,.401,124,299,.415,.483,82,108,.759,64,210,274,78,39,39,59,165,537
9,Ben Wallace,36,54,49,1238,67,149,.450,1,2,.500,66,147,.449,.453,19,57,.333,129,221,350,72,54,54,44,81,154
10,Will Bynum,28,61,5,1125,182,406,.448,16,50,.320,166,356,.466,.468,102,122,.836,15,59,74,195,52,4,83,113,482
11,Chris Wilcox,28,57,29,995,187,322,.581,0,1,.000,187,321,.583,.581,50,89,.562,95,176,271,43,29,17,43,145,424
12,Jason Maxiell,27,57,14,930,93,189,.492,0,0,,93,189,.492,.492,51,99,.515,66,107,173,17,24,21,44,92,237
13,DaJuan Summers,23,22,1,199,28,69,.406,9,21,.429,19,48,.396,.471,9,20,.450,2,10,12,2,3,1,13,21,74
,Team Totals,,82,,19880,3056,6647,.460,472,1256,.376,2584,5391,.479,.495,1367,1854,.737,931,2236,3167,1730,595,328,1067,1629,7951
