
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Tim Duncan,31,78,78,2651,585,1178,.497,0,4,.000,585,1174,.498,.497,338,463,.730,237,644,881,218,56,152,178,185,1508
2,Bruce Bowen,36,81,81,2448,174,428,.407,90,215,.419,84,213,.394,.512,45,69,.652,33,201,234,91,54,22,46,177,483
3,Tony Parker,25,69,68,2312,515,1043,.494,17,66,.258,498,977,.510,.502,248,347,.715,30,191,221,411,55,8,164,93,1295
4,Manu Ginobili,30,74,23,2299,453,984,.460,156,389,.401,297,595,.499,.540,380,442,.860,63,291,354,332,109,33,200,173,1442
5,Michael Finley,34,82,61,2204,315,761,.414,132,357,.370,183,404,.453,.501,64,80,.800,27,227,254,114,29,10,56,93,826
6,Fabricio Oberto,32,82,64,1644,180,296,.608,0,1,.000,180,295,.610,.608,37,61,.607,153,277,430,95,37,20,51,203,397
7,Ime Udoka,30,73,0,1316,159,375,.424,61,165,.370,98,210,.467,.505,44,58,.759,36,192,228,63,56,17,58,127,423
8,Jacque Vaughn,32,74,9,1139,121,283,.428,3,10,.300,118,273,.432,.433,61,80,.763,13,61,74,159,23,1,54,97,306
9,Matt Bonner,27,68,3,853,121,291,.416,46,137,.336,75,154,.487,.495,38,44,.864,53,139,192,32,14,17,39,111,326
10,Robert Horry,37,45,5,583,38,119,.319,18,70,.257,20,49,.408,.395,18,28,.643,35,74,109,47,21,19,22,55,112
11,Brent Barry,36,31,1,554,77,160,.481,48,112,.429,29,48,.604,.631,19,20,.950,12,43,55,54,17,3,18,43,221
12,Francisco Elson,31,41,3,534,62,148,.419,0,0,,62,148,.419,.419,20,24,.833,33,102,135,16,9,14,30,62,144
13,Kurt Thomas,35,28,9,524,56,125,.448,0,1,.000,56,124,.452,.448,14,24,.583,36,102,138,14,21,14,18,57,126
14,Damon Stoudamire,34,31,4,413,43,143,.301,14,55,.255,29,88,.330,.350,6,8,.750,6,41,47,53,11,2,30,30,106
15,Darius Washington,22,18,0,146,21,48,.438,4,12,.333,17,36,.472,.479,7,13,.538,4,16,20,15,5,0,14,16,53
16,Jeremy Richardson,23,5,1,29,3,7,.429,2,5,.400,1,2,.500,.571,2,2,1.000,0,1,1,1,1,0,0,5,10
17,DerMarr Johnson,27,5,0,28,7,14,.500,3,9,.333,4,5,.800,.607,0,2,.000,0,1,1,1,1,0,0,4,17
18,Ian Mahinmi,21,6,0,23,6,12,.500,0,0,,6,12,.500,.500,9,9,1.000,0,5,5,1,0,4,2,4,21
19,Bobby Jones,24,3,0,20,1,4,.250,0,2,.000,1,2,.500,.250,0,0,,0,2,2,1,2,0,1,1,2
20,Keith Langford,24,2,0,10,1,4,.250,0,0,,1,4,.250,.250,0,0,,0,2,2,0,0,0,0,1,2
21,Marcus Williams,21,1,0,2,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,1,0,0,0
,Team Totals,,82,,19730,2938,6424,.457,594,1610,.369,2344,4814,.487,.504,1350,1774,.761,771,2612,3383,1718,521,337,1035,1537,7820
