
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Vince Carter,32,80,80,2946,588,1345,.437,151,392,.385,437,953,.459,.493,335,410,.817,74,336,410,376,82,38,166,234,1662
2,Brook Lopez,20,82,75,2501,448,844,.531,0,2,.000,448,842,.532,.531,172,217,.793,225,440,665,86,44,151,147,257,1068
3,Devin Harris,25,69,69,2494,455,1039,.438,64,220,.291,391,819,.477,.469,496,605,.820,30,201,231,476,114,13,212,164,1470
4,Keyon Dooling,28,77,18,2074,261,598,.436,99,235,.421,162,363,.446,.519,127,154,.825,24,131,155,270,71,8,105,135,748
5,Jarvis Hayes,27,74,1,1832,257,577,.445,94,244,.385,163,333,.489,.527,36,52,.692,27,240,267,54,52,7,49,162,644
6,Bobby Simmons,28,71,44,1729,198,441,.449,117,262,.447,81,179,.453,.582,43,58,.741,72,205,277,92,50,10,62,186,556
7,Yi Jianlian,21,61,52,1421,191,500,.382,48,140,.343,143,360,.397,.430,95,123,.772,67,259,326,60,29,36,70,157,525
8,Ryan Anderson,20,66,30,1312,160,407,.393,69,189,.365,91,218,.417,.478,98,116,.845,104,207,311,52,44,20,63,157,487
9,Trenton Hassell,29,53,31,1094,86,191,.450,2,8,.250,84,183,.459,.455,20,25,.800,50,96,146,51,21,16,30,92,194
10,Josh Boone,24,62,7,995,113,214,.528,0,0,,113,214,.528,.528,32,85,.376,104,154,258,31,22,48,31,106,258
11,Chris Douglas-Roberts,22,44,3,585,81,176,.460,3,12,.250,78,164,.476,.469,51,62,.823,14,36,50,52,12,7,31,34,216
12,Sean Williams,22,33,0,366,30,72,.417,0,0,,30,72,.417,.417,20,32,.625,34,45,79,13,7,29,20,72,80
13,Eduardo Najera,32,27,0,319,33,74,.446,5,25,.200,28,49,.571,.480,8,22,.364,17,50,67,19,10,4,18,50,79
14,Maurice Ager,24,20,0,97,15,43,.349,0,6,.000,15,37,.405,.349,4,8,.500,3,7,10,3,1,2,4,17,34
15,Stromile Swift,29,6,0,64,9,15,.600,0,0,,9,15,.600,.600,5,11,.455,5,8,13,1,0,2,7,15,23
,Team Totals,,82,,19830,2925,6536,.448,652,1735,.376,2273,4801,.473,.497,1542,1980,.779,850,2415,3265,1636,559,391,1075,1838,8044
