
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Jason Kidd,37,80,80,2653,215,596,.361,133,391,.340,82,205,.400,.472,67,77,.870,35,316,351,655,134,29,179,119,630
2,Jason Terry,33,82,10,2564,492,1091,.451,127,351,.362,365,740,.493,.509,182,214,.850,24,129,153,334,93,13,167,140,1293
3,Dirk Nowitzki,32,73,73,2504,610,1179,.517,66,168,.393,544,1011,.538,.545,395,443,.892,50,463,513,190,38,47,137,172,1681
4,Shawn Marion,32,80,27,2253,434,834,.520,5,33,.152,429,801,.536,.523,126,164,.768,168,383,551,110,68,50,130,144,999
5,Tyson Chandler,28,74,74,2059,266,407,.654,0,0,,266,407,.654,.654,216,295,.732,206,486,692,32,36,80,88,240,748
6,J.J. Barea,26,81,2,1669,285,649,.439,66,189,.349,219,460,.476,.490,133,157,.847,29,130,159,317,30,1,136,136,769
7,Brendan Haywood,31,72,8,1331,128,223,.574,0,1,.000,128,222,.577,.574,64,177,.362,129,247,376,19,16,74,51,146,320
8,DeShawn Stevenson,29,72,54,1158,128,330,.388,94,249,.378,34,81,.420,.530,33,43,.767,20,86,106,77,21,5,44,71,383
9,Caron Butler,30,29,29,867,170,378,.450,28,65,.431,142,313,.454,.487,68,88,.773,22,96,118,46,28,8,49,59,436
10,Brian Cardinal,33,56,4,618,43,100,.430,42,87,.483,1,13,.077,.640,17,18,.944,10,49,59,40,24,7,17,82,145
11,Peja Stojakovic,33,25,13,506,79,184,.429,42,105,.400,37,79,.468,.543,15,16,.938,14,52,66,22,11,2,11,22,215
12,Rodrigue Beaubois,22,28,26,496,94,223,.422,25,83,.301,69,140,.493,.478,23,30,.767,7,45,52,64,20,8,47,76,236
13,Ian Mahinmi,24,56,0,488,55,98,.561,0,2,.000,55,96,.573,.561,63,82,.768,43,77,120,8,14,15,25,105,173
14,Sasha Pavlovic,27,10,6,163,15,35,.429,7,16,.438,8,19,.421,.529,4,5,.800,0,12,12,7,5,3,5,15,41
15,Corey Brewer,24,13,2,148,25,51,.490,4,13,.308,21,38,.553,.529,15,21,.714,12,11,23,12,11,2,10,25,69
16,Dominique Jones,22,18,0,135,14,45,.311,0,4,.000,14,41,.341,.311,14,17,.824,6,19,25,19,5,3,10,7,42
17,Alexis Ajinca,22,10,2,75,12,32,.375,3,7,.429,9,25,.360,.422,2,3,.667,5,12,17,2,3,5,1,13,29
18,Steve Novak,27,7,0,18,4,8,.500,3,4,.750,1,4,.250,.688,0,0,,0,5,5,0,0,0,0,3,11
,Team Totals,,82,,19705,3069,6463,.475,645,1768,.365,2424,4695,.516,.525,1437,1850,.777,780,2618,3398,1954,557,352,1145,1575,8220
