
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Jason Richardson,25,75,75,2877,641,1438,.446,183,477,.384,458,961,.477,.509,276,410,.673,105,333,438,232,97,37,167,206,1741
2,Derek Fisher,31,82,36,2589,364,887,.410,117,295,.397,247,592,.417,.476,244,293,.833,36,175,211,352,125,8,156,237,1089
3,Mike Dunleavy,25,81,68,2578,331,816,.406,74,260,.285,257,556,.462,.451,196,252,.778,78,321,399,237,60,32,120,199,932
4,Troy Murphy,25,74,74,2516,363,838,.433,58,181,.320,305,657,.464,.468,251,319,.787,195,548,743,101,47,26,108,191,1035
5,Baron Davis,26,54,48,1971,335,861,.389,102,324,.315,233,537,.434,.448,195,289,.675,45,191,236,480,89,14,159,165,967
6,Adonal Foyle,30,77,72,1824,152,300,.507,0,0,,152,300,.507,.507,41,67,.612,143,281,424,33,44,125,80,215,345
7,Mickael Pietrus,23,52,18,1179,169,418,.404,56,176,.318,113,242,.467,.471,87,143,.608,58,105,163,44,33,10,78,132,481
8,Ike Diogu,22,69,14,1031,175,334,.524,0,0,,175,334,.524,.524,136,168,.810,95,134,229,29,15,30,78,164,486
9,Andris Biedrins,19,68,2,1000,118,185,.638,0,0,,118,185,.638,.638,22,72,.306,124,159,283,24,23,47,34,190,258
10,Monta Ellis,20,49,3,886,132,318,.415,28,82,.341,104,236,.441,.459,42,59,.712,22,83,105,78,32,11,58,69,334
11,Zarko Cabarkapa,24,61,0,505,67,174,.385,5,20,.250,62,154,.403,.399,60,84,.714,37,74,111,20,13,7,35,87,199
12,Calbert Cheaney,34,42,0,448,42,108,.389,0,8,.000,42,100,.420,.389,8,8,1.000,20,41,61,19,13,2,17,38,92
13,Will Bynum,23,15,0,162,21,52,.404,2,9,.222,19,43,.442,.423,10,16,.625,3,9,12,19,7,0,14,10,54
14,Chris Taft,20,17,0,144,23,38,.605,0,0,,23,38,.605,.605,1,6,.167,19,17,36,2,2,7,2,25,47
15,Aaron Miles,22,19,0,118,6,18,.333,0,0,,6,18,.333,.333,4,4,1.000,0,14,14,24,4,1,11,13,16
,Team Totals,,82,,19830,2939,6785,.433,625,1832,.341,2314,4953,.467,.479,1573,2190,.718,980,2485,3465,1694,604,357,1156,1941,8076
