
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Pau Gasol,25,80,80,3135,600,1194,.503,3,12,.250,597,1182,.505,.504,425,617,.689,191,522,713,371,46,153,235,184,1628
2,Shane Battier,27,81,81,2839,303,621,.488,65,165,.394,238,456,.522,.540,147,208,.707,164,265,429,136,92,114,90,223,818
3,Eddie Jones,34,75,75,2437,292,722,.404,133,374,.356,159,348,.457,.497,168,215,.781,35,244,279,177,131,27,93,201,885
4,Mike Miller,25,74,9,2268,354,760,.466,138,339,.407,216,421,.513,.557,168,210,.800,42,355,397,200,52,27,140,173,1014
5,Bobby Jackson,32,71,15,1775,286,748,.382,129,332,.389,157,416,.377,.469,107,146,.733,44,179,223,195,61,1,101,155,808
6,Lorenzen Wright,30,78,58,1689,194,406,.478,0,2,.000,194,404,.480,.478,66,117,.564,142,253,395,48,52,46,67,201,454
7,Chucky Atkins,31,43,39,1161,160,399,.401,64,182,.352,96,217,.442,.481,107,132,.811,11,64,75,129,29,2,57,94,491
8,Dahntay Jones,25,71,4,967,109,263,.414,3,21,.143,106,242,.438,.420,60,93,.645,20,84,104,39,38,15,50,108,281
9,Damon Stoudamire,32,27,27,862,114,287,.397,36,104,.346,78,183,.426,.460,53,62,.855,23,72,95,128,19,1,55,49,317
10,Jake Tsakalidis,26,51,19,732,100,165,.606,0,0,,100,165,.606,.606,57,87,.655,78,134,212,13,14,32,39,107,257
11,Hakim Warrick,23,68,2,724,101,228,.443,0,0,,101,228,.443,.443,76,115,.661,43,101,144,30,14,21,56,113,278
12,Antonio Burks,25,57,1,570,51,144,.354,1,6,.167,50,138,.362,.358,10,23,.435,4,33,37,76,20,0,36,45,113
13,Brian Cardinal,28,36,0,402,46,111,.414,13,29,.448,33,82,.402,.473,19,27,.704,11,44,55,33,23,0,27,65,124
14,Lawrence Roberts,23,33,0,181,20,44,.455,0,2,.000,20,42,.476,.455,11,23,.478,26,23,49,5,8,2,5,30,51
15,Anthony Roberson,22,16,0,88,14,31,.452,5,10,.500,9,21,.429,.532,2,2,1.000,0,6,6,5,1,0,3,6,35
16,John Thomas,30,3,0,25,2,2,1.000,0,0,,2,2,1.000,1.000,0,0,,0,0,0,1,0,1,2,3,4
,Team Totals,,82,,19855,2746,6125,.448,590,1578,.374,2156,4547,.474,.496,1476,2077,.711,834,2379,3213,1586,600,442,1134,1757,7558
