
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Tyreke Evans,22,63,61,2162,408,900,.453,20,99,.202,388,801,.484,.464,201,258,.779,64,225,289,283,84,29,171,136,1037
2,DeMarcus Cousins,21,64,62,1950,448,999,.448,2,14,.143,446,985,.453,.449,262,373,.702,265,438,703,102,93,75,170,257,1160
3,Marcus Thornton,24,51,51,1780,352,803,.438,107,310,.345,245,493,.497,.505,141,163,.865,84,104,188,98,71,12,84,111,952
4,Jason Thompson,25,64,47,1657,237,443,.535,0,2,.000,237,441,.537,.535,109,181,.602,166,277,443,79,43,44,68,149,583
5,Isaiah Thomas,22,65,37,1656,256,571,.448,83,219,.379,173,352,.491,.521,154,185,.832,48,120,168,266,53,8,105,121,749
6,John Salmons,32,46,32,1250,141,345,.409,33,112,.295,108,233,.464,.457,29,45,.644,20,114,134,93,37,7,45,77,344
7,Jimmer Fredette,22,61,7,1135,172,446,.386,78,216,.361,94,230,.409,.473,40,48,.833,17,56,73,108,30,3,67,73,462
8,Chuck Hayes,28,54,9,1039,73,170,.429,0,2,.000,73,168,.435,.429,26,39,.667,72,162,234,77,36,17,50,111,172
9,Francisco Garcia,30,49,3,798,86,229,.376,38,131,.290,48,98,.490,.459,24,30,.800,11,88,99,31,36,37,22,73,234
10,Donte Greene,23,53,7,777,108,266,.406,25,105,.238,83,161,.516,.453,44,55,.800,19,114,133,34,18,29,32,67,285
11,J.J. Hickson,23,35,9,644,64,173,.370,0,1,.000,64,172,.372,.370,37,58,.638,67,110,177,22,18,17,39,44,165
12,Travis Outlaw,27,39,5,500,60,175,.343,16,60,.267,44,115,.383,.389,31,46,.674,19,42,61,16,19,21,20,34,167
13,Terrence Williams,24,18,0,369,65,141,.461,8,27,.296,57,114,.500,.489,21,34,.618,11,63,74,55,16,6,33,19,159
14,Hassan Whiteside,22,18,0,109,12,27,.444,0,0,,12,27,.444,.444,5,12,.417,16,23,39,0,3,15,5,12,29
15,Tyler Honeycutt,21,15,0,88,8,24,.333,1,3,.333,7,21,.333,.354,3,5,.600,3,11,14,7,4,3,2,3,20
,Team Totals,,66,,15915,2490,5712,.436,411,1301,.316,2079,4411,.471,.472,1127,1532,.736,882,1947,2829,1271,561,323,952,1287,6518
