
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Arron Afflalo,28,73,73,2552,464,1011,.459,128,300,.427,336,711,.473,.522,274,336,.815,32,230,262,248,35,3,146,136,1330
2,Victor Oladipo,21,80,44,2487,392,936,.419,74,226,.327,318,710,.448,.458,248,318,.780,43,286,329,327,129,37,256,210,1106
3,Jameer Nelson,31,68,68,2179,294,747,.394,136,391,.348,158,356,.444,.485,96,112,.857,29,202,231,476,52,5,166,146,820
4,Maurice Harkless,20,80,41,1950,224,483,.464,59,154,.383,165,329,.502,.525,85,143,.594,69,195,264,80,97,50,86,140,592
5,Tobias Harris,21,61,36,1850,332,716,.464,32,126,.254,300,590,.508,.486,197,244,.807,88,336,424,82,41,24,78,143,893
6,Nikola Vucevic,23,57,57,1812,353,696,.507,0,0,,353,696,.507,.507,105,137,.766,185,441,626,104,60,47,112,169,811
7,E'Twaun Moore,24,79,3,1506,195,456,.428,57,161,.354,138,295,.468,.490,52,68,.765,29,107,136,112,60,13,55,106,499
8,Glen Davis,28,45,43,1354,232,512,.453,4,10,.400,228,502,.454,.457,77,114,.675,87,195,282,70,46,22,59,111,545
9,Kyle O'Quinn,23,69,19,1188,186,371,.501,0,3,.000,186,368,.505,.501,57,83,.687,100,264,364,78,39,88,78,165,429
10,Andrew Nicholson,24,76,5,1174,180,420,.429,28,89,.315,152,331,.459,.462,47,57,.825,53,202,255,25,18,23,51,150,435
11,Doron Lamb,22,53,0,695,63,160,.394,36,90,.400,27,70,.386,.506,29,36,.806,8,41,49,43,11,1,27,54,191
12,Jason Maxiell,30,34,13,488,47,105,.448,0,0,,47,105,.448,.448,15,31,.484,28,58,86,9,8,20,14,47,109
13,Ronnie Price,30,31,2,377,28,92,.304,9,43,.209,19,49,.388,.353,9,13,.692,8,35,43,66,25,2,26,50,74
14,Dewayne Dedmon,24,16,6,234,23,53,.434,0,0,,23,53,.434,.434,13,17,.765,27,51,78,2,7,13,9,37,59
15,Solomon Jones,29,11,0,85,6,17,.353,0,0,,6,17,.353,.353,2,4,.500,8,8,16,2,2,2,2,12,14
16,Adonis Thomas,20,4,0,24,3,9,.333,0,3,.000,3,6,.500,.333,1,1,1.000,0,3,3,2,0,0,0,2,7
,Team Totals,,82,,19955,3022,6784,.445,563,1596,.353,2459,5188,.474,.487,1307,1714,.763,794,2654,3448,1726,630,350,1222,1678,7914
