
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Kevin Garnett,28,82,82,3121,683,1360,.502,6,25,.240,677,1335,.507,.504,445,549,.811,247,861,1108,466,121,112,222,207,1817
2,Wally Szczerbiak,27,81,37,2558,465,919,.506,63,169,.373,402,750,.536,.540,260,304,.855,82,221,303,191,40,16,132,178,1253
3,Latrell Sprewell,34,80,79,2450,398,961,.414,69,211,.327,329,750,.439,.450,156,188,.830,65,189,254,179,53,21,127,124,1021
4,Trenton Hassell,25,82,51,2068,225,475,.474,1,11,.091,224,464,.483,.475,90,114,.789,80,139,219,128,30,30,64,200,541
5,Troy Hudson,28,79,32,1729,266,664,.401,89,258,.345,177,406,.436,.468,70,90,.778,19,86,105,283,27,6,113,121,691
6,Sam Cassell,35,59,38,1522,319,687,.464,27,103,.262,292,584,.500,.484,134,155,.865,25,132,157,301,36,14,109,160,799
7,Eddie Griffin,22,70,0,1492,202,522,.387,67,204,.328,135,318,.425,.451,56,78,.718,128,325,453,53,23,118,55,120,527
8,Fred Hoiberg,32,76,0,1272,139,284,.489,70,145,.483,69,139,.496,.613,89,102,.873,32,149,181,85,50,15,20,105,437
9,Michael Olowokandi,29,62,34,1215,161,353,.456,0,0,,161,353,.456,.456,46,69,.667,106,218,324,29,15,56,68,193,368
10,Anthony Carter,29,66,12,742,72,177,.407,2,17,.118,70,160,.438,.412,35,51,.686,12,57,69,161,35,18,62,88,181
11,Mark Madsen,29,41,14,601,34,66,.515,0,0,,34,66,.515,.515,20,40,.500,63,65,128,18,7,14,24,103,88
12,John Thomas,29,44,8,521,42,86,.488,0,0,,42,86,.488,.488,27,46,.587,39,58,97,17,15,13,18,82,111
13,Ervin Johnson,37,46,23,410,28,54,.519,1,1,1.000,27,53,.509,.528,16,25,.640,43,70,113,6,7,13,18,86,73
14,Ndudi Ebi,20,2,0,54,11,21,.524,0,1,.000,11,20,.550,.524,5,9,.556,6,10,16,1,1,1,3,7,27
,Team Totals,,82,,19755,3045,6629,.459,395,1145,.345,2650,5484,.483,.489,1449,1820,.796,947,2580,3527,1918,460,447,1079,1774,7934
