
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Udonis Haslem,26,79,79,2483,353,717,.492,0,4,.000,353,713,.495,.492,138,203,.680,188,466,654,97,49,26,110,236,844
2,Dwyane Wade,25,51,50,1931,472,962,.491,21,79,.266,451,883,.511,.502,432,535,.807,51,188,239,384,107,62,216,117,1397
3,James Posey,30,71,19,1919,186,432,.431,97,259,.375,89,173,.514,.543,81,98,.827,66,291,357,94,71,23,55,193,550
4,Jason Williams,31,61,55,1865,235,569,.413,100,295,.339,135,274,.493,.501,94,103,.913,18,123,141,322,58,1,100,68,664
5,Antoine Walker,30,78,15,1818,265,668,.397,84,305,.275,181,363,.499,.460,46,105,.438,92,247,339,130,48,17,141,173,660
6,Jason Kapono,25,67,35,1767,278,563,.494,108,210,.514,170,353,.482,.590,66,74,.892,26,154,180,81,38,2,70,135,730
7,Alonzo Mourning,36,77,43,1572,238,425,.560,0,0,,238,425,.560,.560,185,308,.601,126,224,350,18,13,178,129,219,661
8,Gary Payton,38,68,28,1503,144,366,.393,32,123,.260,112,243,.461,.437,38,57,.667,18,114,132,201,43,3,66,117,358
9,Dorell Wright,21,66,19,1292,162,364,.445,5,34,.147,157,330,.476,.452,64,86,.744,40,232,272,95,41,46,65,112,393
10,Shaquille O'Neal,34,40,39,1135,283,479,.591,0,0,,283,479,.591,.591,124,294,.422,97,200,297,79,8,55,95,139,690
11,Eddie Jones,35,35,27,1033,121,271,.446,56,148,.378,65,123,.528,.550,34,41,.829,17,112,129,76,46,8,24,70,332
12,Michael Doleac,29,56,0,698,82,175,.469,0,1,.000,82,174,.471,.469,36,41,.878,44,111,155,22,18,15,30,96,200
13,Chris Quinn,23,42,1,408,48,131,.366,20,57,.351,28,74,.378,.443,25,37,.676,6,24,30,65,15,0,21,32,141
14,Earl Barron,25,28,0,203,24,83,.289,0,1,.000,24,82,.293,.289,17,18,.944,19,22,41,5,6,4,11,21,65
15,Robert Hite,23,12,0,136,19,60,.317,5,23,.217,14,37,.378,.358,8,12,.667,4,12,16,8,3,2,6,8,51
16,Wayne Simien,23,8,0,93,9,23,.391,0,0,,9,23,.391,.391,5,7,.714,5,6,11,4,2,0,3,13,23
,Team Totals,,82,,19855,2919,6288,.464,528,1539,.343,2391,4749,.503,.506,1393,2019,.690,817,2526,3343,1681,566,442,1201,1749,7759
