
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Tyreke Evans,25,79,76,2690,521,1165,.447,69,227,.304,452,938,.482,.477,202,291,.694,82,334,416,521,100,37,246,198,1313
2,Anthony Davis,21,68,68,2455,642,1199,.535,1,12,.083,641,1187,.540,.536,371,461,.805,173,523,696,149,100,200,95,141,1656
3,Eric Gordon,26,61,60,2018,285,694,.411,141,315,.448,144,379,.380,.512,107,133,.805,28,131,159,229,50,14,122,145,818
4,Omer Asik,28,76,76,1982,213,412,.517,0,0,,213,412,.517,.517,131,225,.582,244,504,748,72,29,54,95,144,557
5,Ryan Anderson,26,61,5,1675,291,729,.399,122,359,.340,169,370,.457,.483,129,151,.854,108,187,295,55,33,20,62,113,833
6,Dante Cunningham,27,66,27,1652,155,339,.457,1,10,.100,154,329,.468,.459,29,47,.617,70,186,256,50,46,37,35,101,340
7,Jrue Holiday,24,40,37,1303,238,534,.446,51,135,.378,187,399,.469,.493,65,76,.855,32,103,135,274,63,23,91,110,592
8,Quincy Pondexter,26,45,28,1253,140,312,.449,74,171,.433,66,141,.468,.567,50,66,.758,33,105,138,66,14,19,41,103,404
9,Alexis Ajinca,26,68,8,957,181,329,.550,0,0,,181,329,.550,.550,81,99,.818,104,211,315,47,21,51,69,151,443
10,Luke Babbitt,25,63,19,830,92,192,.479,59,115,.513,33,77,.429,.633,13,19,.684,12,99,111,24,17,11,26,63,256
11,Austin Rivers,22,35,3,772,86,222,.387,14,50,.280,72,172,.419,.419,53,71,.746,12,56,68,87,18,7,30,65,239
12,Norris Cole,26,28,2,683,112,252,.444,28,74,.378,84,178,.472,.500,26,35,.743,1,50,51,90,15,7,41,49,278
13,Jimmer Fredette,25,50,0,509,63,166,.380,9,48,.188,54,118,.458,.407,43,45,.956,8,32,40,58,15,2,33,43,178
14,John Salmons,35,21,0,270,16,48,.333,8,26,.308,8,22,.364,.417,2,4,.500,4,17,21,13,9,4,5,25,42
15,Jeff Withey,24,37,0,259,32,64,.500,0,0,,32,64,.500,.500,34,50,.680,23,41,64,11,4,18,12,26,98
16,Toney Douglas,28,12,0,177,19,51,.373,5,18,.278,14,33,.424,.422,8,13,.615,2,20,22,24,11,4,10,20,51
17,Nate Wolters,23,10,0,105,8,26,.308,0,2,.000,8,24,.333,.308,1,2,.500,6,12,18,11,3,2,10,7,17
18,Elliot Williams,25,8,0,77,8,24,.333,3,11,.273,5,13,.385,.396,0,2,.000,0,5,5,8,2,0,0,11,19
19,Gal Mekel,26,4,0,43,3,20,.150,0,3,.000,3,17,.176,.150,0,0,,0,1,1,13,2,0,2,1,6
20,Darius Miller,24,5,1,43,1,7,.143,0,1,.000,1,6,.167,.143,0,0,,0,1,1,2,1,0,1,8,2
21,Russ Smith,23,6,0,29,2,10,.200,1,6,.167,1,4,.250,.250,0,0,,0,3,3,2,0,0,7,6,5
,Team Totals,,82,,19780,3108,6795,.457,586,1583,.370,2522,5212,.484,.501,1345,1790,.751,942,2621,3563,1806,553,510,1087,1530,8147
