
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Kobe Bryant,34,78,78,3013,738,1595,.463,132,407,.324,606,1188,.510,.504,525,626,.839,66,367,433,469,106,25,287,173,2133
2,Dwight Howard,27,76,76,2722,470,813,.578,1,6,.167,469,807,.581,.579,355,721,.492,251,694,945,108,84,186,225,291,1296
3,Metta World Peace,33,75,66,2530,332,824,.403,141,412,.342,191,412,.464,.488,124,169,.734,101,271,372,112,122,42,98,198,929
4,Jodie Meeks,25,78,10,1663,205,530,.387,122,342,.357,83,188,.441,.502,86,96,.896,37,134,171,69,58,5,52,103,618
5,Pau Gasol,32,49,42,1655,270,579,.466,8,28,.286,262,551,.475,.473,125,178,.702,111,310,421,200,24,61,104,93,673
6,Antawn Jamison,36,76,6,1636,267,575,.464,84,233,.361,183,342,.535,.537,94,136,.691,109,253,362,50,30,22,53,124,712
7,Steve Nash,38,50,50,1627,236,475,.497,57,130,.438,179,345,.519,.557,107,116,.922,26,116,142,333,30,5,126,70,636
8,Earl Clark,25,59,36,1363,170,386,.440,35,104,.337,135,282,.479,.486,53,76,.697,82,243,325,65,36,44,62,102,428
9,Steve Blake,32,45,13,1175,114,270,.422,72,171,.421,42,99,.424,.556,27,35,.771,21,111,132,173,34,6,62,83,327
10,Chris Duhon,30,46,9,820,47,123,.382,33,91,.363,14,32,.438,.516,6,13,.462,11,57,68,133,20,1,40,56,133
11,Darius Morris,22,48,17,683,73,188,.388,24,66,.364,49,122,.402,.452,24,37,.649,24,33,57,76,21,2,45,58,194
12,Jordan Hill,25,29,1,458,77,155,.497,0,2,.000,77,153,.503,.497,40,61,.656,82,84,166,13,8,19,26,55,194
13,Robert Sacre,23,32,3,203,18,48,.375,0,0,,18,48,.375,.375,7,11,.636,9,25,34,6,0,10,10,38,43
14,Devin Ebanks,23,19,3,197,24,73,.329,6,22,.273,18,51,.353,.370,11,14,.786,10,31,41,10,3,1,11,23,65
15,Darius Johnson-Odom,23,4,0,6,0,4,.000,0,1,.000,0,3,.000,.000,0,0,,1,3,4,1,0,0,0,0,0
16,Andrew Goudelock,24,1,0,6,0,2,.000,0,0,,0,2,.000,.000,0,0,,1,0,1,0,0,0,0,0,0
,Team Totals,,82,,19755,3041,6640,.458,715,2015,.355,2326,4625,.503,.512,1584,2289,.692,942,2732,3674,1818,576,429,1232,1467,8381
