
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,DeMar DeRozan,23,82,82,3013,548,1231,.445,34,120,.283,514,1111,.463,.459,355,427,.831,48,272,320,204,76,24,151,173,1485
2,Amir Johnson,25,81,38,2325,336,606,.554,5,13,.385,331,593,.558,.559,136,187,.727,227,384,611,122,81,110,117,301,813
3,Kyle Lowry,26,68,52,2020,250,623,.401,101,279,.362,149,344,.433,.482,190,239,.795,56,265,321,435,94,24,157,218,791
4,Alan Anderson,30,65,2,1495,236,616,.383,95,285,.333,141,331,.426,.460,126,147,.857,34,114,148,103,48,7,80,131,693
5,Jonas Valanciunas,20,62,57,1482,204,366,.557,0,0,,204,366,.557,.557,146,185,.789,121,251,372,45,17,78,94,188,554
6,Jose Calderon,31,45,30,1273,187,398,.470,79,184,.429,108,214,.505,.569,47,52,.904,14,92,106,333,28,6,75,58,500
7,Terrence Ross,21,73,2,1239,186,457,.407,65,196,.332,121,261,.464,.478,30,42,.714,35,109,144,53,43,14,48,122,467
8,Rudy Gay,26,33,32,1146,240,565,.425,44,131,.336,196,434,.452,.464,119,139,.856,43,169,212,94,57,22,94,95,643
9,Ed Davis,23,45,24,1087,186,339,.549,0,0,,186,339,.549,.549,66,102,.647,95,205,300,55,25,38,45,111,438
10,Landry Fields,24,51,22,1037,102,223,.457,2,14,.143,100,209,.478,.462,34,53,.642,59,149,208,60,32,8,42,63,240
11,Andrea Bargnani,27,35,25,1003,170,426,.399,38,123,.309,132,303,.436,.444,65,77,.844,26,102,128,38,21,23,54,64,443
12,John Lucas III,30,63,0,827,129,334,.386,57,151,.377,72,183,.393,.472,18,25,.720,8,57,65,105,23,1,26,50,333
13,Aaron Gray,28,42,16,513,48,90,.533,0,0,,48,90,.533,.533,23,44,.523,48,85,133,33,7,5,36,85,119
14,Mickael Pietrus,30,19,16,386,34,98,.347,20,64,.313,14,34,.412,.449,12,18,.667,5,31,36,9,12,6,16,33,100
15,Linas Kleiza,28,20,3,376,48,144,.333,20,66,.303,28,78,.359,.403,32,38,.842,10,42,52,16,4,2,14,45,148
16,Quincy Acy,22,29,0,342,42,75,.560,1,2,.500,41,73,.562,.567,31,38,.816,30,47,77,11,13,15,17,53,116
17,Dominic McGuire,27,15,9,230,15,32,.469,0,0,,15,32,.469,.469,2,6,.333,11,37,48,10,5,8,7,26,32
18,Sebastian Telfair,27,13,0,185,18,62,.290,10,37,.270,8,25,.320,.371,10,12,.833,1,15,16,39,9,1,11,20,56
,Team Totals,,82,,19980,2979,6685,.446,571,1665,.343,2408,5020,.480,.488,1442,1831,.788,871,2426,3297,1765,595,392,1124,1836,7971
