
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Luol Deng,21,82,82,3071,630,1218,.517,1,7,.143,629,1211,.519,.518,279,359,.777,148,431,579,204,97,48,153,167,1540
2,Kirk Hinrich,26,80,80,2839,475,1061,.448,140,337,.415,335,724,.463,.514,237,284,.835,32,242,274,500,100,23,191,274,1327
3,Ben Gordon,23,82,51,2704,609,1338,.455,155,375,.413,454,963,.471,.513,380,440,.864,35,223,258,296,64,17,249,252,1753
4,Ben Wallace,32,77,77,2697,192,424,.453,1,5,.200,191,419,.456,.454,109,267,.408,303,518,821,186,111,156,101,153,494
5,Chris Duhon,24,78,30,1906,197,483,.408,88,245,.359,109,238,.458,.499,76,101,.752,23,146,169,310,69,6,105,150,558
6,P.J. Brown,37,72,49,1456,170,418,.407,0,2,.000,170,416,.409,.407,96,122,.787,129,218,347,48,24,52,85,187,436
7,Andres Nocioni,27,53,31,1406,273,584,.467,80,209,.383,193,375,.515,.536,123,145,.848,42,259,301,57,27,24,104,164,749
8,Tyrus Thomas,20,72,4,966,134,282,.475,0,2,.000,134,280,.479,.475,106,175,.606,89,180,269,40,46,76,94,162,374
9,Thabo Sefolosha,22,71,4,868,109,256,.426,15,42,.357,94,214,.439,.455,23,45,.511,35,118,153,60,33,11,60,100,256
10,Malik Allen,28,60,1,638,107,258,.415,0,1,.000,107,257,.416,.415,28,34,.824,42,77,119,16,17,16,21,85,242
11,Adrian Griffin,32,54,1,585,61,129,.473,0,6,.000,61,123,.496,.473,15,19,.789,40,69,109,59,32,4,38,78,137
12,Mike Sweetney,24,48,0,385,58,134,.433,0,0,,58,134,.433,.433,37,66,.561,45,75,120,28,9,11,42,79,153
13,Viktor Khryapa,24,33,0,231,27,70,.386,0,6,.000,27,64,.422,.386,19,26,.731,20,37,57,21,10,1,16,53,73
14,Andre Barrett,24,6,0,29,4,8,.500,0,0,,4,8,.500,.500,0,0,,1,4,5,7,0,0,4,4,8
,Team Totals,,82,,19780,3046,6663,.457,480,1237,.388,2566,5426,.473,.493,1528,2083,.734,984,2597,3581,1832,639,445,1310,1908,8100
