
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Andre Iguodala,26,82,82,3193,496,1120,.443,94,303,.310,402,817,.492,.485,315,430,.733,82,447,529,472,141,55,218,145,1401
2,Elton Brand,30,76,57,2297,412,858,.480,0,1,.000,412,857,.481,.480,172,233,.738,179,282,461,109,82,80,131,232,996
3,Thaddeus Young,21,67,45,2145,382,813,.470,48,138,.348,334,675,.495,.499,114,165,.691,130,220,350,97,81,15,126,133,926
4,Samuel Dalembert,28,82,80,2124,285,523,.545,0,0,,285,523,.545,.545,97,133,.729,239,545,784,64,42,151,123,252,667
5,Lou Williams,23,64,38,1912,318,677,.470,70,206,.340,248,471,.527,.521,192,233,.824,25,162,187,268,80,15,106,110,898
6,Jrue Holiday,19,73,51,1767,230,520,.442,62,159,.390,168,361,.465,.502,65,86,.756,56,135,191,280,79,18,156,153,587
7,Willie Green,28,73,18,1553,248,543,.457,47,136,.346,201,407,.494,.500,95,114,.833,20,109,129,152,32,11,67,135,638
8,Marreese Speights,22,62,1,1016,212,444,.477,0,5,.000,212,439,.483,.477,108,145,.745,85,167,252,36,29,34,51,152,532
9,Jason Kapono,28,57,12,976,126,301,.419,63,171,.368,63,130,.485,.523,9,15,.600,14,52,66,39,21,6,34,80,324
10,Rodney Carney,25,68,0,857,113,282,.401,41,135,.304,72,147,.490,.473,52,63,.825,26,111,137,37,25,20,21,79,319
11,Allen Iverson,34,25,24,798,121,290,.417,8,24,.333,113,266,.425,.431,98,119,.824,15,60,75,102,18,2,57,43,348
12,Jason Smith,23,56,2,658,75,174,.431,10,29,.345,65,145,.448,.460,29,42,.690,54,81,135,33,21,28,35,110,189
13,Royal Ivey,28,26,0,236,26,55,.473,12,24,.500,14,31,.452,.582,6,7,.857,5,21,26,17,10,2,5,25,70
14,Jodie Meeks,22,19,0,233,40,91,.440,19,50,.380,21,41,.512,.544,13,18,.722,4,23,27,17,5,1,5,19,112
15,Primoz Brezec,30,7,0,36,2,13,.154,0,0,,2,13,.154,.154,1,2,.500,6,6,12,0,1,1,0,9,5
16,Francisco Elson,33,1,0,4,1,2,.500,0,0,,1,2,.500,.500,0,3,.000,1,0,1,0,0,0,0,0,2
,Team Totals,,82,,19805,3087,6706,.460,474,1381,.343,2613,5325,.491,.496,1366,1808,.756,941,2421,3362,1723,667,439,1192,1677,8014
