
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Chandler Parsons,25,74,74,2783,466,987,.472,130,351,.370,336,636,.528,.538,164,221,.742,69,340,409,298,88,29,144,168,1226
2,James Harden,24,73,73,2777,549,1205,.456,177,483,.366,372,722,.515,.529,576,665,.866,61,283,344,446,115,29,265,177,1851
3,Dwight Howard,28,71,71,2396,473,800,.591,2,7,.286,471,793,.594,.593,349,638,.547,231,635,866,131,60,128,229,240,1297
4,Terrence Jones,22,76,71,2078,386,712,.542,31,101,.307,355,611,.581,.564,118,195,.605,162,366,528,87,53,99,71,139,921
5,Jeremy Lin,25,71,33,2054,295,662,.446,82,229,.358,213,433,.492,.508,218,265,.823,34,153,187,294,68,27,176,166,890
6,Patrick Beverley,25,56,55,1751,199,481,.414,92,255,.361,107,226,.473,.509,83,102,.814,72,124,196,151,77,23,66,174,573
7,Omri Casspi,25,71,2,1283,173,410,.422,61,176,.347,112,234,.479,.496,83,122,.680,55,205,260,88,44,14,72,100,490
8,Francisco Garcia,32,55,4,1083,118,294,.401,69,193,.358,49,101,.485,.519,10,19,.526,21,101,122,63,27,33,30,120,315
9,Omer Asik,27,48,19,968,101,190,.532,0,0,,101,190,.532,.532,78,126,.619,101,277,378,25,14,37,59,92,280
10,Donatas Motiejunas,23,62,3,952,131,296,.443,21,84,.250,110,212,.519,.478,58,96,.604,60,165,225,34,20,21,49,132,341
11,Aaron Brooks,29,43,0,716,104,263,.395,54,132,.409,50,131,.382,.498,37,44,.841,23,39,62,83,25,6,51,76,299
12,Jordan Hamilton,23,21,1,349,48,122,.393,25,69,.362,23,53,.434,.496,17,20,.850,9,52,61,18,13,7,19,36,138
13,Isaiah Canaan,22,22,0,252,31,87,.356,18,55,.327,13,32,.406,.460,21,29,.724,7,17,24,22,8,4,21,25,101
14,Ronnie Brewer,28,23,3,158,3,15,.200,1,8,.125,2,7,.286,.233,0,2,.000,2,12,14,10,6,1,2,4,7
15,Greg Smith,23,11,0,100,18,28,.643,0,0,,18,28,.643,.643,2,5,.400,11,16,27,0,1,2,5,17,38
16,Troy Daniels,22,5,1,75,15,31,.484,12,25,.480,3,6,.500,.677,0,0,,0,4,4,5,0,0,3,6,42
17,Robert Covington,23,7,0,34,6,14,.429,4,11,.364,2,3,.667,.571,0,0,,2,3,5,0,2,0,1,3,16
18,Josh Powell,31,1,0,19,2,6,.333,0,0,,2,6,.333,.333,0,0,,0,5,5,0,0,1,1,1,4
,Team Totals,,82,,19830,3118,6603,.472,779,2179,.358,2339,4424,.529,.531,1814,2549,.712,920,2797,3717,1755,621,461,1323,1676,8829
